"Steps"	"Temperature (K)"	"PotentialEnergy"	"Scaling"	"310K Weight"	"346.953K Weight"	"388.311K Weight"	"434.6K Weight"	"486.406K Weight"	"544.387K Weight"	"609.28K Weight"	"681.909K Weight"	"763.195K Weight"	"854.171K Weight"	"955.992K Weight"	"1069.95K Weight"	"1197.49K Weight"	"1340.24K Weight"	"1500K Weight"
12500	763.195	64.6341	0.406187	0	6	9	13	15	18	19	20	21	24	25	25	27	27	26
13000	544.387	74.2833	0.569448	0	5	7	12	15	16	18	20	20	24	24	25	26	27	26
13500	854.171	72.3184	0.362925	0	5	7	12	14	16	16	20	20	22	23	24	25	26	25
14000	1069.95	67.0402	0.289733	0	5	7	11	12	15	16	20	19	22	23	23	23	24	25
14500	310	129.127	1	0	6	8	12	14	17	18	21	21	23	24	24	25	26	26
15000	346.953	100.822	0.893492	0	5	7	12	14	17	18	22	22	24	25	24	26	27	27
15500	434.6	90.7549	0.7133	0	6	9	13	16	18	20	23	23	25	27	26	27	28	29
16000	681.909	75.205	0.454606	0	5	9	12	16	18	20	20	22	25	26	26	27	27	27
16500	486.406	76.526	0.637328	0	4	8	12	14	18	19	19	22	24	25	26	27	25	27
17000	486.406	70.3669	0.637328	0	4	8	12	13	17	17	19	21	23	24	25	26	25	26
17500	854.171	67.3328	0.362925	0	5	8	12	14	17	18	20	22	23	24	26	25	25	26
18000	1500	60.0507	0.206667	0	6	8	12	15	17	19	20	22	23	24	26	26	26	26
18500	609.28	63.3397	0.508797	0	5	8	12	13	17	17	20	20	22	23	25	26	26	26
19000	854.171	53.3859	0.362925	0	5	7	11	13	16	16	19	20	21	22	24	25	25	26
19500	1500	46.1543	0.206667	0	4	7	11	12	15	16	19	20	21	22	23	23	24	23
20000	1069.95	52.2421	0.289733	0	5	8	12	12	16	17	20	19	20	21	23	23	25	24
20500	544.387	81.1934	0.569448	0	6	10	14	14	16	18	21	20	22	23	25	25	25	26
21000	346.953	121.55	0.893492	0	6	11	15	16	18	19	23	22	24	25	26	26	27	27
21500	434.6	65.4137	0.7133	0	5	9	14	15	17	19	22	22	23	25	25	25	27	27
22000	854.171	58.2002	0.362925	0	4.5	9.5	13	15.5	17.5	19	21.5	22.5	23	24.5	25.5	25.5	26.5	26.5
22500	1340.24	57.8285	0.231302	0	4.5	9	12.5	14	17.5	18	21.5	22	23	24.5	25	25.5	26	26.5
23000	388.311	116.681	0.798328	0	5	9	13.5	15	18	19	22	22.5	23.5	25	26	26.5	27	27.5
23500	388.311	158.444	0.798328	0	5.5	8.5	13.5	14	18	19.5	22.5	22.5	24	25.5	26.5	27	27	28
24000	434.6	125.451	0.7133	0	5.5	8.5	13.5	14.5	18	20	22.5	22.5	24	25.5	27	27	27.5	28.5
24500	1197.49	62.1195	0.258874	0	6	8.5	13	15	18.5	19.5	22.5	23	24	25.5	27.5	27	28	29
25000	388.311	110.974	0.798328	0	6.5	9	14	16	18.5	20.5	23	24	24.5	26.5	28.5	27.5	29	29.5
25500	1500	84.6783	0.206667	0	6	9	14	16	18	20	22	24	24.5	25.5	28	27.5	28.5	29
26000	310	156.976	1	0	5.5	9	14	16.5	18.5	20.5	22.5	24	24.5	25.5	28.5	28	28.5	29
26500	609.28	101.086	0.508797	0	5	9.5	14	16.5	19	20.5	22	24.5	25	25.5	28.5	28.5	29	29.5
27000	544.387	101.712	0.569448	0	5	9	13	15.5	18	20.5	21.5	24.5	24.5	25.5	28	28.5	29	29.5
27500	1340.24	73.4591	0.231302	0	5	9	13	15.5	17.5	20	21.5	23.5	24	25.5	28	27	28.5	29
28000	434.6	95.0242	0.7133	0	5	9	12.5	14.5	17.5	19.5	21.5	23	23.5	25.5	26.5	27	28	29
28500	763.195	92.1827	0.406187	0	4	9	12.5	14.5	17	19.5	21.5	22	23.5	25	26	26.5	27.5	28.5
29000	1069.95	59.4994	0.289733	0	4	8	12.5	14.5	16	19	21	22	23.5	24	25	26.5	27.5	28.5
29500	955.992	68.7333	0.324271	0	4	7.5	11.5	14.5	16	19	20.5	21.5	23.5	23	25	26.5	27.5	27
30000	486.406	91.1666	0.637328	0	4	8	12	14.5	16.5	18.5	21	21.5	23.5	23.5	25.5	26.5	27.5	27
30500	486.406	75.9347	0.637328	0	5.5	9.5	13.5	15	18	20	21.5	23	24.5	25	26.5	28	28.5	28.5
31000	310	175.673	1	0	5.5	10	13.5	15	18	20.5	21.5	23.5	24.5	25.5	27	28	29	28
31500	854.171	78.4198	0.362925	0	4.5	10	13	15	18	19.5	21.5	23	24	24.5	27	28	28.5	28
32000	1340.24	41.0507	0.231302	0	4.5	8.5	12	15	18	19.5	21.5	23	23	24.5	27	27.5	28	27.5
32500	1500	82.5695	0.206667	0	6	10	13.5	16.5	18.5	21	23	24.5	24.5	25.5	28	28.5	29	28.5
33000	388.311	74.7324	0.798328	0	6.5	10.5	14.5	17.5	19	22	23	25	25.5	26.5	28.5	29	30	29.5
33500	1500	73.6415	0.206667	0	6.5	10	13	16.5	19	22	23	24	25.5	26.5	28	29	30	29
34000	1197.49	63.6168	0.258874	0	6	10	13	17	19.5	22	23.5	24	26	26.5	28.5	29	30	29.5
34500	388.311	109.619	0.798328	0	5	9.5	13	17	18.5	22	23	24	25.5	26	28.5	28.5	29.5	29.5
35000	388.311	124.659	0.798328	0	5	9	13	16.5	18.5	20.5	22.5	24	25	26	28.5	28	29	29
35500	1197.49	86.5647	0.258874	0	5	9.5	13	16.5	18.5	21	22.5	24.5	25.5	26.5	28	28	29.5	29
36000	763.195	79.2959	0.406187	0	6	10.5	14	17.5	20	22	24	25	27	28	29.5	29.5	31	30.5
36500	681.909	89.2244	0.454606	0	5.5	10	13	17	19.5	22	23	25	27	28	29	29.5	30.5	30.5
37000	388.311	153.685	0.798328	0	6	9.5	13	17.5	19	22	23.5	25.5	27.5	28.5	29	30	30.5	30.5
37500	486.406	117.386	0.637328	0	7	9.5	14	17.5	20	23	24.5	26.5	27	29.5	30	30.5	31.5	31.5
38000	1069.95	84.578	0.289733	0	6.5	9.5	14	18	20.5	22.5	25	27	27.5	29.5	30	30.5	32	32
38500	544.387	96.4648	0.569448	0	6.5	10	14.5	18	20.5	22.5	25	26.5	27.5	29.5	30.5	31	32.5	32.5
39000	434.6	121.369	0.7133	0	7	10.5	15	18.5	21.5	23.5	26	27.5	28.5	30.5	31	31.5	32.5	33.5
39500	310	200.765	1	0	7	11	15.5	19.5	22	24.5	26.5	28.5	29.5	31	32	32.5	33	34.5
40000	434.6	142.504	0.7133	0	7.5	12	16	20	22.5	25	27.5	29	30.5	32	33	33	34	35
40500	1340.24	90.7864	0.231302	0	7.5	12	16	19	22	25	27	28	29.5	32	33	33	33	35
41000	955.992	70.2085	0.324271	0	7	12	15.5	19	21	24.5	26.5	28	29.5	31.5	32	32.5	33	35
41500	854.171	99.8678	0.362925	0	7	12	15.5	18	21	24	26	27.5	29	30.5	31.5	32.5	33	34.5
42000	681.909	91.4607	0.454606	0	7	11.5	15	17.5	21	24	25.75	27.5	28.75	29.5	31	32.5	33	33.5
42500	609.28	120.886	0.508797	0	6.75	11	15	17.5	20.75	23.75	25.5	27.5	28.5	29.5	30.75	32.25	33	33.25
43000	609.28	121.202	0.508797	0	6.5	11	15	17.5	20.75	23.5	25	27	28	29.5	30.5	32.25	32.75	33.25
43500	1197.49	84.634	0.258874	0	6	11	15	17.5	20.75	23.5	24.5	27	27.5	29.25	30.25	31.75	32.75	33.25
44000	310	194.007	1	0	6.5	11.5	15.75	18.25	21.5	24.25	25	27.75	28.25	29.75	30.75	32.25	33.5	33.75
44500	1340.24	84.8711	0.231302	0	6.5	11.75	16	18.75	22	24.25	25.5	28.25	28.75	30.25	31.25	32.75	33.75	34
45000	310	187.844	1	0	7	11.75	16.75	19.5	22.75	25	26.25	29	29	30.75	32	33.5	34.5	34.75
45500	346.953	162.279	0.893492	0	7	11.75	17	19.75	22.75	24.75	26.25	29	29.25	31	32.25	33.75	34.5	34.75
46000	1340.24	97.0366	0.231302	0	6.75	11.75	16.5	19.25	22.75	24.25	26.25	28.75	29.25	31	32.25	33.5	34.25	34.75
46500	544.387	85.4689	0.569448	0	6.75	11.75	16.25	19	22.25	24	26.25	28.5	29	30.75	32	33.25	34.25	34.75
47000	955.992	97.3051	0.324271	0	6.75	11.5	16.25	19	22.25	23.75	26.25	28	29	30	31.5	33.25	34	34.75
47500	544.387	81.3072	0.569448	0	6.75	11.5	16.25	19	21.75	23.75	26.25	28	28.5	30	31.5	33.25	33.5	33.75
48000	854.171	70.164	0.362925	0	6.75	11.5	16.25	19	21.75	23.75	25.75	27.5	28.25	30	31.5	32.25	33.25	33.75
48500	346.953	130.739	0.893492	0	6.5	11.25	16	19	21.75	23.75	25.5	27	28.25	29.25	31.5	32.25	33.25	33.5
49000	486.406	97.4021	0.637328	0	6.75	11.25	15.75	19	21.75	24	25.75	27.25	28.5	29.5	31.5	32.25	33	33.75
49500	1069.95	68.6147	0.289733	0	6.25	11	15.75	18.75	21.5	23.75	25.5	27.25	28.25	29.5	31.25	32.25	33	33.5
50000	486.406	90.5763	0.637328	0	6.25	11.25	15.25	18.5	21.75	24	25.75	27	28.5	29.75	31.5	32.5	33	33.75
50500	388.311	125.04	0.798328	0	6.75	11.5	15.75	19	22.5	24.75	26.5	27.75	29.25	30.5	32	33.25	33.75	34.25
51000	955.992	72.8858	0.324271	0	6.5	11.25	15.25	18.5	22.5	24.25	26.5	27.75	29.25	30.25	32	33	33.75	34.25
51500	681.909	100.127	0.454606	0	6.5	11.25	15	18.5	22	24.25	26.25	27.5	29.25	30	31.75	33	33.5	33.75
52000	1197.49	74.3008	0.258874	0	6.5	11.25	15.25	18.75	22	24.25	25.75	27.75	29.5	30	32	33	33.75	34
52500	609.28	95.9211	0.508797	0	6.25	11	15.25	18.5	21.75	24	25.75	27.5	29.25	30	32	33	33.25	33.75
53000	486.406	126.367	0.637328	0	6	10.5	15.25	18.25	21.5	24	25.75	27	29.25	30	31.75	32.5	33.25	33.75
53500	544.387	108.549	0.569448	0	5.5	10.25	15.25	18.25	21	23.5	25.5	27	29	30	31.75	32.25	33.25	33.75
54000	1340.24	91.9236	0.231302	0	5.5	10.25	15.25	18.25	21	23.25	25.5	26.75	28.5	30	31.5	31.75	33	33.25
54500	1069.95	78.1659	0.289733	0	5.5	10.25	15.25	18.25	21	23.25	25.25	26.5	28.25	29.75	31	31.5	32.25	33.25
55000	609.28	110.657	0.508797	0	5.5	10.25	15.25	18	20.75	23	25	26.25	28.25	29.5	31	31	32	33
55500	955.992	73.695	0.324271	0	5.75	10.25	15.25	18.25	20.75	23	25.25	26.5	28.25	29	31	31.25	32.25	33.25
56000	763.195	85.4186	0.406187	0	5.75	10.25	15.25	18	21	23.25	25	26.5	28.5	29.25	31.25	31.5	32.5	33.25
56500	763.195	66.357	0.406187	0	6.25	10.75	15.25	18.25	21.25	23.75	25.5	26.75	28.75	29.75	31.5	32	33	33.5
57000	346.953	153.241	0.893492	0	6.75	11.25	15.5	19	22	24.5	26	27.5	29.5	30.25	32.25	32.75	33.75	34
57500	1340.24	89.9836	0.231302	0	6.25	11	15.5	18.5	21.75	24.25	25.75	27.5	29.5	30.25	32.25	32.75	33.5	33.75
58000	1197.49	95.2401	0.258874	0	6.5	11.25	16	18.75	22.25	24.75	26.25	28	29.5	30.5	32.75	32.75	34	34.25
58500	854.171	72.5328	0.362925	0	6.75	11.25	16.25	19	22	24.75	26.25	28.25	29.5	30.75	32.5	33	34	34.5
59000	434.6	112.548	0.7133	0	7	11.5	16	19.25	22	24.75	26.25	28.25	29.5	31	32.5	33.25	34.25	34.5
59500	763.195	86.1714	0.406187	0	6.5	11.5	15.75	18.75	21.75	24.75	26	28	29.5	31	32.5	33.25	34	34.25
60000	346.953	125.167	0.893492	0	6.25	11.25	15.75	18.75	22	25	26.25	28.25	29.75	30.75	32.75	33.25	34.25	34.5
60500	544.387	99.0369	0.569448	0	6.875	11.875	16.375	19.375	22.5	25.5	26.875	28.875	30.375	31.25	33.125	33.625	34.875	35
61000	1500	64.6361	0.206667	0	6.75	11.75	16.375	19.375	22.5	25.25	26.75	28.875	30.25	31.25	33	33.5	34.75	34.875
61500	1069.95	82.2393	0.289733	0	6.75	11.75	16.375	19.375	22.5	24.875	26.75	28.75	30.25	31	32.75	33.5	34.5	34.875
62000	486.406	118.721	0.637328	0	6.75	11.75	16.125	19.25	22.5	24.875	26.75	28.75	30.25	30.875	32.375	33.375	34.25	34.875
62500	1340.24	69.4657	0.231302	0	6.75	11.75	16.125	19.25	22.375	24.625	26.5	28.75	30.25	30.875	32.375	33.125	34	34.75
63000	1197.49	83.6162	0.258874	0	6.75	11.75	16.125	19.25	22.25	24.5	26.5	28.5	30.25	30.875	32	33	34	34.5
63500	681.909	91.2585	0.454606	0	6.75	11.75	16.125	19.25	22.125	24.5	26.375	28.125	30.25	30.875	32	32.75	33.875	34.25
64000	854.171	68.8906	0.362925	0	6.75	11.75	16.125	19.25	22.125	24.5	26.25	28.125	30	30.625	31.875	32.625	33.75	34
64500	955.992	71.8213	0.324271	0	6.75	11.75	16.125	19.25	22.125	24.5	26.25	28	29.75	30.5	31.625	32.375	33.5	34
65000	854.171	68.3388	0.362925	0	6.75	11.75	16.125	19.25	22.125	24.5	26.125	27.75	29.625	30.375	31.5	32.125	33.375	33.875
65500	609.28	84.7974	0.508797	0	6.75	11.75	16.125	19.25	22.125	24.375	25.875	27.75	29.25	30.375	31.5	32.125	33.375	33.375
66000	544.387	87.5824	0.569448	0	6.75	11.75	16.125	19.125	21.875	24.375	25.875	27.75	29.25	30.125	31.375	32	33	33.375
66500	1069.95	67.4355	0.289733	0	6.75	11.75	16	19.125	21.625	24.25	25.75	27.75	29.25	30	31.125	31.875	33	33.25
67000	1500	69.0243	0.206667	0	6.625	11.625	15.75	19.125	21.625	24.25	25.625	27.75	29.125	30	31	31.625	33	33.125
67500	681.909	92.5739	0.454606	0	6.5	11.5	15.625	19	21.5	24.25	25.5	27.625	28.875	30	31	31.625	32.875	33.125
68000	346.953	165.456	0.893492	0	6.25	11.25	15.5	19	21.375	24.125	25.375	27.625	28.875	29.875	30.875	31.625	32.875	33.125
68500	609.28	101.036	0.508797	0	6.25	11.125	15.5	19	21.5	24	25.5	27.75	28.875	29.875	31	31.75	33	33.25
69000	310	155.571	1	0	6.625	11.625	15.875	19.5	21.875	24.375	26	28.25	29.25	30.375	31.375	32.25	33.5	33.75
69500	346.953	148.614	0.893492	0	6.5	11.625	15.75	19.25	21.875	24.25	26	28.25	29.125	30.25	31.25	32.125	33.5	33.625
70000	854.171	105.216	0.362925	0	6.5	11.625	15.625	19.25	21.75	24.125	25.625	28.25	28.875	30.25	31.25	32.125	33.25	33.625
70500	486.406	83.9296	0.637328	0	6.625	11.875	15.625	19.125	22	24.375	25.875	28.375	29.125	30.5	31.5	32.375	33.375	33.875
71000	955.992	74.5336	0.324271	0	6.625	11.75	15.5	18.875	21.875	24.25	25.875	28.25	29.125	30.25	31.5	32.375	33.25	33.875
71500	1069.95	80.9069	0.289733	0	6.375	11.75	15.5	18.625	21.875	24.25	25.75	28	28.875	30.25	31.375	32.375	33.25	33.875
72000	609.28	95.3176	0.508797	0	6.25	11.75	15.375	18.625	21.75	23.875	25.75	27.875	28.75	30.25	31.25	32.375	33.25	33.75
72500	388.311	128.578	0.798328	0	6.25	11.5	15.375	18.5	21.75	23.5	25.625	27.75	28.75	30.25	31.25	32.25	33.25	33.625
73000	955.992	79.9631	0.324271	0	6.375	11.625	15.25	18.625	21.875	23.625	25.75	27.875	28.625	30.25	31.125	32.25	33.25	33.75
73500	854.171	112.867	0.362925	0	6.5	11.75	15.25	18.75	21.875	23.75	25.75	27.875	28.625	30.25	31	32.375	33.25	33.875
74000	854.171	66.9223	0.362925	0	6.5	11.625	15.25	18.75	21.375	23.75	25.5	27.875	28.5	30.25	31	32.125	33.25	33.875
74500	346.953	127.391	0.893492	0	6.375	11.625	15.25	18.625	21.375	23.75	25.375	27.75	28.375	30.125	31	32	33.125	33.625
75000	955.992	92.1419	0.324271	0	6.625	11.875	15.375	18.75	21.625	24	25.625	27.875	28.625	30.125	31.25	32.125	33.25	33.75
75500	544.387	99.3939	0.569448	0	6.625	11.75	15	18.75	21.25	24	25.5	27.875	28.5	30.125	31.25	32.125	33.25	33.625
76000	310	171.439	1	0	6.375	11.75	15	18.875	21.375	24.125	25.5	28	28.375	30.25	31.375	32.25	33.375	33.625
76500	310	176.016	1	0	6.375	12	15.25	19.25	21.75	24.5	25.875	28.25	28.625	30.625	31.75	32.625	33.75	34
77000	388.311	131.202	0.798328	0	6.75	12.25	15.375	19.5	22.125	24.75	26.25	28.625	29	31	32	33	34.125	34.25
77500	955.992	90.0905	0.324271	0	6.625	11.75	15.25	19.375	22	24.75	26.25	28.625	29	30.75	32	33	34.125	34.25
78000	388.311	138.62	0.798328	0	6.5	11.375	15.25	19.25	21.875	24.75	26.125	28.5	29	30.625	32	33	34	34.25
78500	609.28	103.811	0.508797	0	6.5	11.625	15.375	19.5	22	24.875	26.375	28.75	29.25	30.75	32.125	33.125	34.25	34.5
79000	486.406	80.2443	0.637328	0	6.875	11.75	15.625	19.75	22.375	25.125	26.75	28.875	29.625	31.125	32.5	33.5	34.625	34.875
79500	434.6	105.394	0.7133	0	6.6875	11.6875	15.625	19.625	22.4375	25.1875	26.8125	28.875	29.6875	31.1875	32.4375	33.5625	34.625	34.9375
80000	544.387	122.857	0.569448	0	6.6875	11.6875	15.75	19.6875	22.5	25.3125	26.875	28.9375	29.8125	31.3125	32.5625	33.6875	34.75	35.0625
80500	310	166.659	1	0	6.6875	11.6875	15.75	19.6875	22.5625	25.3125	26.875	29	29.875	31.375	32.625	33.625	34.75	35.125
81000	1340.24	77.8087	0.231302	0	6.6875	11.6875	15.75	19.6875	22.5	25.125	26.8125	28.875	29.8125	31.375	32.625	33.625	34.6875	35.0625
81500	854.171	81.8048	0.362925	0	6.625	11.625	15.6875	19.625	22.5	25.125	26.8125	28.8125	29.75	31.375	32.5	33.5	34.6875	35.0625
82000	346.953	147.531	0.893492	0	6.5625	11.75	15.75	19.75	22.625	25.25	26.875	28.875	29.875	31.5	32.625	33.5625	34.8125	35.125
82500	310	212.553	1	0	6.625	11.875	15.8125	19.625	22.75	25.375	27	29	29.9375	31.625	32.75	33.6875	34.875	35.25
83000	346.953	189.856	0.893492	0	6.5	11.9375	15.875	19.5625	22.8125	25.4375	27	29	29.9375	31.625	32.8125	33.75	34.9375	35.3125
83500	310	189.658	1	0	6.6875	12	16.0625	19.75	22.875	25.625	27.0625	29.1875	30.125	31.8125	33	33.9375	35.125	35.4375
84000	346.953	162.786	0.893492	0	6.625	12.0625	16.0625	19.6875	22.8125	25.625	27.125	29.25	30.125	31.875	33.0625	34	35.1875	35.5
84500	763.195	87.1588	0.406187	0	6.5625	12	16	19.5625	22.8125	25.5	27.0625	29.1875	30.125	31.875	33.0625	34	35.125	35.5
85000	346.953	179.344	0.893492	0	6.5	12	16.0625	19.625	22.875	25.4375	27.125	29.125	30.1875	31.9375	33.125	34.0625	35.0625	35.5625
85500	763.195	108.516	0.406187	0	6.5	12	16	19.6875	22.875	25.4375	27.1875	29.125	30.1875	32	33.1875	34.0625	35.125	35.625
86000	609.28	95.7874	0.508797	0	6.5	12	15.9375	19.6875	22.875	25.3125	27.1875	29.125	30.125	32	33.0625	34.0625	34.9375	35.5625
86500	1340.24	94.8846	0.231302	0	6.5	11.9375	15.9375	19.6875	22.8125	25.3125	27.125	29.125	30.0625	31.8125	33	34	34.875	35.5625
87000	486.406	145.938	0.637328	0	6.5625	11.875	16	19.6875	22.8125	25.3125	27.1875	29.1875	30.125	31.875	33.0625	33.9375	34.9375	35.5
87500	763.195	80.6622	0.406187	0	6.5	11.75	15.9375	19.625	22.75	25.3125	27.1875	29.0625	30.125	31.875	33.0625	33.9375	34.8125	35.5
88000	681.909	100.437	0.454606	0	6.5	11.75	15.875	19.625	22.6875	25.3125	27	29.0625	29.9375	31.875	33	33.875	34.8125	35.5
88500	1197.49	72.0228	0.258874	0	6.5	11.75	15.875	19.625	22.6875	25.25	26.875	28.9375	29.9375	31.75	33	33.75	34.8125	35.4375
89000	1197.49	65.7355	0.258874	0	6.5	11.75	15.875	19.625	22.625	25.1875	26.875	28.8125	29.9375	31.75	32.9375	33.5625	34.75	35.375
89500	1340.24	83.2849	0.231302	0	6.5	11.75	15.875	19.625	22.625	25.1875	26.75	28.625	29.9375	31.75	32.875	33.5	34.625	35.3125
90000	388.311	105.069	0.798328	0	6.5625	11.75	15.9375	19.75	22.75	25.3125	26.875	28.6875	30	31.8125	33	33.5625	34.75	35.4375
90500	346.953	196.119	0.893492	0	6.75	12	16.1875	20	22.9375	25.5	27.125	28.9375	30.1875	32	33.25	33.8125	34.9375	35.6875
91000	346.953	182.312	0.893492	0	6.6875	11.875	16.25	20.0625	23	25.5625	27.125	29	30.25	32.0625	33.25	33.8125	35	35.6875
91500	854.171	125.835	0.362925	0	6.6875	11.75	16.25	19.9375	23	25.5	27	29	30.125	32.0625	33.25	33.8125	34.9375	35.6875
92000	1197.49	82.5457	0.258874	0	6.625	11.75	16.1875	19.875	22.9375	25.4375	27	29	30.0625	31.9375	33.1875	33.75	34.9375	35.6875
92500	544.387	108.127	0.569448	0	6.625	11.75	16.125	19.8125	22.875	25.4375	26.9375	28.9375	30.0625	31.875	33.125	33.75	34.75	35.6875
93000	763.195	69.5155	0.406187	0	6.625	11.6875	16.0625	19.75	22.8125	25.375	26.9375	28.875	30.0625	31.875	32.9375	33.6875	34.75	35.6875
93500	544.387	112.59	0.569448	0	6.625	11.6875	16	19.75	22.6875	25.3125	26.9375	28.8125	29.875	31.8125	32.9375	33.6875	34.6875	35.6875
94000	854.171	76.3031	0.362925	0	6.625	11.625	16	19.75	22.5	25.25	26.875	28.8125	29.8125	31.8125	32.875	33.6875	34.5625	35.6875
94500	955.992	81.7628	0.324271	0	6.625	11.5625	15.9375	19.75	22.4375	25.25	26.875	28.75	29.8125	31.75	32.75	33.5625	34.5	35.6875
95000	854.171	72.2488	0.362925	0	6.5625	11.5	15.9375	19.75	22.4375	25.25	26.875	28.6875	29.6875	31.625	32.75	33.5625	34.4375	35.5625
95500	681.909	78.0879	0.454606	0	6.5625	11.5	15.9375	19.75	22.4375	25.25	26.8125	28.6875	29.5625	31.4375	32.6875	33.5	34.375	35.5
96000	1500	42.3486	0.206667	0	6.5625	11.5	15.9375	19.75	22.4375	25.1875	26.8125	28.6875	29.5625	31.4375	32.5	33.5	34.3125	35.1875
96500	1197.49	64.5373	0.258874	0	6.5625	11.5	15.9375	19.75	22.4375	25.1875	26.8125	28.6875	29.5625	31.375	32.4375	33.25	34.1875	35.0625
97000	486.406	108.242	0.637328	0	6.5625	11.5	15.9375	19.625	22.4375	25	26.75	28.6875	29.5625	31.3125	32.375	33.25	34.125	35
97500	854.171	67.8112	0.362925	0	6.5	11.5	15.9375	19.625	22.375	25	26.75	28.6875	29.5	31.1875	32.375	33.125	34	34.9375
98000	763.195	90.5565	0.406187	0	6.5	11.5	15.9375	19.625	22.3125	25	26.6875	28.5	29.5	31.125	32.3125	33.125	34	34.75
98500	1500	49.5837	0.206667	0	6.5	11.5	15.9375	19.625	22.3125	25	26.6875	28.375	29.4375	30.9375	32.25	33	34	34.6875
99000	1340.24	66.5948	0.231302	0	6.5	11.5	15.9375	19.625	22.25	24.9375	26.6875	28.3125	29.375	30.8125	32.25	33	33.8125	34.625
99500	1069.95	65.3428	0.289733	0	6.5	11.5	15.9375	19.625	22.25	24.9375	26.6875	28.3125	29.3125	30.75	32.125	32.9375	33.5	34.625
100000	955.992	68.8323	0.324271	0	6.5	11.5	15.9375	19.625	22.25	24.875	26.625	28.25	29.25	30.625	31.9375	32.9375	33.5	34.5625
100500	1197.49	100.375	0.258874	0	6.5	11.5	15.9375	19.5625	22.25	24.75	26.625	28.1875	29.25	30.625	31.8125	32.75	33.4375	34.5625
101000	1197.49	57.7309	0.258874	0	6.5	11.5	15.9375	19.4375	22.25	24.75	26.5625	28.1875	29.25	30.5	31.75	32.5625	33.375	34.5625
101500	434.6	151.065	0.7133	0	6.375	11.5	15.875	19.375	22.25	24.75	26.5	28.1875	29.125	30.5	31.75	32.5625	33.3125	34.4375
102000	1197.49	63.0892	0.258874	0	6.125	11.5	15.8125	19.375	22.25	24.75	26.4375	28.125	29.125	30.4375	31.75	32.4375	33.3125	34.4375
102500	1069.95	95.5425	0.289733	0	6.25	11.5	15.9375	19.5	22.3125	24.8125	26.5625	28.1875	29.25	30.5625	31.8125	32.5625	33.375	34.5
103000	388.311	119.127	0.798328	0	6.25	11.5	16.0625	19.625	22.4375	24.9375	26.6875	28.3125	29.375	30.625	31.875	32.5625	33.5	34.625
103500	486.406	130.659	0.637328	0	6.25	11.5	16	19.5312	22.4375	24.875	26.6562	28.3125	29.3125	30.625	31.875	32.5625	33.4062	34.5938
104000	486.406	107.029	0.637328	0	6.28125	11.5312	16.0312	19.4688	22.4688	24.875	26.6875	28.3125	29.3438	30.6562	31.875	32.5938	33.4375	34.5312
