"Steps"	"Temperature (K)"	"PotentialEnergy"	"Scaling"	"310K Weight"	"346.953K Weight"	"388.311K Weight"	"434.6K Weight"	"486.406K Weight"	"544.387K Weight"	"609.28K Weight"	"681.909K Weight"	"763.195K Weight"	"854.171K Weight"	"955.992K Weight"	"1069.95K Weight"	"1197.49K Weight"	"1340.24K Weight"	"1500K Weight"
197500	854.171	66.5025	0.362925	0	6.05469	11.1328	15.418	18.7969	21.2344	23.7539	25.4805	27.125	28.375	29.6289	30.8164	31.4492	32.2461	33.0469
198000	388.311	148.886	0.798328	0	6.05078	11.1289	15.4102	18.7969	21.2344	23.7539	25.4805	27.1172	28.375	29.6289	30.8125	31.4453	32.2461	33.0391
198500	763.195	68.7874	0.406187	0	6.05859	11.1328	15.4141	18.8047	21.2383	23.7617	25.4844	27.1172	28.3828	29.6367	30.8164	31.4531	32.2539	33.043
199000	544.387	88.8543	0.569448	0	6.05469	11.1289	15.4102	18.8008	21.2344	23.7578	25.4844	27.1133	28.3828	29.6367	30.8047	31.4531	32.2539	33.043
199500	1197.49	63.7023	0.258874	0	6.05469	11.1289	15.4102	18.7969	21.2344	23.7461	25.4844	27.1094	28.3828	29.6367	30.8008	31.4453	32.2461	33.043
200000	486.406	106.766	0.637328	0	6.05469	11.1289	15.4102	18.793	21.2305	23.7422	25.4805	27.1094	28.3828	29.6328	30.7852	31.4453	32.2461	33.0391
200500	388.311	136.514	0.798328	0	6.05078	11.125	15.3984	18.793	21.2305	23.7422	25.4805	27.1094	28.3828	29.6328	30.7812	31.4453	32.2422	33.0273
201000	609.28	82.0203	0.508797	0	6.05859	11.1328	15.4102	18.8047	21.2383	23.7461	25.4922	27.1172	28.3945	29.6445	30.793	31.457	32.25	33.0391
201500	1197.49	56.8985	0.258874	0	6.05859	11.1328	15.4062	18.7969	21.2344	23.7461	25.4883	27.1133	28.3945	29.6367	30.7891	31.4531	32.25	33.0391
202000	346.953	112.285	0.893492	0	6.05469	11.1328	15.3984	18.793	21.2344	23.7383	25.4844	27.1133	28.3906	29.6367	30.7891	31.4492	32.25	33.0352
202500	388.311	103.079	0.798328	0	6.05469	11.1289	15.4023	18.7969	21.2383	23.7422	25.4883	27.1133	28.3867	29.6367	30.793	31.4531	32.2539	33.0312
203000	955.992	77.5936	0.324271	0	6.05469	11.1289	15.3945	18.7891	21.2383	23.7422	25.4805	27.1133	28.3828	29.6328	30.793	31.4492	32.25	33.0312
203500	310	182.862	1	0	6.05469	11.1328	15.3984	18.793	21.2422	23.7422	25.4844	27.1094	28.3867	29.6328	30.7969	31.4453	32.25	33.0312
204000	763.195	94.0688	0.406187	0	6.05078	11.125	15.3984	18.793	21.2422	23.7422	25.4805	27.1016	28.3789	29.6289	30.793	31.4453	32.25	33.0312
204500	854.171	69.2485	0.362925	0	6.05078	11.1211	15.3945	18.7891	21.2383	23.7422	25.4766	27.1016	28.375	29.6211	30.7891	31.4453	32.2461	33.0312
205000	388.311	135.824	0.798328	0	6.04688	11.1211	15.3984	18.7852	21.2422	23.7422	25.4805	27.1055	28.375	29.6211	30.7891	31.4492	32.25	33.0352
205500	955.992	80.7797	0.324271	0	6.04688	11.1211	15.3945	18.7773	21.2422	23.7383	25.4766	27.1055	28.375	29.6172	30.7812	31.4492	32.2461	33.0312
206000	955.992	69.533	0.324271	0	6.04688	11.1211	15.3945	18.7773	21.2422	23.7266	25.4766	27.1016	28.3672	29.6094	30.7773	31.4492	32.2422	33.0312
206500	1500	80.9211	0.206667	0	6.04688	11.1211	15.3945	18.7773	21.2422	23.7188	25.4727	27.1016	28.3672	29.5977	30.7695	31.4453	32.2422	33.0273
207000	1340.24	88.6774	0.231302	0	6.04297	11.1211	15.3906	18.7734	21.2422	23.7148	25.4727	27.1016	28.3633	29.5977	30.7695	31.4453	32.2344	33.0156
207500	854.171	78.767	0.362925	0	6.04297	11.1172	15.3867	18.7734	21.2422	23.707	25.4688	27.0977	28.3594	29.5977	30.7695	31.4453	32.2305	33.0078
208000	763.195	54.6333	0.406187	0	6.03906	11.1172	15.3828	18.7695	21.2422	23.707	25.4688	27.0898	28.3516	29.5898	30.7656	31.4453	32.2305	33.0078
208500	388.311	145.524	0.798328	0	6.03516	11.1094	15.3789	18.7695	21.2422	23.707	25.4648	27.0898	28.3477	29.5859	30.7617	31.4414	32.2266	33.0078
209000	544.387	89.6423	0.569448	0	6.03906	11.1133	15.3789	18.7734	21.2383	23.707	25.4648	27.0938	28.3438	29.5898	30.7578	31.4453	32.2305	33.0117
209500	1069.95	68.8929	0.289733	0	6.03906	11.1113	15.3789	18.7734	21.2363	23.6992	25.4609	27.0898	28.3438	29.5898	30.7559	31.4375	32.2305	33.0078
210000	1340.24	65.2613	0.231302	0	6.03906	11.1113	15.3789	18.7734	21.2383	23.6992	25.4629	27.0918	28.3457	29.5918	30.7539	31.4395	32.2305	33.0078
210500	310	168.953	1	0	6.03906	11.1113	15.3789	18.7734	21.2402	23.7012	25.4648	27.0918	28.3477	29.5918	30.752	31.4414	32.2305	33.0098
211000	434.6	140.112	0.7133	0	6.03906	11.1094	15.373	18.7734	21.2383	23.6992	25.4648	27.0918	28.3457	29.5918	30.748	31.4395	32.2305	33.0098
211500	346.953	167.975	0.893492	0	6.03711	11.1074	15.375	18.7754	21.2402	23.6992	25.4629	27.0938	28.3477	29.5918	30.748	31.4414	32.2324	33.0117
212000	388.311	132.009	0.798328	0	6.03711	11.1055	15.375	18.7734	21.2402	23.6953	25.4609	27.0918	28.3477	29.5918	30.7441	31.4414	32.2305	33.0098
212500	486.406	133.869	0.637328	0	6.04102	11.1094	15.377	18.7715	21.2422	23.6992	25.4648	27.0938	28.3516	29.5957	30.748	31.4434	32.2324	33.0137
213000	1340.24	95.8856	0.231302	0	6.04492	11.1094	15.3789	18.7754	21.2461	23.7031	25.4688	27.0977	28.3535	29.5957	30.75	31.4473	32.2344	33.0176
213500	1197.49	79.8863	0.258874	0	6.04883	11.1133	15.3828	18.7754	21.2461	23.7051	25.4707	27.1016	28.3574	29.5996	30.7539	31.4473	32.2383	33.0215
214000	763.195	80.4283	0.406187	0	6.05078	11.1133	15.3848	18.7793	21.248	23.709	25.4746	27.0996	28.3613	29.6035	30.7578	31.4512	32.2422	33.0254
214500	310	159.589	1	0	6.05469	11.1172	15.3867	18.7793	21.248	23.7109	25.4785	27.1035	28.3652	29.6074	30.7617	31.4531	32.2461	33.0273
215000	434.6	126.615	0.7133	0	6.05664	11.1172	15.3867	18.7754	21.25	23.7109	25.4805	27.1055	28.3652	29.6094	30.7637	31.4531	32.2461	33.0293
215500	955.992	75.181	0.324271	0	6.05664	11.1172	15.3867	18.7754	21.252	23.7129	25.4805	27.1055	28.3672	29.6055	30.7656	31.4551	32.248	33.0312
216000	434.6	132.327	0.7133	0	6.05664	11.1172	15.3867	18.7734	21.2539	23.7148	25.4824	27.1074	28.3672	29.6074	30.7656	31.457	32.25	33.0293
216500	346.953	115.915	0.893492	0	6.05859	11.1211	15.3867	18.7773	21.2578	23.7168	25.4863	27.1094	28.3711	29.6113	30.7695	31.4609	32.252	33.0293
217000	609.28	99.7749	0.508797	0	6.06445	11.125	15.3926	18.7793	21.2637	23.7207	25.4922	27.1152	28.373	29.6172	30.7734	31.4668	32.2578	33.0352
217500	388.311	131.421	0.798328	0	6.06641	11.1289	15.3984	18.7852	21.2695	23.7266	25.498	27.1172	28.3789	29.6211	30.7773	31.4727	32.2637	33.041
218000	346.953	122.138	0.893492	0	6.06641	11.125	15.4004	18.7871	21.2695	23.7285	25.5	27.1191	28.3809	29.623	30.7754	31.4746	32.2656	33.0391
218500	1197.49	64.7525	0.258874	0	6.06836	11.127	15.4043	18.7891	21.2734	23.7324	25.502	27.123	28.3848	29.625	30.7773	31.4766	32.2695	33.041
219000	955.992	91.3669	0.324271	0	6.06836	11.125	15.4004	18.7891	21.2734	23.7305	25.502	27.1191	28.3848	29.6191	30.7773	31.4746	32.2695	33.041
219500	346.953	139.425	0.893492	0	6.06641	11.125	15.3984	18.7871	21.2734	23.7305	25.502	27.1191	28.3828	29.6133	30.7773	31.4727	32.2676	33.0391
220000	544.387	118.185	0.569448	0	6.06641	11.1191	15.3984	18.7852	21.2695	23.7305	25.5	27.1172	28.3828	29.6113	30.7754	31.4727	32.2676	33.0391
220500	609.28	89.851	0.508797	0	6.06641	11.1172	15.3984	18.7832	21.2676	23.7285	25.5	27.1133	28.3828	29.6094	30.7734	31.4707	32.2656	33.0391
221000	1069.95	64.9076	0.289733	0	6.06641	11.1172	15.3984	18.7832	21.2676	23.7285	25.5	27.1133	28.3809	29.6055	30.7676	31.4688	32.2617	33.0371
221500	955.992	60.5139	0.324271	0	6.06641	11.1172	15.3984	18.7832	21.2676	23.7285	25.5	27.1133	28.3789	29.6016	30.7656	31.4609	32.2578	33.0371
222000	1500	87.0839	0.206667	0	6.06641	11.1172	15.3984	18.7832	21.2656	23.7285	25.5	27.1133	28.375	29.5996	30.7617	31.457	32.2578	33.0332
222500	544.387	90.1754	0.569448	0	6.06641	11.1172	15.3984	18.7832	21.2637	23.7246	25.5	27.1113	28.373	29.5977	30.7598	31.4531	32.2559	33.0332
223000	1500	66.8879	0.206667	0	6.06641	11.1172	15.3984	18.7832	21.2617	23.7246	25.5	27.1074	28.373	29.5957	30.7598	31.4473	32.2539	33.0293
223500	1197.49	63.8581	0.258874	0	6.06641	11.1172	15.3984	18.7793	21.2617	23.7246	25.4961	27.1074	28.373	29.5957	30.7539	31.4453	32.25	33.0293
224000	1069.95	91.5333	0.289733	0	6.06641	11.1172	15.3984	18.7793	21.2617	23.7227	25.4902	27.1074	28.373	29.5898	30.752	31.4434	32.25	33.0273
224500	763.195	65.5572	0.406187	0	6.06641	11.1172	15.3965	18.7793	21.2598	23.7188	25.4902	27.1055	28.3691	29.5898	30.752	31.4434	32.248	33.0234
225000	681.909	86.9719	0.454606	0	6.06445	11.1152	15.3965	18.7793	21.2559	23.7168	25.4883	27.1055	28.3691	29.5898	30.752	31.4414	32.2461	33.0195
225500	955.992	87.0055	0.324271	0	6.0625	11.1152	15.3965	18.7793	21.2539	23.7148	25.4883	27.1035	28.3691	29.5879	30.748	31.4395	32.2422	33.0195
226000	1069.95	58.9238	0.289733	0	6.0625	11.1133	15.3965	18.7793	21.252	23.7129	25.4863	27.1016	28.3672	29.5879	30.7441	31.4395	32.2402	33.0176
226500	1500	62.9133	0.206667	0	6.06055	11.1152	15.3984	18.7812	21.2539	23.7148	25.4844	27.1035	28.3691	29.5898	30.7461	31.4414	32.2383	33.0137
227000	434.6	132.466	0.7133	0	6.06055	11.1152	15.3965	18.7754	21.2559	23.7168	25.4863	27.1035	28.3711	29.5918	30.748	31.4434	32.2402	33.0156
227500	854.171	71.0225	0.362925	0	6.05859	11.1152	15.3945	18.7715	21.252	23.7168	25.4863	27.1016	28.3691	29.5898	30.7461	31.4434	32.2402	33.0156
228000	346.953	138.51	0.893492	0	6.05664	11.1133	15.3926	18.7695	21.248	23.7148	25.4844	27.1016	28.3691	29.5898	30.7441	31.4434	32.2402	33.0137
228500	388.311	105.582	0.798328	0	6.06055	11.1152	15.3926	18.7734	21.252	23.7188	25.4883	27.1055	28.3711	29.5938	30.748	31.4453	32.2402	33.0156
229000	681.909	115.237	0.454606	0	6.06055	11.1133	15.3926	18.7715	21.25	23.7168	25.4824	27.1055	28.3711	29.5938	30.7441	31.4453	32.2402	33.0137
229500	544.387	86.0035	0.569448	0	6.0625	11.1152	15.3906	18.7715	21.2461	23.7188	25.4824	27.1074	28.373	29.5957	30.7461	31.4473	32.2402	33.0137
230000	609.28	91.6383	0.508797	0	6.0625	11.1152	15.3887	18.7676	21.2461	23.7168	25.4805	27.1035	28.373	29.5938	30.7441	31.4473	32.2383	33.0137
230500	544.387	90.9076	0.569448	0	6.06445	11.1172	15.3867	18.7695	21.2422	23.7168	25.4805	27.1035	28.375	29.5938	30.7461	31.4492	32.2402	33.0156
231000	955.992	73.049	0.324271	0	6.06445	11.1172	15.3828	18.7656	21.2422	23.7148	25.4785	27.1016	28.375	29.5918	30.7441	31.4492	32.2383	33.0156
231500	609.28	130.97	0.508797	0	6.06445	11.1191	15.3828	18.7637	21.2422	23.7129	25.4805	27.1035	28.375	29.5938	30.7461	31.4512	32.2402	33.0156
232000	310	160.162	1	0	6.06836	11.125	15.3887	18.7676	21.248	23.7148	25.4863	27.1094	28.3809	29.5957	30.752	31.457	32.2441	33.0215
232500	609.28	97.4838	0.508797	0	6.06836	11.123	15.3887	18.7656	21.2422	23.7109	25.4844	27.1094	28.3809	29.5957	30.75	31.4551	32.2441	33.0215
233000	388.311	140.151	0.798328	0	6.06641	11.1211	15.3887	18.7656	21.2422	23.7129	25.4844	27.1113	28.3828	29.5977	30.752	31.4551	32.2461	33.0234
233500	388.311	119.306	0.798328	0	6.07422	11.127	15.3965	18.7734	21.248	23.7188	25.4902	27.1191	28.3906	29.6055	30.7598	31.4609	32.2539	33.0293
234000	434.6	132.332	0.7133	0	6.07617	11.1309	15.3965	18.7754	21.248	23.7207	25.4941	27.123	28.3945	29.6094	30.7637	31.4648	32.2559	33.0332
234500	486.406	90.9462	0.637328	0	6.08008	11.1328	15.3945	18.7754	21.252	23.7246	25.4961	27.125	28.3984	29.6133	30.7676	31.4688	32.2598	33.0371
235000	854.171	90.0593	0.362925	0	6.08008	11.1328	15.3906	18.7734	21.248	23.7227	25.4961	27.1211	28.3965	29.6113	30.7676	31.4688	32.2598	33.0371
235500	310	200.405	1	0	6.08008	11.1367	15.3965	18.7793	21.2539	23.7266	25.502	27.127	28.4023	29.6172	30.7715	31.4746	32.2637	33.043
236000	609.28	112.74	0.508797	0	6.08203	11.1406	15.3965	18.7812	21.2559	23.7285	25.5059	27.1289	28.4062	29.6211	30.7754	31.4785	32.2656	33.0469
236500	388.311	129.136	0.798328	0	6.08203	11.1426	15.4004	18.7812	21.2598	23.7324	25.5098	27.1289	28.4102	29.625	30.7793	31.4805	32.2695	33.0508
237000	388.311	111.744	0.798328	0	6.08594	11.1426	15.4023	18.7852	21.2637	23.7344	25.5137	27.1309	28.4121	29.6289	30.7832	31.4805	32.2734	33.0547
237500	310	151.669	1	0	6.08789	11.1445	15.4023	18.7852	21.2637	23.7324	25.5156	27.1289	28.4141	29.6289	30.7852	31.4805	32.2754	33.0566
238000	388.311	104.073	0.798328	0	6.0918	11.1484	15.4082	18.7891	21.2695	23.7363	25.5195	27.1328	28.4199	29.6348	30.791	31.4863	32.2812	33.0605
238500	388.311	161.031	0.798328	0	6.0918	11.1445	15.4082	18.7832	21.2676	23.7344	25.5195	27.1328	28.4199	29.6328	30.791	31.4844	32.2793	33.0605
239000	1197.49	82.4721	0.258874	0	6.09375	11.1445	15.4082	18.7832	21.2676	23.7344	25.5215	27.1348	28.4219	29.6348	30.791	31.4824	32.2793	33.0625
239500	1500	71.2326	0.206667	0	6.09375	11.1426	15.4062	18.7832	21.2676	23.7285	25.5195	27.1328	28.4219	29.6328	30.791	31.4824	32.2793	33.0586
240000	1340.24	57.6604	0.231302	0	6.09375	11.1445	15.4082	18.7812	21.2676	23.7305	25.5195	27.1348	28.4238	29.6348	30.791	31.4844	32.2773	33.0586
240500	854.171	66.0521	0.362925	0	6.09375	11.1426	15.4082	18.7812	21.2676	23.7266	25.5195	27.1348	28.4219	29.6309	30.7871	31.4844	32.2773	33.0547
241000	1069.95	76.8671	0.289733	0	6.09277	11.1416	15.4082	18.7803	21.2666	23.7256	25.5195	27.1348	28.4209	29.6309	30.7861	31.4844	32.2764	33.0527
241500	346.953	163.921	0.893492	0	6.0918	11.1406	15.4053	18.7803	21.2656	23.7256	25.5195	27.1348	28.4209	29.6309	30.7842	31.4834	32.2764	33.0518
242000	310	204.317	1	0	6.09277	11.1406	15.4062	18.7812	21.2676	23.7275	25.5215	27.1367	28.4229	29.6328	30.7861	31.4844	32.2764	33.0537
242500	955.992	84.6873	0.324271	0	6.09375	11.1416	15.4082	18.7832	21.2686	23.7295	25.5234	27.1377	28.4248	29.6338	30.7861	31.4863	32.2773	33.0557
243000	609.28	64.6361	0.508797	0	6.09375	11.1406	15.4062	18.7832	21.2676	23.7275	25.5234	27.1367	28.4238	29.6338	30.7852	31.4863	32.2764	33.0557
243500	388.311	139.657	0.798328	0	6.09375	11.1387	15.4062	18.7822	21.2676	23.7275	25.5225	27.1348	28.4229	29.6338	30.7852	31.4854	32.2764	33.0537
244000	486.406	86.4929	0.637328	0	6.09277	11.1377	15.4062	18.7812	21.2666	23.7266	25.5225	27.1348	28.4229	29.6318	30.7852	31.4844	32.2744	33.0537
244500	434.6	102.531	0.7133	0	6.0918	11.1377	15.4043	18.7793	21.2666	23.7256	25.5205	27.1348	28.4219	29.6318	30.7852	31.4834	32.2744	33.0537
245000	346.953	119.128	0.893492	0	6.08984	11.1357	15.4043	18.7783	21.2666	23.7236	25.5205	27.1338	28.4199	29.6318	30.7852	31.4834	32.2744	33.0537
245500	763.195	101.111	0.406187	0	6.08984	11.1357	15.4043	18.7764	21.2646	23.7227	25.5195	27.1328	28.4189	29.6318	30.7852	31.4834	32.2734	33.0527
246000	1197.49	68.6212	0.258874	0	6.08984	11.1357	15.4033	18.7744	21.2646	23.7227	25.5195	27.1318	28.417	29.6318	30.7842	31.4824	32.2725	33.0518
246500	854.171	91.2842	0.362925	0	6.09082	11.1367	15.4023	18.7734	21.2656	23.7227	25.5205	27.1328	28.417	29.6318	30.7852	31.4834	32.2734	33.0508
247000	310	167.666	1	0	6.08984	11.1377	15.4023	18.7734	21.2666	23.7227	25.5215	27.1309	28.418	29.6328	30.7861	31.4844	32.2734	33.0518
247500	544.387	96.0243	0.569448	0	6.0918	11.1387	15.4033	18.7754	21.2676	23.7236	25.5225	27.1328	28.4199	29.6328	30.7881	31.4863	32.2754	33.0527
248000	486.406	124.641	0.637328	0	6.09082	11.1367	15.4014	18.7734	21.2666	23.7227	25.5215	27.1328	28.4199	29.6328	30.7881	31.4863	32.2754	33.0527
248500	955.992	76.3242	0.324271	0	6.09082	11.1357	15.3994	18.7725	21.2666	23.7197	25.5215	27.1328	28.4199	29.6318	30.7871	31.4863	32.2754	33.0518
249000	763.195	59.3668	0.406187	0	6.09082	11.1357	15.3984	18.7715	21.2666	23.7188	25.5215	27.1309	28.4189	29.6309	30.7861	31.4844	32.2754	33.0518
249500	1500	63.7436	0.206667	0	6.08984	11.1357	15.3975	18.7715	21.2666	23.7178	25.5205	27.1309	28.418	29.6299	30.7842	31.4844	32.2744	33.0508
250000	346.953	163.844	0.893492	0	6.08887	11.1367	15.3975	18.7715	21.2666	23.7178	25.5215	27.1318	28.418	29.6309	30.7852	31.4844	32.2744	33.0518
250500	1500	86.8038	0.206667	0	6.08887	11.1377	15.3984	18.7734	21.2686	23.7197	25.5234	27.1338	28.4189	29.6328	30.7871	31.4863	32.2754	33.0518
251000	763.195	82.1057	0.406187	0	6.08691	11.1367	15.3984	18.7715	21.2686	23.7197	25.5234	27.1318	28.4189	29.6309	30.7871	31.4863	32.2754	33.0508
251500	763.195	76.5762	0.406187	0	6.08594	11.1357	15.3984	18.7715	21.2676	23.7197	25.5234	27.1279	28.418	29.6309	30.7861	31.4863	32.2754	33.0498
252000	609.28	95.6386	0.508797	0	6.08594	11.1357	15.3984	18.7715	21.2676	23.7188	25.5225	27.127	28.417	29.6289	30.7852	31.4854	32.2754	33.0479
252500	310	171.04	1	0	6.08691	11.1357	15.3984	18.7715	21.2686	23.7197	25.5225	27.127	28.418	29.6299	30.7842	31.4844	32.2764	33.0488
253000	955.992	61.7298	0.324271	0	6.08984	11.1367	15.4014	18.7734	21.2705	23.7227	25.5254	27.1299	28.4209	29.6318	30.7871	31.4863	32.2793	33.0508
253500	1500	83.6947	0.206667	0	6.0918	11.1387	15.4014	18.7734	21.2725	23.7236	25.5273	27.1309	28.4229	29.6338	30.7891	31.4883	32.2812	33.0508
254000	1340.24	84.6555	0.231302	0	6.08984	11.1357	15.4014	18.7715	21.2725	23.7236	25.5254	27.1309	28.4229	29.6338	30.7891	31.4883	32.2803	33.0508
254500	681.909	92.2263	0.454606	0	6.08984	11.1338	15.4004	18.7715	21.2715	23.7236	25.5234	27.1309	28.4209	29.6328	30.7891	31.4883	32.2803	33.0498
255000	434.6	122.376	0.7133	0	6.08984	11.1338	15.3994	18.7715	21.2715	23.7217	25.5234	27.1289	28.4199	29.6318	30.7891	31.4873	32.2783	33.0498
255500	681.909	88.1284	0.454606	0	6.08984	11.1338	15.3994	18.7705	21.2705	23.7217	25.5225	27.1289	28.4189	29.6309	30.7881	31.4863	32.2764	33.0488
256000	1069.95	61.8342	0.289733	0	6.08984	11.1328	15.3984	18.7705	21.2705	23.7207	25.5215	27.1289	28.418	29.6309	30.7861	31.4854	32.2744	33.0488
256500	1340.24	84.6102	0.231302	0	6.08789	11.1338	15.3984	18.7715	21.2715	23.7207	25.5225	27.1299	28.4189	29.6318	30.7871	31.4863	32.2734	33.0479
257000	1069.95	92.476	0.289733	0	6.08887	11.1338	15.3984	18.7715	21.2725	23.7217	25.5225	27.1299	28.4189	29.6328	30.7861	31.4873	32.2734	33.0488
257500	486.406	95.7301	0.637328	0	6.08887	11.1318	15.3955	18.7705	21.2725	23.7217	25.5225	27.1299	28.417	29.6318	30.7861	31.4873	32.2725	33.0488
258000	1500	67.5641	0.206667	0	6.08789	11.1318	15.3955	18.7705	21.2715	23.7197	25.5195	27.1299	28.416	29.6309	30.7861	31.4873	32.2725	33.0479
258500	486.406	102.628	0.637328	0	6.08594	11.1309	15.3955	18.7686	21.2715	23.7188	25.5195	27.1299	28.416	29.6299	30.7861	31.4863	32.2715	33.0469
259000	955.992	79.5873	0.324271	0	6.08789	11.1318	15.3975	18.7695	21.2734	23.7207	25.5215	27.1309	28.418	29.6289	30.7881	31.4883	32.2725	33.0479
259500	681.909	83.6846	0.454606	0	6.08789	11.1318	15.3975	18.7695	21.2725	23.7197	25.5195	27.1299	28.417	29.6279	30.7861	31.4883	32.2725	33.0469
260000	1069.95	49.8952	0.289733	0	6.08789	11.1318	15.3965	18.7695	21.2725	23.7188	25.5186	27.1299	28.4141	29.6279	30.7852	31.4863	32.2725	33.0459
260500	1069.95	75.6992	0.289733	0	6.08789	11.1318	15.3965	18.7695	21.2725	23.7168	25.5186	27.1299	28.4131	29.627	30.7832	31.4854	32.2705	33.0449
261000	1069.95	85.2918	0.289733	0	6.08789	11.1318	15.3965	18.7686	21.2715	23.7168	25.5176	27.1299	28.4131	29.625	30.7803	31.4854	32.2695	33.0439
261500	1500	60.7269	0.206667	0	6.08789	11.1318	15.3965	18.7676	21.2715	23.7168	25.5176	27.1279	28.4121	29.624	30.7793	31.4834	32.2695	33.042
262000	955.992	72.6908	0.324271	0	6.08789	11.1318	15.3965	18.7666	21.2715	23.7158	25.5176	27.1279	28.4121	29.6221	30.7764	31.4824	32.2686	33.041
262500	609.28	75.6677	0.508797	0	6.08789	11.1318	15.3965	18.7646	21.2705	23.7148	25.5166	27.1279	28.4111	29.6221	30.7754	31.4805	32.2676	33.041
263000	681.909	101.323	0.454606	0	6.08691	11.1318	15.3965	18.7646	21.2705	23.7129	25.5137	27.1279	28.4111	29.6201	30.7744	31.4805	32.2666	33.041
263500	955.992	74.2219	0.324271	0	6.08691	11.1318	15.3965	18.7646	21.2695	23.7119	25.5137	27.127	28.4102	29.6172	30.7725	31.4805	32.2656	33.041
264000	1197.49	62.2607	0.258874	0	6.08691	11.1318	15.3965	18.7637	21.2695	23.71	25.5137	27.127	28.4082	29.6172	30.7705	31.4775	32.2656	33.041
264500	609.28	75.5776	0.508797	0	6.08691	11.1318	15.3965	18.7627	21.2686	23.709	25.5127	27.127	28.4082	29.6143	30.7705	31.4766	32.2656	33.0391
265000	1500	66.5556	0.206667	0	6.08691	11.1318	15.3965	18.7617	21.2686	23.709	25.5117	27.126	28.4062	29.6133	30.7705	31.4756	32.2656	33.0361
265500	955.992	80.411	0.324271	0	6.08691	11.1318	15.3965	18.7617	21.2686	23.709	25.5107	27.126	28.4062	29.6113	30.7656	31.4746	32.2656	33.0352
266000	1500	62.5664	0.206667	0	6.08691	11.1318	15.3965	18.7617	21.2686	23.709	25.5107	27.126	28.4043	29.6104	30.7627	31.4746	32.2637	33.0332
266500	1500	72.2656	0.206667	0	6.08691	11.1318	15.3965	18.7607	21.2686	23.709	25.5107	27.123	28.4033	29.6094	30.7627	31.4746	32.2617	33.0312
267000	854.171	80.6267	0.362925	0	6.08691	11.1318	15.396	18.7607	21.2676	23.709	25.5093	27.1226	28.4028	29.6094	30.7627	31.4741	32.2617	33.0303
267500	955.992	63.79	0.324271	0	6.08691	11.1318	15.395	18.7603	21.2676	23.709	25.5093	27.1221	28.4028	29.6084	30.7622	31.4727	32.2617	33.0303
268000	1197.49	63.2497	0.258874	0	6.08691	11.1318	15.395	18.7603	21.2671	23.7085	25.5093	27.1211	28.4019	29.6084	30.7617	31.4722	32.2617	33.0293
268500	609.28	86.6082	0.508797	0	6.08643	11.1318	15.3945	18.7598	21.2671	23.708	25.5093	27.1201	28.4019	29.6079	30.7612	31.4722	32.2612	33.0288
269000	609.28	103.234	0.508797	0	6.08643	11.1318	15.3945	18.7598	21.2661	23.7075	25.5088	27.1196	28.4014	29.6079	30.7607	31.4712	32.2607	33.0288
269500	388.311	104.347	0.798328	0	6.08691	11.1313	15.395	18.7603	21.2666	23.7075	25.5093	27.1196	28.4019	29.6079	30.7607	31.4712	32.2612	33.0283
270000	763.195	70.7615	0.406187	0	6.08691	11.1313	15.395	18.7598	21.2666	23.707	25.5093	27.1187	28.4014	29.6069	30.7607	31.4702	32.2612	33.0278
270500	763.195	62.983	0.406187	0	6.08691	11.1313	15.395	18.7593	21.2666	23.7061	25.5093	27.1177	28.4009	29.6069	30.7593	31.4697	32.2612	33.0278
271000	955.992	70.1661	0.324271	0	6.08691	11.1313	15.3945	18.7593	21.2666	23.7061	25.5093	27.1172	28.4009	29.6064	30.7583	31.4688	32.2607	33.0269
271500	1500	63.0416	0.206667	0	6.08691	11.1313	15.3945	18.7588	21.2666	23.7061	25.5088	27.1172	28.4004	29.6064	30.7578	31.4688	32.2598	33.0249
272000	763.195	65.7792	0.406187	0	6.08691	11.1313	15.394	18.7583	21.2661	23.7061	25.5088	27.1167	28.3999	29.6064	30.7563	31.4683	32.2593	33.0249
272500	763.195	81.8967	0.406187	0	6.08691	11.1309	15.394	18.7583	21.2656	23.7061	25.5088	27.1157	28.3999	29.6055	30.7554	31.4678	32.2593	33.0244
273000	486.406	91.4777	0.637328	0	6.08643	11.1309	15.3936	18.7573	21.2656	23.7056	25.5083	27.1157	28.3999	29.6055	30.7554	31.4678	32.2573	33.0244
273500	388.311	127.886	0.798328	0	6.08643	11.1309	15.394	18.7573	21.2656	23.7061	25.5083	27.1162	28.4004	29.606	30.7554	31.4678	32.2573	33.0244
274000	388.311	146.207	0.798328	0	6.08643	11.1299	15.394	18.7573	21.2651	23.7061	25.5073	27.1157	28.3999	29.6055	30.7549	31.4678	32.2573	33.0239
274500	609.28	117.977	0.508797	0	6.08643	11.1299	15.3945	18.7578	21.2651	23.7061	25.5073	27.1162	28.3999	29.606	30.7554	31.4678	32.2573	33.0239
275000	609.28	63.8525	0.508797	0	6.08643	11.1299	15.394	18.7578	21.2651	23.7056	25.5063	27.1162	28.3994	29.606	30.7549	31.4658	32.2573	33.0239
275500	763.195	59.4484	0.406187	0	6.08643	11.1299	15.394	18.7578	21.2646	23.7041	25.5063	27.1157	28.3989	29.6055	30.7544	31.4658	32.2568	33.0234
276000	854.171	78.0278	0.362925	0	6.08594	11.1299	15.3936	18.7578	21.2637	23.7041	25.5063	27.1157	28.3975	29.6055	30.7539	31.4653	32.2563	33.0234
