"Steps"	"Temperature (K)"	"PotentialEnergy"	"Scaling"	"310K Weight"	"352.325K Weight"	"400.43K Weight"	"455.102K Weight"	"517.238K Weight"	"587.859K Weight"	"668.121K Weight"	"759.342K Weight"	"863.017K Weight"	"980.848K Weight"	"1114.77K Weight"	"1266.97K Weight"	"1439.95K Weight"	"1636.56K Weight"	"1860K Weight"
163000	587.859	62.3148	0.527338	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
163500	310	43.6327	1	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
164000	1636.56	51.7713	0.189422	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
164500	1266.97	95.7159	0.244678	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
165000	587.859	61.706	0.527338	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
165500	1860	93.3364	0.166667	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
166000	1860	138.433	0.166667	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
166500	1114.77	78.0629	0.278085	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
167000	455.102	65.3881	0.681167	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
167500	759.342	55.4343	0.408248	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
168000	310	57.4394	1	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
168500	310	43.1449	1	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
169000	587.859	57.6813	0.527338	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
169500	400.43	49.3581	0.774169	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
170000	1266.97	66.5412	0.244678	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
170500	668.121	53.6867	0.463988	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
171000	668.121	48.8667	0.463988	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
171500	863.017	71.8919	0.359205	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
172000	517.238	48.8682	0.599337	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
172500	1860	76.0526	0.166667	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
173000	1266.97	132.536	0.244678	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
173500	1636.56	124.676	0.189422	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
174000	517.238	52.6171	0.599337	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
174500	587.859	56.9352	0.527338	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
175000	1860	74.5218	0.166667	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
175500	1439.95	87.5736	0.215285	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
176000	400.43	54.735	0.774169	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
176500	759.342	61.3045	0.408248	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
177000	1114.77	87.936	0.278085	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
177500	1266.97	98.6198	0.244678	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
178000	1636.56	147.154	0.189422	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
178500	1439.95	88.9968	0.215285	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
179000	455.102	71.1907	0.681167	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
179500	668.121	68.2227	0.463988	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
180000	759.342	46.6631	0.408248	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
180500	587.859	49.6548	0.527338	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
181000	668.121	72.3558	0.463988	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
181500	455.102	47.2496	0.681167	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
182000	980.848	64.9596	0.316053	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
182500	455.102	72.2875	0.681167	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
183000	668.121	74.972	0.463988	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
183500	310	46.2332	1	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
184000	455.102	51.6235	0.681167	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
184500	980.848	87.7821	0.316053	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
185000	980.848	72.5981	0.316053	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
185500	1266.97	94.5027	0.244678	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
186000	1114.77	66.6485	0.278085	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
186500	517.238	52.1091	0.599337	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
187000	587.859	73.8378	0.527338	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
187500	400.43	52.3565	0.774169	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
188000	587.859	69.3657	0.527338	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
188500	1114.77	87.5283	0.278085	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
189000	587.859	73.133	0.527338	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
189500	759.342	53.2213	0.408248	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
190000	1636.56	64.3076	0.189422	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
190500	587.859	71.301	0.527338	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
191000	980.848	67.011	0.316053	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
191500	352.325	56.6897	0.879868	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
192000	980.848	64.066	0.316053	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
192500	352.325	52.7923	0.879868	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
193000	352.325	55.7184	0.879868	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
193500	310	49.1025	1	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
194000	400.43	50.7962	0.774169	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
194500	310	47.5077	1	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
195000	400.43	41.3378	0.774169	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
195500	1266.97	70.6916	0.244678	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
196000	1439.95	95.3444	0.215285	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
196500	863.017	107.97	0.359205	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
197000	1114.77	57.7821	0.278085	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
197500	980.848	79.1023	0.316053	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
198000	1266.97	126.734	0.244678	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
198500	1266.97	64.7393	0.244678	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
199000	1439.95	102.337	0.215285	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
199500	1439.95	115.907	0.215285	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
200000	980.848	63.4595	0.316053	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
200500	863.017	55.5929	0.359205	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
201000	1860	116.389	0.166667	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
201500	668.121	45.5436	0.463988	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
202000	517.238	70.1112	0.599337	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
202500	455.102	48.1463	0.681167	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
203000	759.342	70.6719	0.408248	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
203500	863.017	68.0098	0.359205	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
204000	1114.77	109.035	0.278085	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
204500	759.342	78.2216	0.408248	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
205000	1860	73.7879	0.166667	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
205500	668.121	61.9798	0.463988	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
206000	980.848	86.8925	0.316053	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
206500	1636.56	85.8671	0.189422	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
207000	1114.77	77.2577	0.278085	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
207500	352.325	45.2422	0.879868	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
208000	668.121	56.0637	0.463988	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
208500	517.238	59.0184	0.599337	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
209000	400.43	45.2155	0.774169	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
209500	980.848	110.829	0.316053	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
210000	400.43	54.5676	0.774169	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
210500	517.238	64.6377	0.599337	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
211000	455.102	62.9067	0.681167	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
211500	587.859	51.092	0.527338	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
212000	310	56.6272	1	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
212500	863.017	85.5374	0.359205	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
213000	310	41.9528	1	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
213500	587.859	55.306	0.527338	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
214000	310	54.8867	1	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
214500	1114.77	85.0865	0.278085	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
215000	400.43	50.2039	0.774169	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
215500	455.102	52.4461	0.681167	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
216000	400.43	39.0329	0.774169	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
216500	759.342	82.953	0.408248	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
217000	587.859	62.6392	0.527338	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
217500	863.017	61.4568	0.359205	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
218000	863.017	53.1997	0.359205	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
218500	759.342	82.3124	0.408248	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
219000	1636.56	73.2431	0.189422	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
219500	517.238	64.8079	0.599337	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
220000	455.102	44.09	0.681167	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
220500	310	41.7332	1	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
221000	517.238	63.6639	0.599337	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
221500	1266.97	68.0104	0.244678	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
222000	587.859	53.8272	0.527338	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
222500	352.325	39.7789	0.879868	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
223000	1266.97	63.4828	0.244678	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
223500	310	48.5359	1	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
224000	1636.56	88.7634	0.189422	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
224500	1860	116.555	0.166667	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
225000	980.848	92.0224	0.316053	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
225500	863.017	78.7128	0.359205	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
226000	1439.95	162.491	0.215285	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
226500	1266.97	89.4628	0.244678	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
227000	1439.95	76.1521	0.215285	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
227500	1636.56	107.66	0.189422	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
228000	1114.77	95.2796	0.278085	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
228500	455.102	66.3832	0.681167	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
229000	400.43	52.3591	0.774169	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
229500	352.325	52.4351	0.879868	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
230000	400.43	52.1776	0.774169	0	-2.36046	-4.46965	-6.44627	-8.29493	-9.81814	-11.3593	-12.8957	-14.12	-15.4404	-16.5812	-17.7529	-18.7836	-19.9559	-20.8457
