#"Steps"	"Temperature (K)"	"310K Weight"	"330.194K Weight"	"351.703K Weight"	"374.613K Weight"	"399.016K Weight"	"425.008K Weight"	"452.694K Weight"	"482.183K Weight"	"513.592K Weight"	"547.048K Weight"	"582.684K Weight"	"620.64K Weight"	"661.069K Weight"	"704.132K Weight"	"750K Weight"
28500	310	122.608	0	2.31152	4.37207	6.05762	7.47266	9.17432	10.2974	11.4604	12.3223	13.4204	14.3647	14.8833	15.9106	16.5146	17.2275
29000	482.183	68.5016	0	2.31006	4.37451	6.05957	7.4751	9.17676	10.2969	11.4639	12.3252	13.4233	14.3691	14.8882	15.9116	16.5171	17.23
29500	310	116.905	0	2.30859	4.37646	6.05859	7.47607	9.17969	10.2954	11.4629	12.3281	13.4233	14.3711	14.8926	15.9136	16.5186	17.2334
30000	704.132	75.2887	0	2.3103	4.37744	6.06152	7.47607	9.18237	10.2959	11.4653	12.3306	13.4268	14.374	14.8923	15.9177	16.521	17.2341
30500	425.008	73.7722	0	2.30957	4.37695	6.06128	7.47559	9.18042	10.2949	11.4641	12.3286	13.4258	14.3716	14.8911	15.9158	16.52	17.2327
31000	351.703	107.704	0	2.30762	4.37476	6.06177	7.47534	9.17993	10.2939	11.4634	12.3289	13.4255	14.3701	14.8906	15.9155	16.519	17.2322
31500	547.048	54.7707	0	2.30859	4.3772	6.06396	7.47827	9.1814	10.2969	11.4673	12.332	13.4287	14.3726	14.8936	15.9192	16.5222	17.2346
32000	351.703	60.925	0	2.30957	4.37793	6.06372	7.47949	9.18213	10.2991	11.469	12.334	13.4299	14.375	14.8958	15.9204	16.5239	17.2361
32500	513.592	57.9865	0	2.30823	4.37695	6.06396	7.47852	9.1803	10.2991	11.4689	12.3334	13.4292	14.3749	14.8949	15.92	16.5231	17.2351
33000	750	55.8347	0	2.30835	4.37732	6.06409	7.47876	9.18018	10.2987	11.469	12.3333	13.4288	14.3748	14.8949	15.9193	16.5215	17.2345
33500	661.069	53.4423	0	2.30774	4.37695	6.06348	7.47864	9.17957	10.2987	11.4684	12.3331	13.4282	14.3748	14.8949	15.9187	16.5214	17.234
34000	310	69.0909	0	2.30798	4.37659	6.0636	7.47839	9.1792	10.2981	11.4678	12.3328	13.4277	14.3738	14.8938	15.9187	16.5203	17.2332
34500	661.069	61.2116	0	2.30835	4.3772	6.0636	7.47839	9.17896	10.2981	11.4672	12.3333	13.4276	14.3739	14.8942	15.9182	16.5203	17.2333
35000	582.684	72.1522	0	2.30835	4.37695	6.06366	7.47821	9.17841	10.2976	11.4672	12.3334	13.4273	14.3734	14.8943	15.9182	16.52	17.2326
35500	351.703	69.4938	0	2.30829	4.37677	6.06348	7.47797	9.17822	10.2971	11.4666	12.3334	13.4269	14.373	14.8939	15.9174	16.5195	17.2319
36000	310	122.526	0	2.30835	4.37695	6.0636	7.47839	9.17834	10.2974	11.4667	12.3338	13.427	14.3732	14.894	15.9175	16.5193	17.2319
36500	750	64.0408	0	2.30853	4.3775	6.06427	7.47906	9.17896	10.2982	11.4675	12.3347	13.4278	14.3741	14.895	15.9184	16.52	17.2327
37000	482.183	83.4836	0	2.30884	4.37714	6.0647	7.47955	9.1795	10.2988	11.4678	12.3352	13.4283	14.3748	14.8955	15.9188	16.5206	17.233
37500	704.132	68.6544	0	2.30902	4.37714	6.06488	7.47937	9.17957	10.2991	11.4678	12.3355	13.4285	14.3749	14.8957	15.9193	16.5207	17.2333
38000	513.592	76.1667	0	2.30914	4.37717	6.06476	7.47937	9.17926	10.2989	11.4679	12.3354	13.4286	14.3748	14.8955	15.9192	16.5206	17.2333
38500	310	78.5605	0	2.30936	4.37723	6.06497	7.47964	9.17932	10.299	11.4681	12.3355	13.429	14.375	14.8958	15.9194	16.5208	17.2336
39000	425.008	106.73	0	2.30951	4.37747	6.06525	7.47995	9.17944	10.2993	11.4684	12.3358	13.4292	14.3752	14.8962	15.9196	16.5211	17.2338
39500	425.008	76.8833	0	2.30957	4.37775	6.0654	7.48022	9.17963	10.2997	11.4687	12.3362	13.4294	14.3754	14.8965	15.92	16.5214	17.2342
40000	351.703	89.099	0	2.30984	4.3782	6.06595	7.48077	9.17993	10.3003	11.4692	12.3367	13.4301	14.376	14.8971	15.9206	16.522	17.2348
40500	452.694	64.7874	0	2.30977	4.37802	6.06599	7.48076	9.17986	10.3001	11.4691	12.3364	13.4299	14.376	14.897	15.9205	16.522	17.2348
41000	547.048	71.3347	0	2.30978	4.37793	6.06598	7.4807	9.17972	10.3001	11.4691	12.3364	13.4298	14.3759	14.897	15.9203	16.5219	17.2347
41500	482.183	52.5454	0	2.30983	4.3779	6.06589	7.48068	9.17964	10.3	11.469	12.3364	13.4297	14.3759	14.897	15.9203	16.5219	17.2347
42000	704.132	72.0372	0	2.30988	4.37796	6.06593	7.48076	9.17964	10.3	11.469	12.3365	13.4298	14.3759	14.8971	15.9204	16.5218	17.2347
42500	425.008	71.2808	0	2.31006	4.37807	6.0661	7.48105	9.17992	10.3002	11.4693	12.3367	13.4301	14.3762	14.8974	15.9207	16.5221	17.2349
43000	399.016	90.3098	0	2.31001	4.37802	6.06609	7.48096	9.17987	10.3002	11.4693	12.3367	13.43	14.3762	14.8975	15.9206	16.5221	17.2349
43500	750	49.2262	0	2.31001	4.37805	6.06601	7.48091	9.17983	10.3002	11.4692	12.3366	13.43	14.3761	14.8974	15.9206	16.522	17.2349
44000	452.694	67.6846	0	2.31001	4.37805	6.06601	7.48088	9.17982	10.3001	11.4691	12.3366	13.43	14.376	14.8974	15.9204	16.5219	17.2348
44500	425.008	59.1053	0	2.31001	4.37804	6.06599	7.48085	9.17978	10.3	11.4691	12.3365	13.4299	14.376	14.8973	15.9204	16.5218	17.2347
45000	330.194	72.5588	0	2.31	4.37801	6.06596	7.48082	9.17974	10.3	11.469	12.3365	13.4298	14.3759	14.8972	15.9202	16.5217	17.2346
45500	704.132	58.4413	0	2.30997	4.37801	6.06596	7.48081	9.17969	10.3	11.469	12.3365	13.4298	14.3758	14.8972	15.9202	16.5217	17.2345
46000	582.684	61.5385	0	2.31006	4.37811	6.06606	7.48097	9.17982	10.3002	11.4692	12.3367	13.43	14.376	14.8973	15.9204	16.5219	17.2346
46500	704.132	48.8017	0	2.31006	4.37811	6.06606	7.48096	9.17982	10.3002	11.4692	12.3367	13.43	14.376	14.8973	15.9204	16.5218	17.2347
47000	399.016	70.0136	0	2.31006	4.3781	6.06604	7.48094	9.17979	10.3001	11.4692	12.3366	13.43	14.3759	14.8973	15.9204	16.5218	17.2346
47500	547.048	81.4188	0	2.31005	4.3781	6.06602	7.48093	9.17977	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
48000	750	71.7961	0	2.31004	4.37808	6.06601	7.4809	9.17975	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
48500	704.132	72.462	0	2.31007	4.37812	6.06603	7.48094	9.17976	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
49000	374.613	74.8072	0	2.31007	4.37811	6.06604	7.48094	9.17977	10.3001	11.4691	12.3366	13.43	14.3759	14.8974	15.9203	16.5218	17.2346
49500	661.069	67.143	0	2.31006	4.37811	6.06603	7.48094	9.17976	10.3001	11.4691	12.3366	13.43	14.3759	14.8973	15.9203	16.5218	17.2346
50000	452.694	58.9191	0	2.31006	4.3781	6.06602	7.48094	9.17975	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
50500	513.592	63.6556	0	2.31005	4.37808	6.06601	7.48092	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
51000	399.016	84.5168	0	2.31005	4.37808	6.06602	7.48093	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
51500	452.694	83.005	0	2.31005	4.37807	6.06601	7.48092	9.17973	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
52000	425.008	88.1051	0	2.31005	4.37807	6.06602	7.48093	9.17973	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
52500	704.132	55.2582	0	2.31005	4.37807	6.06601	7.48093	9.17973	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
53000	513.592	60.1147	0	2.31005	4.37807	6.06601	7.48092	9.17972	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
53500	374.613	57.6729	0	2.31005	4.37807	6.066	7.48092	9.17972	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
54000	310	92.3666	0	2.31005	4.37807	6.06601	7.48093	9.17973	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
54500	704.132	60.1404	0	2.31005	4.37807	6.06601	7.48093	9.17973	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
55000	351.703	86.5201	0	2.31005	4.37807	6.06601	7.48093	9.17973	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
55500	661.069	60.1596	0	2.31005	4.37808	6.06602	7.48094	9.17975	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
56000	482.183	74.2641	0	2.31005	4.37808	6.06602	7.48094	9.17975	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
56500	661.069	67.9221	0	2.31005	4.37808	6.06602	7.48094	9.17975	10.3001	11.4691	12.3366	13.4299	14.3759	14.8974	15.9203	16.5218	17.2346
57000	582.684	59.1378	0	2.31005	4.37808	6.06602	7.48094	9.17975	10.3001	11.4691	12.3366	13.4299	14.3759	14.8974	15.9203	16.5218	17.2346
57500	661.069	83.2278	0	2.31005	4.37808	6.06602	7.48094	9.17975	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
58000	661.069	59.6877	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
58500	330.194	84.6904	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
59000	374.613	88.919	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
59500	547.048	89.1173	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
60000	310	121.445	0	2.31005	4.37808	6.06602	7.48094	9.17975	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
60500	547.048	58.7792	0	2.31006	4.37808	6.06602	7.48094	9.17975	10.3001	11.4691	12.3366	13.4299	14.3759	14.8974	15.9203	16.5218	17.2346
61000	452.694	65.4096	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8974	15.9203	16.5218	17.2346
61500	513.592	75.4164	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
62000	425.008	72.9171	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8974	15.9203	16.5218	17.2346
62500	399.016	91.5779	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8974	15.9203	16.5218	17.2346
63000	582.684	56.6473	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8974	15.9203	16.5218	17.2346
63500	750	77.305	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
64000	704.132	54.4995	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
64500	452.694	68.4972	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
65000	425.008	85.3317	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
65500	351.703	76.1662	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
66000	661.069	56.0261	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
66500	374.613	68.0062	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
67000	452.694	93.6205	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
67500	547.048	65.3423	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
68000	661.069	47.8371	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
68500	661.069	55.081	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
69000	661.069	64.1949	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
69500	330.194	99.458	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
70000	547.048	59.411	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
70500	661.069	55.6096	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
71000	482.183	64.6664	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
71500	582.684	57.3762	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
72000	704.132	56.275	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
72500	351.703	134.135	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
73000	374.613	86.6529	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
73500	399.016	64.6992	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
74000	399.016	99.6087	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
74500	547.048	43.7227	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
75000	582.684	84.5717	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
75500	547.048	52.1568	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
76000	582.684	56.1065	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
76500	513.592	89.1399	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
77000	661.069	76.7222	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
77500	750	72.9092	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
78000	661.069	61.3567	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
78500	582.684	51.8812	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
79000	547.048	78.1788	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
79500	620.64	69.1238	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
80000	351.703	75.8573	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
80500	310	76.942	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
81000	482.183	44.8882	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
81500	704.132	70.9222	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
82000	582.684	49.1222	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
82500	351.703	116.308	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
83000	351.703	57.7658	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
83500	661.069	69.5206	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
84000	620.64	64.0648	0	2.31005	4.37808	6.06602	7.48094	9.17974	10.3001	11.4691	12.3366	13.4299	14.3759	14.8973	15.9203	16.5218	17.2346
