"Steps"	"Temperature (K)"	"PotentialEnergy"	"Scaling"	"310K Weight"	"347.828K Weight"	"390.272K Weight"	"437.895K Weight"	"491.33K Weight"	"551.284K Weight"	"618.555K Weight"	"694.035K Weight"	"778.725K Weight"	"873.75K Weight"	"980.37K Weight"	"1100K Weight"
176800	437.895	84.4903	0.707932	0	4.85742	8.80273	11.9238	14.1484	16.3887	18.1484	19.5898	20.7324	22.0039	22.8848	23.6895
176850	491.33	82.1589	0.630941	0	4.85742	8.80273	11.9238	14.1465	16.3887	18.1484	19.5898	20.7324	22.0039	22.8848	23.6895
176900	491.33	72.9913	0.630941	0	4.85742	8.80273	11.9238	14.1445	16.3887	18.1484	19.5898	20.7324	22.0039	22.8848	23.6895
176950	310	89.7551	1	0	4.85938	8.80469	11.9258	14.1465	16.3906	18.1504	19.5918	20.7344	22.0059	22.8867	23.6914
177000	694.035	78.3237	0.446663	0	4.85938	8.80469	11.9258	14.1465	16.3906	18.1504	19.5898	20.7344	22.0059	22.8867	23.6914
177050	778.725	73.9077	0.398087	0	4.85938	8.80469	11.9258	14.1465	16.3906	18.1504	19.5898	20.7324	22.0059	22.8867	23.6914
177100	491.33	85.8101	0.630941	0	4.85938	8.80469	11.9258	14.1445	16.3906	18.1504	19.5898	20.7324	22.0059	22.8867	23.6914
177150	618.555	73.3231	0.501168	0	4.85938	8.80469	11.9258	14.1445	16.3906	18.1484	19.5898	20.7324	22.0059	22.8867	23.6914
177200	310	103.719	1	0	4.86133	8.80664	11.9277	14.1465	16.3926	18.1504	19.5918	20.7344	22.0078	22.8887	23.6934
177250	551.284	77.5851	0.562323	0	4.86133	8.80664	11.9277	14.1465	16.3906	18.1504	19.5918	20.7344	22.0078	22.8887	23.6934
177300	778.725	72.4605	0.398087	0	4.86133	8.80664	11.9277	14.1465	16.3906	18.1504	19.5918	20.7324	22.0078	22.8887	23.6934
177350	980.37	78.8055	0.316207	0	4.86133	8.80664	11.9277	14.1465	16.3906	18.1504	19.5918	20.7324	22.0078	22.8867	23.6934
177400	437.895	98.8474	0.707932	0	4.86133	8.80664	11.9258	14.1465	16.3906	18.1504	19.5918	20.7324	22.0078	22.8867	23.6934
177450	551.284	74.1697	0.562323	0	4.86133	8.80664	11.9258	14.1465	16.3887	18.1504	19.5918	20.7324	22.0078	22.8867	23.6934
177500	873.75	66.337	0.354793	0	4.86133	8.80664	11.9258	14.1465	16.3887	18.1504	19.5918	20.7324	22.0059	22.8867	23.6934
177550	310	114.687	1	0	4.86328	8.80859	11.9277	14.1484	16.3906	18.1523	19.5938	20.7344	22.0078	22.8887	23.6953
177600	347.828	86.3499	0.891245	0	4.86133	8.80859	11.9277	14.1484	16.3906	18.1523	19.5938	20.7344	22.0078	22.8887	23.6953
177650	437.895	81.9842	0.707932	0	4.86133	8.80859	11.9258	14.1484	16.3906	18.1523	19.5938	20.7344	22.0078	22.8887	23.6953
177700	390.272	77.9757	0.794318	0	4.86133	8.80664	11.9258	14.1484	16.3906	18.1523	19.5938	20.7344	22.0078	22.8887	23.6953
177750	551.284	84.861	0.562323	0	4.86133	8.80664	11.9258	14.1484	16.3887	18.1523	19.5938	20.7344	22.0078	22.8887	23.6953
177800	310	74.3459	1	0	4.86328	8.80859	11.9277	14.1504	16.3906	18.1543	19.5957	20.7363	22.0098	22.8906	23.6973
177850	551.284	78.6753	0.562323	0	4.86328	8.80859	11.9277	14.1504	16.3887	18.1543	19.5957	20.7363	22.0098	22.8906	23.6973
177900	873.75	81.4422	0.354793	0	4.86328	8.80859	11.9277	14.1504	16.3887	18.1543	19.5957	20.7363	22.0078	22.8906	23.6973
177950	390.272	91.4573	0.794318	0	4.86328	8.80664	11.9277	14.1504	16.3887	18.1543	19.5957	20.7363	22.0078	22.8906	23.6973
178000	491.33	84.2941	0.630941	0	4.86328	8.80664	11.9277	14.1484	16.3887	18.1543	19.5957	20.7363	22.0078	22.8906	23.6973
178050	347.828	82.638	0.891245	0	4.86133	8.80664	11.9277	14.1484	16.3887	18.1543	19.5957	20.7363	22.0078	22.8906	23.6973
178100	694.035	81.6816	0.446663	0	4.86133	8.80664	11.9277	14.1484	16.3887	18.1543	19.5938	20.7363	22.0078	22.8906	23.6973
178150	390.272	80.0093	0.794318	0	4.86133	8.80469	11.9277	14.1484	16.3887	18.1543	19.5938	20.7363	22.0078	22.8906	23.6973
178200	437.895	86.2177	0.707932	0	4.86133	8.80469	11.9258	14.1484	16.3887	18.1543	19.5938	20.7363	22.0078	22.8906	23.6973
178250	491.33	84.1333	0.630941	0	4.86133	8.80469	11.9258	14.1465	16.3887	18.1543	19.5938	20.7363	22.0078	22.8906	23.6973
178300	873.75	75.7533	0.354793	0	4.86133	8.80469	11.9258	14.1465	16.3887	18.1543	19.5938	20.7363	22.0059	22.8906	23.6973
178350	873.75	90.0341	0.354793	0	4.86133	8.80469	11.9258	14.1465	16.3887	18.1543	19.5938	20.7363	22.0039	22.8906	23.6973
178400	551.284	75.4924	0.562323	0	4.86133	8.80469	11.9258	14.1465	16.3867	18.1543	19.5938	20.7363	22.0039	22.8906	23.6973
178450	618.555	71.5987	0.501168	0	4.86133	8.80469	11.9258	14.1465	16.3867	18.1523	19.5938	20.7363	22.0039	22.8906	23.6973
178500	618.555	83.1279	0.501168	0	4.86133	8.80469	11.9258	14.1465	16.3867	18.1504	19.5938	20.7363	22.0039	22.8906	23.6973
178550	618.555	79.0033	0.501168	0	4.86133	8.80469	11.9258	14.1465	16.3867	18.1484	19.5938	20.7363	22.0039	22.8906	23.6973
178600	1100	84.9173	0.281818	0	4.86133	8.80469	11.9258	14.1465	16.3867	18.1484	19.5938	20.7363	22.0039	22.8906	23.6953
178650	347.828	105.258	0.891245	0	4.85938	8.80469	11.9258	14.1465	16.3867	18.1484	19.5938	20.7363	22.0039	22.8906	23.6953
178700	390.272	84.0581	0.794318	0	4.85938	8.80273	11.9258	14.1465	16.3867	18.1484	19.5938	20.7363	22.0039	22.8906	23.6953
178750	491.33	79.5637	0.630941	0	4.85938	8.80273	11.9258	14.1445	16.3867	18.1484	19.5938	20.7363	22.0039	22.8906	23.6953
178800	491.33	75.8098	0.630941	0	4.85938	8.80273	11.9258	14.1426	16.3867	18.1484	19.5938	20.7363	22.0039	22.8906	23.6953
178850	873.75	65.5223	0.354793	0	4.85938	8.80273	11.9258	14.1426	16.3867	18.1484	19.5938	20.7363	22.002	22.8906	23.6953
178900	310	135.546	1	0	4.86133	8.80469	11.9277	14.1445	16.3887	18.1504	19.5957	20.7383	22.0039	22.8926	23.6973
178950	980.37	69.2652	0.316207	0	4.86133	8.80469	11.9277	14.1445	16.3887	18.1504	19.5957	20.7383	22.0039	22.8906	23.6973
179000	694.035	107.087	0.446663	0	4.86133	8.80469	11.9277	14.1445	16.3887	18.1504	19.5938	20.7383	22.0039	22.8906	23.6973
179050	491.33	92.3235	0.630941	0	4.86133	8.80469	11.9277	14.1426	16.3887	18.1504	19.5938	20.7383	22.0039	22.8906	23.6973
179100	437.895	63.0804	0.707932	0	4.86133	8.80469	11.9258	14.1426	16.3887	18.1504	19.5938	20.7383	22.0039	22.8906	23.6973
179150	437.895	67.5423	0.707932	0	4.86133	8.80469	11.9238	14.1426	16.3887	18.1504	19.5938	20.7383	22.0039	22.8906	23.6973
179200	980.37	72.3067	0.316207	0	4.86133	8.80469	11.9238	14.1426	16.3887	18.1504	19.5938	20.7383	22.0039	22.8887	23.6973
179250	390.272	114.984	0.794318	0	4.86133	8.80273	11.9238	14.1426	16.3887	18.1504	19.5938	20.7383	22.0039	22.8887	23.6973
179300	437.895	81.291	0.707932	0	4.86133	8.80273	11.9219	14.1426	16.3887	18.1504	19.5938	20.7383	22.0039	22.8887	23.6973
179350	1100	68.0263	0.281818	0	4.86133	8.80273	11.9219	14.1426	16.3887	18.1504	19.5938	20.7383	22.0039	22.8887	23.6953
179400	310	136.627	1	0	4.86328	8.80469	11.9238	14.1445	16.3906	18.1523	19.5957	20.7402	22.0059	22.8906	23.6973
179450	347.828	94.9415	0.891245	0	4.86133	8.80469	11.9238	14.1445	16.3906	18.1523	19.5957	20.7402	22.0059	22.8906	23.6973
179500	980.37	72.7047	0.316207	0	4.86133	8.80469	11.9238	14.1445	16.3906	18.1523	19.5957	20.7402	22.0059	22.8896	23.6973
179550	347.828	137.296	0.891245	0	4.86035	8.80469	11.9238	14.1445	16.3906	18.1523	19.5957	20.7402	22.0059	22.8896	23.6973
179600	873.75	66.3351	0.354793	0	4.86035	8.80469	11.9238	14.1445	16.3906	18.1523	19.5957	20.7402	22.0049	22.8896	23.6973
179650	347.828	103.259	0.891245	0	4.85938	8.80469	11.9238	14.1445	16.3906	18.1523	19.5957	20.7402	22.0049	22.8896	23.6973
179700	390.272	91.3466	0.794318	0	4.85938	8.80371	11.9238	14.1445	16.3906	18.1523	19.5957	20.7402	22.0049	22.8896	23.6973
179750	437.895	66.3803	0.707932	0	4.85938	8.80371	11.9229	14.1445	16.3906	18.1523	19.5957	20.7402	22.0049	22.8896	23.6973
179800	551.284	97.8668	0.562323	0	4.85938	8.80371	11.9229	14.1445	16.3896	18.1523	19.5957	20.7402	22.0049	22.8896	23.6973
179850	778.725	75.3015	0.398087	0	4.85938	8.80371	11.9229	14.1445	16.3896	18.1523	19.5957	20.7393	22.0049	22.8896	23.6973
179900	778.725	57.424	0.398087	0	4.85938	8.80371	11.9229	14.1445	16.3896	18.1523	19.5957	20.7383	22.0049	22.8896	23.6973
179950	694.035	92.4457	0.446663	0	4.85938	8.80371	11.9229	14.1445	16.3896	18.1523	19.5947	20.7383	22.0049	22.8896	23.6973
180000	390.272	87.9304	0.794318	0	4.85938	8.80273	11.9229	14.1445	16.3896	18.1523	19.5947	20.7383	22.0049	22.8896	23.6973
180050	873.75	56.9718	0.354793	0	4.85938	8.80273	11.9229	14.1445	16.3896	18.1523	19.5947	20.7383	22.0039	22.8896	23.6973
180100	618.555	90.3662	0.501168	0	4.85938	8.80273	11.9229	14.1445	16.3896	18.1514	19.5947	20.7383	22.0039	22.8896	23.6973
180150	980.37	54.0708	0.316207	0	4.85938	8.80273	11.9229	14.1445	16.3896	18.1514	19.5947	20.7383	22.0039	22.8887	23.6973
180200	347.828	109.943	0.891245	0	4.8584	8.80273	11.9229	14.1445	16.3896	18.1514	19.5947	20.7383	22.0039	22.8887	23.6973
180250	618.555	60.4887	0.501168	0	4.8584	8.80273	11.9229	14.1445	16.3896	18.1504	19.5947	20.7383	22.0039	22.8887	23.6973
180300	390.272	94.7563	0.794318	0	4.8584	8.80176	11.9229	14.1445	16.3896	18.1504	19.5947	20.7383	22.0039	22.8887	23.6973
180350	980.37	67.1362	0.316207	0	4.8584	8.80176	11.9229	14.1445	16.3896	18.1504	19.5947	20.7383	22.0039	22.8877	23.6973
180400	437.895	106.015	0.707932	0	4.8584	8.80176	11.9219	14.1445	16.3896	18.1504	19.5947	20.7383	22.0039	22.8877	23.6973
180450	618.555	73.7613	0.501168	0	4.8584	8.80176	11.9219	14.1445	16.3896	18.1494	19.5947	20.7383	22.0039	22.8877	23.6973
180500	437.895	101.363	0.707932	0	4.8584	8.80176	11.9209	14.1445	16.3896	18.1494	19.5947	20.7383	22.0039	22.8877	23.6973
180550	618.555	81.0426	0.501168	0	4.8584	8.80176	11.9209	14.1445	16.3896	18.1484	19.5947	20.7383	22.0039	22.8877	23.6973
180600	390.272	88.9	0.794318	0	4.8584	8.80078	11.9209	14.1445	16.3896	18.1484	19.5947	20.7383	22.0039	22.8877	23.6973
180650	437.895	71.4219	0.707932	0	4.8584	8.80078	11.9199	14.1445	16.3896	18.1484	19.5947	20.7383	22.0039	22.8877	23.6973
180700	1100	69.6963	0.281818	0	4.8584	8.80078	11.9199	14.1445	16.3896	18.1484	19.5947	20.7383	22.0039	22.8877	23.6963
180750	491.33	90.4553	0.630941	0	4.8584	8.80078	11.9199	14.1436	16.3896	18.1484	19.5947	20.7383	22.0039	22.8877	23.6963
180800	980.37	65.219	0.316207	0	4.8584	8.80078	11.9199	14.1436	16.3896	18.1484	19.5947	20.7383	22.0039	22.8867	23.6963
180850	437.895	106.547	0.707932	0	4.8584	8.80078	11.9189	14.1436	16.3896	18.1484	19.5947	20.7383	22.0039	22.8867	23.6963
180900	980.37	74.691	0.316207	0	4.8584	8.80078	11.9189	14.1436	16.3896	18.1484	19.5947	20.7383	22.0039	22.8857	23.6963
180950	873.75	72.5791	0.354793	0	4.8584	8.80078	11.9189	14.1436	16.3896	18.1484	19.5947	20.7383	22.0029	22.8857	23.6963
181000	618.555	84.9591	0.501168	0	4.8584	8.80078	11.9189	14.1436	16.3896	18.1475	19.5947	20.7383	22.0029	22.8857	23.6963
181050	980.37	56.1661	0.316207	0	4.8584	8.80078	11.9189	14.1436	16.3896	18.1475	19.5947	20.7383	22.0029	22.8848	23.6963
181100	310	138.92	1	0	4.85938	8.80176	11.9199	14.1445	16.3906	18.1484	19.5957	20.7393	22.0039	22.8857	23.6973
181150	347.828	114.026	0.891245	0	4.8584	8.80176	11.9199	14.1445	16.3906	18.1484	19.5957	20.7393	22.0039	22.8857	23.6973
181200	390.272	102.758	0.794318	0	4.8584	8.80078	11.9199	14.1445	16.3906	18.1484	19.5957	20.7393	22.0039	22.8857	23.6973
181250	390.272	92.7911	0.794318	0	4.8584	8.7998	11.9199	14.1445	16.3906	18.1484	19.5957	20.7393	22.0039	22.8857	23.6973
181300	437.895	92.3111	0.707932	0	4.8584	8.7998	11.9189	14.1445	16.3906	18.1484	19.5957	20.7393	22.0039	22.8857	23.6973
181350	551.284	79.3583	0.562323	0	4.8584	8.7998	11.9189	14.1445	16.3896	18.1484	19.5957	20.7393	22.0039	22.8857	23.6973
181400	347.828	94.2412	0.891245	0	4.85742	8.7998	11.9189	14.1445	16.3896	18.1484	19.5957	20.7393	22.0039	22.8857	23.6973
181450	347.828	66.2857	0.891245	0	4.85645	8.7998	11.9189	14.1445	16.3896	18.1484	19.5957	20.7393	22.0039	22.8857	23.6973
181500	694.035	61.9029	0.446663	0	4.85645	8.7998	11.9189	14.1445	16.3896	18.1484	19.5947	20.7393	22.0039	22.8857	23.6973
181550	347.828	115.232	0.891245	0	4.85547	8.7998	11.9189	14.1445	16.3896	18.1484	19.5947	20.7393	22.0039	22.8857	23.6973
181600	618.555	104.077	0.501168	0	4.85547	8.7998	11.9189	14.1445	16.3896	18.1475	19.5947	20.7393	22.0039	22.8857	23.6973
181650	551.284	89.1917	0.562323	0	4.85547	8.7998	11.9189	14.1445	16.3887	18.1475	19.5947	20.7393	22.0039	22.8857	23.6973
181700	694.035	80.2861	0.446663	0	4.85547	8.7998	11.9189	14.1445	16.3887	18.1475	19.5938	20.7393	22.0039	22.8857	23.6973
181750	694.035	96.6508	0.446663	0	4.85547	8.7998	11.9189	14.1445	16.3887	18.1475	19.5928	20.7393	22.0039	22.8857	23.6973
181800	491.33	80.3409	0.630941	0	4.85547	8.7998	11.9189	14.1436	16.3887	18.1475	19.5928	20.7393	22.0039	22.8857	23.6973
181850	778.725	68.9109	0.398087	0	4.85547	8.7998	11.9189	14.1436	16.3887	18.1475	19.5928	20.7383	22.0039	22.8857	23.6973
181900	390.272	98.183	0.794318	0	4.85547	8.79883	11.9189	14.1436	16.3887	18.1475	19.5928	20.7383	22.0039	22.8857	23.6973
181950	618.555	92.3595	0.501168	0	4.85547	8.79883	11.9189	14.1436	16.3887	18.1465	19.5928	20.7383	22.0039	22.8857	23.6973
182000	778.725	74.817	0.398087	0	4.85547	8.79883	11.9189	14.1436	16.3887	18.1465	19.5928	20.7373	22.0039	22.8857	23.6973
182050	437.895	82.3903	0.707932	0	4.85547	8.79883	11.918	14.1436	16.3887	18.1465	19.5928	20.7373	22.0039	22.8857	23.6973
182100	980.37	69.1113	0.316207	0	4.85547	8.79883	11.918	14.1436	16.3887	18.1465	19.5928	20.7373	22.0039	22.8848	23.6973
182150	437.895	85.5719	0.707932	0	4.85547	8.79883	11.917	14.1436	16.3887	18.1465	19.5928	20.7373	22.0039	22.8848	23.6973
182200	437.895	100.886	0.707932	0	4.85547	8.79883	11.916	14.1436	16.3887	18.1465	19.5928	20.7373	22.0039	22.8848	23.6973
182250	873.75	82.0271	0.354793	0	4.85547	8.79883	11.916	14.1436	16.3887	18.1465	19.5928	20.7373	22.0029	22.8848	23.6973
182300	437.895	73.4732	0.707932	0	4.85547	8.79883	11.915	14.1436	16.3887	18.1465	19.5928	20.7373	22.0029	22.8848	23.6973
182350	694.035	64.3466	0.446663	0	4.85547	8.79883	11.915	14.1436	16.3887	18.1465	19.5918	20.7373	22.0029	22.8848	23.6973
182400	618.555	85.664	0.501168	0	4.85547	8.79883	11.915	14.1436	16.3887	18.1455	19.5918	20.7373	22.0029	22.8848	23.6973
182450	694.035	75.5066	0.446663	0	4.85547	8.79883	11.915	14.1436	16.3887	18.1455	19.5908	20.7373	22.0029	22.8848	23.6973
182500	694.035	71.139	0.446663	0	4.85547	8.79883	11.915	14.1436	16.3887	18.1455	19.5898	20.7373	22.0029	22.8848	23.6973
182550	618.555	86.8635	0.501168	0	4.85547	8.79883	11.915	14.1436	16.3887	18.1445	19.5898	20.7373	22.0029	22.8848	23.6973
182600	551.284	84.1862	0.562323	0	4.85547	8.79883	11.915	14.1436	16.3877	18.1445	19.5898	20.7373	22.0029	22.8848	23.6973
182650	551.284	68.521	0.562323	0	4.85547	8.79883	11.915	14.1436	16.3867	18.1445	19.5898	20.7373	22.0029	22.8848	23.6973
182700	551.284	90.3213	0.562323	0	4.85547	8.79883	11.915	14.1436	16.3857	18.1445	19.5898	20.7373	22.0029	22.8848	23.6973
182750	491.33	79.5389	0.630941	0	4.85547	8.79883	11.915	14.1426	16.3857	18.1445	19.5898	20.7373	22.0029	22.8848	23.6973
182800	618.555	63.9548	0.501168	0	4.85547	8.79883	11.915	14.1426	16.3857	18.1436	19.5898	20.7373	22.0029	22.8848	23.6973
182850	491.33	85.5798	0.630941	0	4.85547	8.79883	11.915	14.1416	16.3857	18.1436	19.5898	20.7373	22.0029	22.8848	23.6973
182900	437.895	69.8318	0.707932	0	4.85547	8.79883	11.9141	14.1416	16.3857	18.1436	19.5898	20.7373	22.0029	22.8848	23.6973
182950	437.895	76.5303	0.707932	0	4.85547	8.79883	11.9131	14.1416	16.3857	18.1436	19.5898	20.7373	22.0029	22.8848	23.6973
183000	551.284	72.2122	0.562323	0	4.85547	8.79883	11.9131	14.1416	16.3848	18.1436	19.5898	20.7373	22.0029	22.8848	23.6973
183050	491.33	64.0083	0.630941	0	4.85547	8.79883	11.9131	14.1406	16.3848	18.1436	19.5898	20.7373	22.0029	22.8848	23.6973
183100	551.284	78.4866	0.562323	0	4.85547	8.79883	11.9131	14.1406	16.3838	18.1436	19.5898	20.7373	22.0029	22.8848	23.6973
183150	618.555	82.4054	0.501168	0	4.85547	8.79883	11.9131	14.1406	16.3838	18.1426	19.5898	20.7373	22.0029	22.8848	23.6973
183200	551.284	80.1437	0.562323	0	4.85547	8.79883	11.9131	14.1406	16.3828	18.1426	19.5898	20.7373	22.0029	22.8848	23.6973
183250	980.37	62.8807	0.316207	0	4.85547	8.79883	11.9131	14.1406	16.3828	18.1426	19.5898	20.7373	22.0029	22.8838	23.6973
183300	980.37	69.5547	0.316207	0	4.85547	8.79883	11.9131	14.1406	16.3828	18.1426	19.5898	20.7373	22.0029	22.8828	23.6973
183350	873.75	63.7984	0.354793	0	4.85547	8.79883	11.9131	14.1406	16.3828	18.1426	19.5898	20.7373	22.002	22.8828	23.6973
183400	694.035	60.8852	0.446663	0	4.85547	8.79883	11.9131	14.1406	16.3828	18.1426	19.5889	20.7373	22.002	22.8828	23.6973
183450	618.555	63.6875	0.501168	0	4.85547	8.79883	11.9131	14.1406	16.3828	18.1416	19.5889	20.7373	22.002	22.8828	23.6973
183500	980.37	62.5635	0.316207	0	4.85547	8.79883	11.9131	14.1406	16.3828	18.1416	19.5889	20.7373	22.002	22.8818	23.6973
183550	1100	68.9219	0.281818	0	4.85547	8.79883	11.9131	14.1406	16.3828	18.1416	19.5889	20.7373	22.002	22.8818	23.6963
183600	347.828	90.2161	0.891245	0	4.85449	8.79883	11.9131	14.1406	16.3828	18.1416	19.5889	20.7373	22.002	22.8818	23.6963
183650	551.284	65.5748	0.562323	0	4.85449	8.79883	11.9131	14.1406	16.3818	18.1416	19.5889	20.7373	22.002	22.8818	23.6963
183700	551.284	65.5954	0.562323	0	4.85449	8.79883	11.9131	14.1406	16.3809	18.1416	19.5889	20.7373	22.002	22.8818	23.6963
183750	980.37	61.5756	0.316207	0	4.85449	8.79883	11.9131	14.1406	16.3809	18.1416	19.5889	20.7373	22.002	22.8809	23.6963
183800	551.284	75.1826	0.562323	0	4.85449	8.79883	11.9131	14.1406	16.3799	18.1416	19.5889	20.7373	22.002	22.8809	23.6963
183850	1100	78.777	0.281818	0	4.85449	8.79883	11.9131	14.1406	16.3799	18.1416	19.5889	20.7373	22.002	22.8809	23.6953
183900	618.555	83.4545	0.501168	0	4.85449	8.79883	11.9131	14.1406	16.3799	18.1406	19.5889	20.7373	22.002	22.8809	23.6953
183950	618.555	92.4557	0.501168	0	4.85449	8.79883	11.9131	14.1406	16.3799	18.1396	19.5889	20.7373	22.002	22.8809	23.6953
184000	551.284	91.7467	0.562323	0	4.85449	8.79883	11.9131	14.1406	16.3789	18.1396	19.5889	20.7373	22.002	22.8809	23.6953
184050	437.895	91.9441	0.707932	0	4.85449	8.79883	11.9121	14.1406	16.3789	18.1396	19.5889	20.7373	22.002	22.8809	23.6953
184100	980.37	77.6598	0.316207	0	4.85449	8.79883	11.9121	14.1406	16.3789	18.1396	19.5889	20.7373	22.002	22.8799	23.6953
184150	437.895	87.9722	0.707932	0	4.85449	8.79883	11.9111	14.1406	16.3789	18.1396	19.5889	20.7373	22.002	22.8799	23.6953
184200	491.33	73.9625	0.630941	0	4.85449	8.79883	11.9111	14.1396	16.3789	18.1396	19.5889	20.7373	22.002	22.8799	23.6953
184250	437.895	72.5068	0.707932	0	4.85449	8.79883	11.9102	14.1396	16.3789	18.1396	19.5889	20.7373	22.002	22.8799	23.6953
184300	551.284	64	0.562323	0	4.85449	8.79883	11.9102	14.1396	16.3779	18.1396	19.5889	20.7373	22.002	22.8799	23.6953
184350	694.035	63.8746	0.446663	0	4.85449	8.79883	11.9102	14.1396	16.3779	18.1396	19.5879	20.7373	22.002	22.8799	23.6953
184400	873.75	75.3524	0.354793	0	4.85449	8.79883	11.9102	14.1396	16.3779	18.1396	19.5879	20.7373	22.001	22.8799	23.6953
184450	694.035	80.1656	0.446663	0	4.85449	8.79883	11.9102	14.1396	16.3779	18.1396	19.5869	20.7373	22.001	22.8799	23.6953
184500	694.035	77.7685	0.446663	0	4.85449	8.79883	11.9102	14.1396	16.3779	18.1396	19.5859	20.7373	22.001	22.8799	23.6953
184550	778.725	92.097	0.398087	0	4.85449	8.79883	11.9102	14.1396	16.3779	18.1396	19.5859	20.7363	22.001	22.8799	23.6953
184600	1100	74.8164	0.281818	0	4.85449	8.79883	11.9102	14.1396	16.3779	18.1396	19.5859	20.7363	22.001	22.8799	23.6943
184650	437.895	98.0532	0.707932	0	4.85449	8.79883	11.9092	14.1396	16.3779	18.1396	19.5859	20.7363	22.001	22.8799	23.6943
184700	618.555	75.413	0.501168	0	4.85449	8.79883	11.9092	14.1396	16.3779	18.1387	19.5859	20.7363	22.001	22.8799	23.6943
184750	310	116.673	1	0	4.85547	8.7998	11.9102	14.1406	16.3789	18.1396	19.5869	20.7373	22.002	22.8809	23.6953
184800	491.33	81.8196	0.630941	0	4.85547	8.7998	11.9102	14.1396	16.3789	18.1396	19.5869	20.7373	22.002	22.8809	23.6953
184850	437.895	90.7228	0.707932	0	4.85547	8.7998	11.9092	14.1396	16.3789	18.1396	19.5869	20.7373	22.002	22.8809	23.6953
184900	694.035	74.2528	0.446663	0	4.85547	8.7998	11.9092	14.1396	16.3789	18.1396	19.5859	20.7373	22.002	22.8809	23.6953
184950	694.035	65.378	0.446663	0	4.85547	8.7998	11.9092	14.1396	16.3789	18.1396	19.585	20.7373	22.002	22.8809	23.6953
185000	491.33	75.1076	0.630941	0	4.85547	8.7998	11.9092	14.1387	16.3789	18.1396	19.585	20.7373	22.002	22.8809	23.6953
185050	694.035	60.7856	0.446663	0	4.85547	8.7998	11.9092	14.1387	16.3789	18.1396	19.584	20.7373	22.002	22.8809	23.6953
185100	437.895	68.4957	0.707932	0	4.85547	8.7998	11.9082	14.1387	16.3789	18.1396	19.584	20.7373	22.002	22.8809	23.6953
185150	618.555	86.0052	0.501168	0	4.85547	8.7998	11.9082	14.1387	16.3789	18.1387	19.584	20.7373	22.002	22.8809	23.6953
185200	491.33	88.8535	0.630941	0	4.85547	8.7998	11.9082	14.1377	16.3789	18.1387	19.584	20.7373	22.002	22.8809	23.6953
185250	778.725	70.2074	0.398087	0	4.85547	8.7998	11.9082	14.1377	16.3789	18.1387	19.584	20.7363	22.002	22.8809	23.6953
185300	310	120.283	1	0	4.85645	8.80078	11.9092	14.1387	16.3799	18.1396	19.585	20.7373	22.0029	22.8818	23.6963
185350	390.272	90.2577	0.794318	0	4.85645	8.7998	11.9092	14.1387	16.3799	18.1396	19.585	20.7373	22.0029	22.8818	23.6963
185400	694.035	78.7757	0.446663	0	4.85645	8.7998	11.9092	14.1387	16.3799	18.1396	19.584	20.7373	22.0029	22.8818	23.6963
185450	390.272	113.55	0.794318	0	4.85645	8.79883	11.9092	14.1387	16.3799	18.1396	19.584	20.7373	22.0029	22.8818	23.6963
185500	310	94.9659	1	0	4.85742	8.7998	11.9102	14.1396	16.3809	18.1406	19.585	20.7383	22.0039	22.8828	23.6973
185550	551.284	83.9693	0.562323	0	4.85742	8.7998	11.9102	14.1396	16.3799	18.1406	19.585	20.7383	22.0039	22.8828	23.6973
185600	873.75	75.5904	0.354793	0	4.85742	8.7998	11.9102	14.1396	16.3799	18.1406	19.585	20.7383	22.0029	22.8828	23.6973
185650	347.828	111.102	0.891245	0	4.85645	8.7998	11.9102	14.1396	16.3799	18.1406	19.585	20.7383	22.0029	22.8828	23.6973
185700	694.035	67.517	0.446663	0	4.85645	8.7998	11.9102	14.1396	16.3799	18.1406	19.584	20.7383	22.0029	22.8828	23.6973
185750	347.828	93.2225	0.891245	0	4.85547	8.7998	11.9102	14.1396	16.3799	18.1406	19.584	20.7383	22.0029	22.8828	23.6973
185800	437.895	87.9712	0.707932	0	4.85547	8.7998	11.9092	14.1396	16.3799	18.1406	19.584	20.7383	22.0029	22.8828	23.6973
185850	491.33	83.1211	0.630941	0	4.85547	8.7998	11.9092	14.1387	16.3799	18.1406	19.584	20.7383	22.0029	22.8828	23.6973
185900	437.895	77.0749	0.707932	0	4.85547	8.7998	11.9082	14.1387	16.3799	18.1406	19.584	20.7383	22.0029	22.8828	23.6973
185950	778.725	71.0048	0.398087	0	4.85547	8.7998	11.9082	14.1387	16.3799	18.1406	19.584	20.7373	22.0029	22.8828	23.6973
186000	618.555	75.9207	0.501168	0	4.85547	8.7998	11.9082	14.1387	16.3799	18.1396	19.584	20.7373	22.0029	22.8828	23.6973
186050	1100	79.8649	0.281818	0	4.85547	8.7998	11.9082	14.1387	16.3799	18.1396	19.584	20.7373	22.0029	22.8828	23.6963
186100	980.37	70.8458	0.316207	0	4.85547	8.7998	11.9082	14.1387	16.3799	18.1396	19.584	20.7373	22.0029	22.8818	23.6963
186150	437.895	65.1708	0.707932	0	4.85547	8.7998	11.9072	14.1387	16.3799	18.1396	19.584	20.7373	22.0029	22.8818	23.6963
186200	873.75	60.6981	0.354793	0	4.85547	8.7998	11.9072	14.1387	16.3799	18.1396	19.584	20.7373	22.002	22.8818	23.6963
