"Steps"	"Temperature (K)"	"PotentialEnergy"	"Scaling"	"310K Weight"	"325.179K Weight"	"341.101K Weight"	"357.803K Weight"	"375.323K Weight"	"393.7K Weight"	"412.978K Weight"	"433.199K Weight"	"454.41K Weight"	"476.661K Weight"	"500K Weight"
9250000	310	888.549	1	0	-17.244	-34.408	-51.8931	-69.7473	-87.6636	-105.945	-124.295	-143.163	-162.129	-181.325
9300000	325.179	975.136	0.953321	0	-17.244	-34.408	-51.8931	-69.7473	-87.6636	-105.945	-124.295	-143.163	-162.129	-181.325
9350000	357.803	1109.31	0.866398	0	-17.244	-34.408	-51.8931	-69.7473	-87.6636	-105.945	-124.295	-143.163	-162.129	-181.325
9400000	412.978	1369.65	0.750646	0	-17.244	-34.408	-51.8931	-69.7473	-87.6636	-105.945	-124.295	-143.163	-162.129	-181.325
9450000	341.101	993.773	0.908821	0	-17.244	-34.408	-51.8931	-69.7473	-87.6636	-105.945	-124.295	-143.163	-162.129	-181.325
9500000	375.323	1158.78	0.825956	0	-17.244	-34.408	-51.8931	-69.7473	-87.6636	-105.945	-124.295	-143.163	-162.129	-181.325
9550000	454.41	1453.6	0.682203	0	-17.244	-34.408	-51.8931	-69.7473	-87.6636	-105.945	-124.295	-143.163	-162.129	-181.325
9600000	341.101	1023.35	0.908821	0	-17.244	-34.408	-51.8931	-69.7473	-87.6636	-105.945	-124.295	-143.163	-162.129	-181.325
9650000	476.661	1536.54	0.650358	0	-17.244	-34.408	-51.8931	-69.7473	-87.6636	-105.945	-124.295	-143.163	-162.129	-181.325
9700000	310	897.626	1	0	-17.244	-34.408	-51.8931	-69.7473	-87.6636	-105.945	-124.295	-143.163	-162.129	-181.325
9750000	310	904.91	1	0	-17.244	-34.408	-51.8931	-69.7473	-87.6636	-105.945	-124.295	-143.163	-162.129	-181.325
9800000	341.101	1025.57	0.908821	0	-17.244	-34.408	-51.8931	-69.7473	-87.6636	-105.945	-124.295	-143.163	-162.129	-181.325
9850000	412.978	1334.52	0.750646	0	-17.244	-34.408	-51.8931	-69.7473	-87.6635	-105.945	-124.295	-143.163	-162.129	-181.325
9900000	476.661	1649.91	0.650358	0	-17.244	-34.408	-51.8931	-69.7473	-87.6636	-105.945	-124.295	-143.163	-162.129	-181.325
9950000	310	861.744	1	0	-17.244	-34.408	-51.8931	-69.7473	-87.6635	-105.945	-124.295	-143.163	-162.129	-181.325
10000000	454.41	1457.7	0.682203	0	-17.244	-34.408	-51.8931	-69.7473	-87.6635	-105.945	-124.295	-143.163	-162.129	-181.325
10050000	476.661	1642.22	0.650358	0	-18.244	-35.408	-53.8931	-71.7473	-87.6635	-105.945	-123.295	-142.163	-161.129	-179.325
10100000	500	1686.79	0.62	0	-19.244	-35.408	-53.8931	-70.7473	-89.6635	-107.945	-126.295	-143.163	-163.129	-181.325
10150000	357.803	1076.98	0.866398	0	-17.244	-35.408	-53.8931	-72.2473	-90.6635	-110.445	-127.795	-147.663	-166.129	-184.825
10200000	325.179	907.355	0.953321	0	-16.744	-33.908	-50.3931	-66.7473	-84.6635	-102.945	-121.295	-141.663	-160.129	-178.825
10250000	500	1707.23	0.62	0	-16.244	-33.408	-50.3931	-67.2473	-86.6635	-103.945	-122.795	-141.413	-160.879	-179.075
10300000	310	911.211	1	0	-16.994	-33.658	-50.6431	-68.7473	-87.1635	-103.445	-121.545	-140.163	-159.879	-180.075
10350000	500	1716.77	0.62	0	-16.994	-34.158	-52.3931	-69.9973	-88.4135	-106.445	-125.045	-143.163	-163.379	-181.825
10400000	310	908.599	1	0	-16.744	-33.908	-51.1431	-68.7473	-87.4135	-105.945	-125.045	-142.913	-162.629	-181.825
10450000	375.323	1147.32	0.825956	0	-17.244	-33.908	-52.0181	-69.7473	-87.7885	-106.32	-124.67	-143.038	-162.754	-181.7
10500000	412.978	1299.5	0.750646	0	-16.994	-34.533	-51.3931	-68.8723	-86.0385	-104.195	-122.17	-140.538	-160.254	-179.2
10550000	454.41	1462.51	0.682203	0	-16.994	-34.533	-51.6431	-69.8723	-87.6635	-105.57	-123.67	-143.288	-162.254	-181.2
10600000	341.101	1003.65	0.908821	0	-17.244	-34.158	-51.1431	-68.8723	-85.9135	-103.945	-121.795	-141.163	-160.004	-178.825
10650000	412.978	1368.27	0.750646	0	-17.744	-34.658	-51.8931	-69.7473	-86.7885	-104.945	-123.545	-141.725	-160.379	-179.637
10700000	393.7	1256.01	0.787401	0	-17.744	-34.658	-51.8931	-70.1223	-87.226	-105.508	-124.045	-143.038	-161.879	-181.2
10750000	325.179	979.761	0.953321	0	-17.9315	-35.0955	-52.7681	-70.6223	-87.4135	-106.07	-124.67	-143.663	-162.692	-181.95
10800000	375.323	1191.49	0.825956	0	-17.244	-34.2205	-52.1431	-69.6848	-86.976	-105.508	-123.733	-142.475	-161.442	-180.575
10850000	454.41	1510.28	0.682203	0	-16.7753	-33.7205	-51.4243	-68.9973	-86.351	-104.883	-123.233	-141.788	-160.817	-179.856
10900000	375.323	1166.53	0.825956	0	-16.869	-33.908	-51.4868	-69.1223	-86.6635	-104.976	-123.42	-141.756	-160.879	-180.168
10950000	454.41	1471.91	0.682203	0	-16.869	-33.9393	-51.5806	-69.2785	-86.976	-105.195	-123.858	-142.319	-161.41	-180.95
11000000	341.101	1036.7	0.908821	0	-16.9003	-34.158	-51.7056	-69.4035	-87.3198	-105.57	-124.045	-143.038	-161.879	-181.481
11050000	500	1692.63	0.62	0	-16.9003	-34.283	-51.7368	-69.5285	-87.5698	-105.883	-124.42	-143.569	-162.535	-182.2
11100000	412.978	1307.93	0.750646	0	-16.9628	-34.408	-51.7368	-69.5598	-87.5698	-106.008	-124.483	-143.506	-162.91	-182.2
11150000	325.179	963.503	0.953321	0	-17.119	-34.7518	-51.8931	-69.8098	-87.601	-106.07	-124.483	-143.381	-162.66	-181.95
11200000	357.803	1058.29	0.866398	0	-17.0253	-34.4549	-51.6587	-69.5129	-87.3667	-105.851	-124.264	-143.084	-162.317	-181.653
11250000	433.199	1421.04	0.715606	0	-17.0253	-34.4705	-51.8306	-69.5285	-87.3354	-105.789	-124.311	-143.194	-162.41	-181.653
11300000	454.41	1481.03	0.682203	0	-17.1034	-34.5643	-52.0337	-69.6535	-87.5385	-106.008	-124.451	-143.413	-162.504	-181.668
11350000	412.978	1372.29	0.750646	0	-17.0565	-34.4393	-51.9243	-69.6223	-87.5307	-105.929	-124.42	-143.319	-162.434	-181.645
11400000	393.7	1244.51	0.787401	0	-17.0565	-34.4393	-51.9243	-69.6223	-87.5464	-106.023	-124.584	-143.499	-162.582	-181.825
11450000	341.101	1033.67	0.908821	0	-17.0565	-34.4705	-51.9243	-69.677	-87.6245	-106.062	-124.631	-143.467	-162.559	-181.809
11500000	412.978	1282.02	0.750646	0	-17.0643	-34.4627	-51.9243	-69.6848	-87.6401	-106.086	-124.6	-143.436	-162.551	-181.754
11550000	393.7	1170.1	0.787401	0	-17.0565	-34.533	-51.94	-69.7043	-87.6792	-106.105	-124.569	-143.436	-162.559	-181.77
11600000	454.41	1522.41	0.682203	0	-17.0565	-34.533	-51.94	-69.7082	-87.7026	-106.121	-124.612	-143.514	-162.688	-181.868
11650000	310	892.107	1	0	-17.0761	-34.5486	-51.9439	-69.7043	-87.7104	-106.137	-124.658	-143.534	-162.692	-181.871
11700000	310	910.33	1	0	-17.0253	-34.4901	-51.8814	-69.6027	-87.6089	-106.027	-124.553	-143.436	-162.594	-181.758
11750000	325.179	980.417	0.953321	0	-17.0253	-34.4315	-51.7915	-69.4817	-87.4917	-105.902	-124.424	-143.307	-162.465	-181.629
11800000	310	930.316	1	0	-16.9706	-34.3651	-51.7017	-69.3723	-87.3589	-105.762	-124.283	-143.167	-162.324	-181.489
11850000	357.803	1117.66	0.866398	0	-16.9901	-34.4022	-51.7583	-69.3957	-87.3823	-105.75	-124.291	-143.155	-162.305	-181.473
11900000	310	910.758	1	0	-16.9901	-34.3807	-51.7154	-69.341	-87.3198	-105.689	-124.229	-143.092	-162.242	-181.411
11950000	375.323	1101.94	0.825956	0	-16.996	-34.3592	-51.6822	-69.3137	-87.2827	-105.646	-124.188	-143.045	-162.194	-181.362
12000000	375.323	1166.09	0.825956	0	-16.9725	-34.3006	-51.6118	-69.2492	-87.2143	-105.566	-124.108	-142.965	-162.114	-181.282
12050000	341.101	997.828	0.908821	0	-16.9511	-34.2752	-51.5806	-69.2219	-87.1694	-105.525	-124.057	-142.911	-162.059	-181.227
12100000	433.199	1432.66	0.715606	0	-16.9823	-34.3006	-51.5845	-69.2219	-87.1655	-105.519	-124.047	-142.903	-162.043	-181.211
12150000	375.323	1168.21	0.825956	0	-16.9823	-34.3006	-51.5865	-69.2317	-87.1928	-105.551	-124.092	-142.934	-162.071	-181.233
12200000	375.323	1175.47	0.825956	0	-16.9979	-34.2928	-51.5884	-69.2395	-87.1928	-105.533	-124.073	-142.917	-162.049	-181.207
12250000	454.41	1513.65	0.682203	0	-16.9979	-34.2928	-51.5982	-69.2668	-87.2182	-105.562	-124.131	-142.94	-162.059	-181.219
12300000	476.661	1704.55	0.650358	0	-16.9989	-34.3006	-51.604	-69.2707	-87.2163	-105.57	-124.148	-142.958	-162.072	-181.234
12350000	357.803	1090.87	0.866398	0	-16.9989	-34.3016	-51.6109	-69.2746	-87.2173	-105.568	-124.151	-142.957	-162.067	-181.227
12400000	476.661	1572.51	0.650358	0	-16.9989	-34.3055	-51.6177	-69.2795	-87.2251	-105.57	-124.154	-142.967	-162.076	-181.244
12450000	310	896.277	1	0	-16.9794	-34.2733	-51.5972	-69.2502	-87.1938	-105.534	-124.119	-142.931	-162.041	-181.207
12500000	341.101	1005.66	0.908821	0	-16.9789	-34.2752	-51.5992	-69.2497	-87.1992	-105.529	-124.114	-142.925	-162.035	-181.201
12550000	357.803	1087.66	0.866398	0	-16.9838	-34.2723	-51.5982	-69.2458	-87.1953	-105.523	-124.108	-142.918	-162.028	-181.195
12600000	357.803	1060.09	0.866398	0	-16.9843	-34.2703	-51.6026	-69.2473	-87.1948	-105.523	-124.107	-142.916	-162.023	-181.19
12650000	325.179	987.149	0.953321	0	-16.9862	-34.2733	-51.6016	-69.2522	-87.1953	-105.524	-124.105	-142.912	-162.018	-181.185
12700000	412.978	1316.09	0.750646	0	-16.9877	-34.2713	-51.6026	-69.2492	-87.1914	-105.521	-124.098	-142.907	-162.01	-181.178
12750000	375.323	1149.32	0.825956	0	-16.9872	-34.2723	-51.6075	-69.259	-87.2109	-105.526	-124.099	-142.907	-162.01	-181.177
12800000	325.179	957.631	0.953321	0	-16.9926	-34.2762	-51.6094	-69.2609	-87.2134	-105.531	-124.101	-142.911	-162.011	-181.175
12850000	433.199	1329.08	0.715606	0	-16.9945	-34.2781	-51.6138	-69.2649	-87.2197	-105.534	-124.106	-142.912	-162.011	-181.174
12900000	310	857.095	1	0	-16.9916	-34.2747	-51.6153	-69.2614	-87.2148	-105.525	-124.096	-142.902	-162.001	-181.164
12950000	357.803	1069.91	0.866398	0	-16.9911	-34.2708	-51.6138	-69.2575	-87.2104	-105.523	-124.088	-142.894	-161.993	-181.155
13000000	310	842.889	1	0	-16.9911	-34.2686	-51.6114	-69.257	-87.2085	-105.521	-124.085	-142.892	-161.993	-181.159
13050000	325.179	941.068	0.953321	0	-16.9857	-34.2579	-51.5982	-69.2436	-87.195	-105.507	-124.072	-142.878	-161.979	-181.145
13100000	454.41	1490.89	0.682203	0	-16.984	-34.2549	-51.5948	-69.2404	-87.1933	-105.508	-124.071	-142.877	-161.976	-181.142
13150000	375.323	1114.48	0.825956	0	-16.9847	-34.2567	-51.5974	-69.2429	-87.1958	-105.508	-124.072	-142.878	-161.976	-181.141
13200000	310	887.127	1	0	-16.9843	-34.2547	-51.5913	-69.2356	-87.1877	-105.5	-124.064	-142.87	-161.968	-181.133
13250000	375.323	1117.83	0.825956	0	-16.9808	-34.2501	-51.5884	-69.2334	-87.185	-105.496	-124.058	-142.864	-161.961	-181.127
13300000	325.179	954.133	0.953321	0	-16.9826	-34.2488	-51.5845	-69.2277	-87.1789	-105.489	-124.051	-142.857	-161.955	-181.12
13350000	310	914.833	1	0	-16.9847	-34.2474	-51.5833	-69.2248	-87.1743	-105.484	-124.046	-142.852	-161.949	-181.115
13400000	310	884.491	1	0	-16.9833	-34.2364	-51.5713	-69.2126	-87.1621	-105.472	-124.033	-142.84	-161.937	-181.102
13450000	375.323	1123.07	0.825956	0	-16.9823	-34.2364	-51.5721	-69.2138	-87.165	-105.472	-124.034	-142.841	-161.937	-181.104
13500000	500	1675.09	0.62	0	-16.9818	-34.2359	-51.5718	-69.2151	-87.1635	-105.47	-124.033	-142.838	-161.935	-181.102
13550000	433.199	1394.84	0.715606	0	-16.9813	-34.2357	-51.5719	-69.2158	-87.1638	-105.471	-124.034	-142.839	-161.936	-181.103
13600000	454.41	1474.55	0.682203	0	-16.9813	-34.2357	-51.5722	-69.2166	-87.1646	-105.472	-124.036	-142.841	-161.938	-181.105
13650000	476.661	1748.72	0.650358	0	-16.9821	-34.2358	-51.5735	-69.2176	-87.1648	-105.472	-124.035	-142.84	-161.937	-181.104
13700000	325.179	964.259	0.953321	0	-16.9827	-34.236	-51.5738	-69.2177	-87.1659	-105.473	-124.037	-142.842	-161.938	-181.105
13750000	476.661	1702.96	0.650358	0	-16.983	-34.2366	-51.5739	-69.2187	-87.1673	-105.474	-124.038	-142.842	-161.937	-181.105
13800000	325.179	953.611	0.953321	0	-16.9831	-34.2369	-51.5741	-69.2188	-87.1673	-105.474	-124.038	-142.842	-161.938	-181.106
13850000	357.803	1059.25	0.866398	0	-16.9822	-34.2355	-51.5731	-69.217	-87.1651	-105.472	-124.036	-142.84	-161.936	-181.103
13900000	310	883.153	1	0	-16.9811	-34.2338	-51.5717	-69.2157	-87.163	-105.469	-124.033	-142.837	-161.933	-181.101
13950000	476.661	1547.01	0.650358	0	-16.9812	-34.2341	-51.5714	-69.2152	-87.1623	-105.469	-124.033	-142.837	-161.934	-181.101
14000000	476.661	1608.22	0.650358	0	-16.9812	-34.2341	-51.5714	-69.2152	-87.1625	-105.469	-124.033	-142.838	-161.935	-181.103
14050000	310	911.33	1	0	-16.9814	-34.2343	-51.5715	-69.2156	-87.1623	-105.469	-124.033	-142.838	-161.935	-181.102
14100000	412.978	1255.36	0.750646	0	-16.9816	-34.2342	-51.5716	-69.2156	-87.1626	-105.469	-124.033	-142.839	-161.935	-181.103
14150000	375.323	1149.06	0.825956	0	-16.9817	-34.2344	-51.5718	-69.216	-87.1631	-105.47	-124.033	-142.838	-161.935	-181.102
14200000	500	1752.39	0.62	0	-16.9818	-34.2347	-51.5726	-69.2166	-87.1635	-105.47	-124.033	-142.838	-161.935	-181.103
14250000	412.978	1363.36	0.750646	0	-16.9818	-34.2347	-51.5726	-69.2166	-87.1636	-105.47	-124.034	-142.839	-161.936	-181.104
14300000	375.323	1107.08	0.825956	0	-16.9818	-34.2348	-51.5726	-69.2169	-87.164	-105.47	-124.034	-142.839	-161.936	-181.104
14350000	500	1632.68	0.62	0	-16.9818	-34.2348	-51.5727	-69.2173	-87.1643	-105.471	-124.034	-142.84	-161.937	-181.105
14400000	433.199	1375.2	0.715606	0	-16.9818	-34.2348	-51.5728	-69.2175	-87.1647	-105.471	-124.035	-142.84	-161.938	-181.105
14450000	341.101	1003.32	0.908821	0	-16.9818	-34.2349	-51.5729	-69.2175	-87.165	-105.471	-124.036	-142.841	-161.938	-181.106
14500000	325.179	941.636	0.953321	0	-16.9817	-34.2346	-51.5725	-69.2168	-87.1642	-105.471	-124.035	-142.84	-161.937	-181.105
14550000	357.803	1065.3	0.866398	0	-16.9819	-34.2346	-51.5723	-69.2166	-87.1641	-105.47	-124.035	-142.84	-161.937	-181.105
14600000	325.179	923.451	0.953321	0	-16.9817	-34.2344	-51.5719	-69.2161	-87.1635	-105.47	-124.034	-142.839	-161.936	-181.104
14650000	310	926.723	1	0	-16.982	-34.2343	-51.5716	-69.2158	-87.1632	-105.469	-124.034	-142.839	-161.936	-181.104
14700000	310	898.388	1	0	-16.982	-34.2342	-51.5714	-69.2156	-87.163	-105.469	-124.033	-142.839	-161.936	-181.103
14750000	310	893.814	1	0	-16.982	-34.2342	-51.5713	-69.2155	-87.1629	-105.469	-124.033	-142.839	-161.935	-181.103
14800000	310	914.597	1	0	-16.982	-34.2342	-51.5713	-69.2155	-87.1629	-105.469	-124.033	-142.839	-161.935	-181.103
14850000	325.179	944.311	0.953321	0	-16.982	-34.2343	-51.5713	-69.2155	-87.1629	-105.469	-124.033	-142.839	-161.935	-181.103
14900000	310	849.212	1	0	-16.9819	-34.2342	-51.5713	-69.2154	-87.1627	-105.469	-124.033	-142.838	-161.935	-181.103
14950000	357.803	1129.7	0.866398	0	-16.9819	-34.234	-51.571	-69.215	-87.1624	-105.469	-124.033	-142.838	-161.935	-181.102
15000000	325.179	947.119	0.953321	0	-16.982	-34.2341	-51.5711	-69.215	-87.1624	-105.469	-124.033	-142.838	-161.934	-181.102
15050000	357.803	1078.64	0.866398	0	-16.9821	-34.2341	-51.5707	-69.2147	-87.162	-105.468	-124.032	-142.837	-161.934	-181.102
15100000	375.323	1172.14	0.825956	0	-16.982	-34.234	-51.5707	-69.2145	-87.1618	-105.468	-124.032	-142.837	-161.934	-181.101
15150000	325.179	901.603	0.953321	0	-16.9818	-34.2337	-51.5703	-69.2141	-87.1614	-105.468	-124.032	-142.837	-161.933	-181.101
15200000	412.978	1307.96	0.750646	0	-16.9817	-34.2337	-51.5701	-69.2139	-87.1612	-105.467	-124.031	-142.837	-161.933	-181.101
15250000	375.323	1214.24	0.825956	0	-16.9817	-34.2336	-51.57	-69.2138	-87.1611	-105.467	-124.031	-142.836	-161.933	-181.101
15300000	357.803	1053.08	0.866398	0	-16.9816	-34.2335	-51.57	-69.2137	-87.161	-105.467	-124.031	-142.836	-161.933	-181.1
15350000	341.101	1053.48	0.908821	0	-16.9815	-34.2333	-51.5697	-69.2134	-87.1607	-105.467	-124.031	-142.836	-161.932	-181.1
15400000	325.179	913.081	0.953321	0	-16.9815	-34.2331	-51.5695	-69.2132	-87.1605	-105.467	-124.031	-142.836	-161.932	-181.1
15450000	357.803	1103.44	0.866398	0	-16.9816	-34.233	-51.5693	-69.213	-87.1602	-105.466	-124.03	-142.835	-161.932	-181.1
15500000	325.179	959.548	0.953321	0	-16.9815	-34.2328	-51.5692	-69.2128	-87.16	-105.466	-124.03	-142.835	-161.932	-181.099
15550000	325.179	953.14	0.953321	0	-16.9815	-34.2329	-51.5692	-69.2127	-87.1599	-105.466	-124.03	-142.835	-161.932	-181.099
15600000	325.179	964.864	0.953321	0	-16.9814	-34.2328	-51.569	-69.2125	-87.1597	-105.466	-124.03	-142.835	-161.931	-181.099
15650000	310	908.189	1	0	-16.9814	-34.2328	-51.569	-69.2124	-87.1595	-105.466	-124.029	-142.835	-161.931	-181.099
15700000	412.978	1328.14	0.750646	0	-16.9815	-34.2327	-51.5689	-69.2124	-87.1595	-105.466	-124.029	-142.834	-161.931	-181.099
15750000	341.101	1005.11	0.908821	0	-16.9813	-34.2327	-51.5688	-69.2121	-87.1593	-105.465	-124.029	-142.834	-161.931	-181.098
15800000	310	944.541	1	0	-16.9813	-34.2325	-51.5686	-69.2119	-87.1591	-105.465	-124.029	-142.834	-161.93	-181.098
15850000	325.179	933.483	0.953321	0	-16.9813	-34.2325	-51.5685	-69.2118	-87.159	-105.465	-124.029	-142.834	-161.93	-181.098
15900000	393.7	1192.49	0.787401	0	-16.9813	-34.2325	-51.5685	-69.2119	-87.1589	-105.465	-124.029	-142.834	-161.93	-181.098
15950000	357.803	1044.07	0.866398	0	-16.9813	-34.2325	-51.5685	-69.2118	-87.1589	-105.465	-124.029	-142.834	-161.93	-181.098
16000000	476.661	1655.72	0.650358	0	-16.9813	-34.2325	-51.5685	-69.2118	-87.159	-105.465	-124.029	-142.834	-161.93	-181.098
16050000	500	1789.45	0.62	0	-16.9813	-34.2325	-51.5685	-69.2118	-87.159	-105.465	-124.029	-142.834	-161.93	-181.098
16100000	500	1680.94	0.62	0	-16.9813	-34.2325	-51.5685	-69.2118	-87.159	-105.465	-124.029	-142.834	-161.93	-181.098
16150000	310	930.53	1	0	-16.9813	-34.2325	-51.5684	-69.2118	-87.159	-105.465	-124.029	-142.834	-161.93	-181.098
16200000	433.199	1436.98	0.715606	0	-16.9813	-34.2325	-51.5684	-69.2118	-87.159	-105.465	-124.029	-142.834	-161.93	-181.098
16250000	500	1686.14	0.62	0	-16.9813	-34.2325	-51.5684	-69.2118	-87.159	-105.465	-124.029	-142.834	-161.93	-181.098
16300000	454.41	1509.08	0.682203	0	-16.9813	-34.2325	-51.5685	-69.2118	-87.1591	-105.465	-124.029	-142.834	-161.93	-181.098
16350000	325.179	965.267	0.953321	0	-16.9813	-34.2325	-51.5685	-69.2119	-87.1591	-105.465	-124.029	-142.834	-161.93	-181.098
16400000	375.323	1138.51	0.825956	0	-16.9813	-34.2325	-51.5685	-69.2119	-87.1591	-105.465	-124.029	-142.834	-161.93	-181.098
16450000	412.978	1348.11	0.750646	0	-16.9813	-34.2325	-51.5686	-69.2119	-87.1591	-105.465	-124.029	-142.834	-161.93	-181.098
16500000	393.7	1278.89	0.787401	0	-16.9813	-34.2325	-51.5686	-69.2119	-87.1592	-105.465	-124.029	-142.834	-161.93	-181.098
16550000	412.978	1342.55	0.750646	0	-16.9814	-34.2326	-51.5686	-69.2119	-87.1591	-105.465	-124.029	-142.834	-161.93	-181.098
16600000	310	841.942	1	0	-16.9814	-34.2325	-51.5686	-69.2119	-87.1591	-105.465	-124.029	-142.834	-161.93	-181.098
16650000	310	847.174	1	0	-16.9813	-34.2325	-51.5685	-69.2118	-87.159	-105.465	-124.029	-142.834	-161.93	-181.098
16700000	310	900.419	1	0	-16.9813	-34.2325	-51.5685	-69.2118	-87.159	-105.465	-124.029	-142.834	-161.93	-181.098
16750000	310	884.787	1	0	-16.9813	-34.2324	-51.5684	-69.2117	-87.1589	-105.465	-124.029	-142.834	-161.93	-181.098
16800000	357.803	1148.3	0.866398	0	-16.9813	-34.2324	-51.5684	-69.2116	-87.1588	-105.465	-124.028	-142.834	-161.93	-181.098
16850000	310	916.15	1	0	-16.9813	-34.2323	-51.5683	-69.2116	-87.1588	-105.465	-124.028	-142.833	-161.93	-181.098
16900000	357.803	1090.22	0.866398	0	-16.9812	-34.2323	-51.5683	-69.2115	-87.1587	-105.465	-124.028	-142.833	-161.93	-181.098
16950000	341.101	988.872	0.908821	0	-16.9812	-34.2323	-51.5682	-69.2115	-87.1587	-105.465	-124.028	-142.833	-161.93	-181.098
17000000	310	915.551	1	0	-16.9812	-34.2322	-51.5682	-69.2114	-87.1586	-105.465	-124.028	-142.833	-161.93	-181.098
17050000	341.101	1005.14	0.908821	0	-16.9811	-34.2322	-51.5681	-69.2113	-87.1585	-105.464	-124.028	-142.833	-161.93	-181.098
17100000	375.323	1163.27	0.825956	0	-16.9812	-34.2322	-51.5681	-69.2113	-87.1585	-105.464	-124.028	-142.833	-161.93	-181.098
17150000	393.7	1216.91	0.787401	0	-16.9811	-34.2321	-51.568	-69.2113	-87.1584	-105.464	-124.028	-142.833	-161.93	-181.098
17200000	341.101	1021.71	0.908821	0	-16.9811	-34.2321	-51.568	-69.2112	-87.1584	-105.464	-124.028	-142.833	-161.93	-181.098
17250000	310	881.205	1	0	-16.9811	-34.232	-51.5679	-69.2111	-87.1583	-105.464	-124.028	-142.833	-161.93	-181.097
17300000	341.101	1015.97	0.908821	0	-16.981	-34.232	-51.5678	-69.2111	-87.1582	-105.464	-124.028	-142.833	-161.929	-181.097
17350000	341.101	1088.4	0.908821	0	-16.981	-34.2319	-51.5678	-69.211	-87.1581	-105.464	-124.028	-142.833	-161.929	-181.097
17400000	310	893.784	1	0	-16.981	-34.2319	-51.5678	-69.211	-87.1581	-105.464	-124.028	-142.833	-161.929	-181.097
17450000	341.101	989.008	0.908821	0	-16.981	-34.2319	-51.5677	-69.2109	-87.158	-105.464	-124.028	-142.833	-161.929	-181.097
17500000	310	905.548	1	0	-16.981	-34.2319	-51.5677	-69.2108	-87.158	-105.464	-124.028	-142.833	-161.929	-181.097
17550000	375.323	1151.68	0.825956	0	-16.981	-34.2318	-51.5676	-69.2108	-87.1579	-105.464	-124.027	-142.832	-161.929	-181.097
17600000	357.803	1067.71	0.866398	0	-16.981	-34.2318	-51.5676	-69.2107	-87.1579	-105.464	-124.027	-142.832	-161.929	-181.097
17650000	341.101	970.227	0.908821	0	-16.981	-34.2318	-51.5676	-69.2107	-87.1579	-105.464	-124.027	-142.832	-161.929	-181.097
17700000	375.323	1155.6	0.825956	0	-16.981	-34.2318	-51.5676	-69.2107	-87.1579	-105.464	-124.027	-142.832	-161.929	-181.097
17750000	375.323	1151.31	0.825956	0	-16.981	-34.2318	-51.5676	-69.2107	-87.1579	-105.464	-124.027	-142.832	-161.929	-181.097
17800000	325.179	903.664	0.953321	0	-16.981	-34.2318	-51.5676	-69.2108	-87.1579	-105.464	-124.027	-142.832	-161.929	-181.097
17850000	393.7	1249.75	0.787401	0	-16.981	-34.2318	-51.5676	-69.2108	-87.1579	-105.464	-124.027	-142.832	-161.929	-181.097
17900000	357.803	1105.82	0.866398	0	-16.981	-34.2318	-51.5676	-69.2107	-87.1579	-105.464	-124.027	-142.832	-161.929	-181.097
17950000	310	860.858	1	0	-16.981	-34.2318	-51.5676	-69.2107	-87.1578	-105.464	-124.027	-142.832	-161.929	-181.097
18000000	341.101	1011.75	0.908821	0	-16.981	-34.2317	-51.5675	-69.2107	-87.1578	-105.464	-124.027	-142.832	-161.929	-181.097
18050000	341.101	1058.26	0.908821	0	-16.9809	-34.2317	-51.5675	-69.2106	-87.1577	-105.463	-124.027	-142.832	-161.929	-181.097
18100000	341.101	1026.61	0.908821	0	-16.9809	-34.2317	-51.5674	-69.2106	-87.1577	-105.463	-124.027	-142.832	-161.929	-181.097
18150000	393.7	1237.84	0.787401	0	-16.9809	-34.2317	-51.5674	-69.2105	-87.1576	-105.463	-124.027	-142.832	-161.929	-181.097
18200000	375.323	1180.58	0.825956	0	-16.9809	-34.2316	-51.5673	-69.2105	-87.1576	-105.463	-124.027	-142.832	-161.929	-181.097
18250000	341.101	1039.87	0.908821	0	-16.9809	-34.2316	-51.5673	-69.2105	-87.1576	-105.463	-124.027	-142.832	-161.929	-181.096
18300000	341.101	964.705	0.908821	0	-16.9809	-34.2316	-51.5673	-69.2104	-87.1575	-105.463	-124.027	-142.832	-161.928	-181.096
18350000	325.179	959.669	0.953321	0	-16.9809	-34.2316	-51.5673	-69.2104	-87.1575	-105.463	-124.027	-142.832	-161.928	-181.096
18400000	476.661	1517.69	0.650358	0	-16.9809	-34.2316	-51.5673	-69.2104	-87.1574	-105.463	-124.027	-142.832	-161.928	-181.096
18450000	310	878.575	1	0	-16.9809	-34.2316	-51.5673	-69.2104	-87.1574	-105.463	-124.027	-142.832	-161.928	-181.096
18500000	375.323	1168.54	0.825956	0	-16.9808	-34.2315	-51.5672	-69.2103	-87.1573	-105.463	-124.027	-142.832	-161.928	-181.096
18550000	341.101	972.216	0.908821	0	-16.9808	-34.2315	-51.5672	-69.2102	-87.1573	-105.463	-124.027	-142.832	-161.928	-181.096
18600000	393.7	1167.23	0.787401	0	-16.9808	-34.2315	-51.5671	-69.2102	-87.1572	-105.463	-124.027	-142.832	-161.928	-181.096
18650000	325.179	919.602	0.953321	0	-16.9808	-34.2315	-51.5671	-69.2102	-87.1572	-105.463	-124.026	-142.832	-161.928	-181.096
18700000	393.7	1275.9	0.787401	0	-16.9808	-34.2314	-51.567	-69.2101	-87.1571	-105.463	-124.026	-142.831	-161.928	-181.096
