"Steps"	"Temperature (K)"	"PotentialEnergy"	"Scaling"	"310K Weight"	"353.769K Weight"	"403.717K Weight"	"460.718K Weight"	"525.767K Weight"	"600K Weight"
714400	600	1048.46	0.516667	0	50.875	94.5625	130.688	161.312	187.25
714500	310	1032.21	1	0	50.9375	94.625	130.75	161.375	187.312
714600	310	931.971	1	0	50.9375	94.625	130.75	161.375	187.312
714700	310	934.148	1	0	50.9375	94.625	130.75	161.375	187.312
714800	310	878.83	1	0	50.9375	94.625	130.75	161.375	187.312
714900	310	909.486	1	0	50.9375	94.625	130.75	161.375	187.312
715000	525.767	936.375	0.589615	0	50.9375	94.625	130.75	161.312	187.312
715100	525.767	1073.89	0.589615	0	50.9375	94.625	130.75	161.312	187.312
715200	525.767	1077.02	0.589615	0	50.9375	94.625	130.75	161.312	187.312
715300	525.767	996.551	0.589615	0	50.9375	94.625	130.75	161.312	187.312
715400	525.767	1027	0.589615	0	50.9375	94.625	130.75	161.312	187.312
715500	353.769	1090.73	0.876278	0	50.875	94.625	130.75	161.312	187.312
715600	353.769	973.193	0.876278	0	50.875	94.625	130.75	161.312	187.312
715700	353.769	957.137	0.876278	0	50.875	94.625	130.75	161.312	187.312
715800	353.769	942.95	0.876278	0	50.875	94.625	130.75	161.312	187.312
715900	353.769	908.716	0.876278	0	50.875	94.625	130.75	161.312	187.312
716000	460.718	955.707	0.672862	0	50.875	94.625	130.688	161.312	187.312
716100	460.718	949.676	0.672862	0	50.875	94.625	130.688	161.312	187.312
716200	460.718	1031.7	0.672862	0	50.875	94.625	130.688	161.312	187.312
716300	460.718	970.829	0.672862	0	50.875	94.625	130.688	161.312	187.312
716400	460.718	1051.06	0.672862	0	50.875	94.625	130.688	161.312	187.312
716500	460.718	972.948	0.672862	0	50.875	94.625	130.625	161.312	187.312
716600	460.718	953.398	0.672862	0	50.875	94.625	130.625	161.312	187.312
716700	460.718	1001.45	0.672862	0	50.875	94.625	130.625	161.312	187.312
716800	460.718	940.645	0.672862	0	50.875	94.625	130.625	161.312	187.312
716900	460.718	986.331	0.672862	0	50.875	94.625	130.625	161.312	187.312
717000	525.767	984.676	0.589615	0	50.875	94.625	130.625	161.25	187.312
717100	525.767	1061.91	0.589615	0	50.875	94.625	130.625	161.25	187.312
717200	525.767	1019.96	0.589615	0	50.875	94.625	130.625	161.25	187.312
717300	525.767	1033.03	0.589615	0	50.875	94.625	130.625	161.25	187.312
717400	525.767	1079.51	0.589615	0	50.875	94.625	130.625	161.25	187.312
717500	403.717	1020.19	0.767864	0	50.875	94.5625	130.625	161.25	187.312
717600	403.717	948.602	0.767864	0	50.875	94.5625	130.625	161.25	187.312
717700	403.717	951.817	0.767864	0	50.875	94.5625	130.625	161.25	187.312
717800	403.717	1004.2	0.767864	0	50.875	94.5625	130.625	161.25	187.312
717900	403.717	948.991	0.767864	0	50.875	94.5625	130.625	161.25	187.312
718000	403.717	971.115	0.767864	0	50.875	94.5	130.625	161.25	187.312
718100	403.717	912.049	0.767864	0	50.875	94.5	130.625	161.25	187.312
718200	403.717	922.761	0.767864	0	50.875	94.5	130.625	161.25	187.312
718300	403.717	955.92	0.767864	0	50.875	94.5	130.625	161.25	187.312
718400	403.717	983.258	0.767864	0	50.875	94.5	130.625	161.25	187.312
718500	460.718	944.376	0.672862	0	50.875	94.5	130.562	161.25	187.312
718600	460.718	920.664	0.672862	0	50.875	94.5	130.562	161.25	187.312
718700	460.718	1010.96	0.672862	0	50.875	94.5	130.562	161.25	187.312
718800	460.718	988.621	0.672862	0	50.875	94.5	130.562	161.25	187.312
718900	460.718	1002.57	0.672862	0	50.875	94.5	130.562	161.25	187.312
719000	525.767	925.107	0.589615	0	50.875	94.5	130.562	161.188	187.312
719100	525.767	1028.46	0.589615	0	50.875	94.5	130.562	161.188	187.312
719200	525.767	961.054	0.589615	0	50.875	94.5	130.562	161.188	187.312
719300	525.767	1028.8	0.589615	0	50.875	94.5	130.562	161.188	187.312
719400	525.767	1100.61	0.589615	0	50.875	94.5	130.562	161.188	187.312
719500	353.769	1054.38	0.876278	0	50.8125	94.5	130.562	161.188	187.312
719600	353.769	994.837	0.876278	0	50.8125	94.5	130.562	161.188	187.312
719700	353.769	951.427	0.876278	0	50.8125	94.5	130.562	161.188	187.312
719800	353.769	957.028	0.876278	0	50.8125	94.5	130.562	161.188	187.312
719900	353.769	903.469	0.876278	0	50.8125	94.5	130.562	161.188	187.312
720000	525.767	934.782	0.589615	0	50.8125	94.5	130.562	161.125	187.312
720100	525.767	1026.16	0.589615	0	50.8125	94.5	130.562	161.125	187.312
720200	525.767	990.674	0.589615	0	50.8125	94.5	130.562	161.125	187.312
720300	525.767	958.408	0.589615	0	50.8125	94.5	130.562	161.125	187.312
720400	525.767	1077.8	0.589615	0	50.8125	94.5	130.562	161.125	187.312
720500	310	1061.92	1	0	50.875	94.5625	130.625	161.188	187.375
720600	310	888.441	1	0	50.875	94.5625	130.625	161.188	187.375
720700	310	902.11	1	0	50.875	94.5625	130.625	161.188	187.375
720800	310	900.786	1	0	50.875	94.5625	130.625	161.188	187.375
720900	310	904.759	1	0	50.875	94.5625	130.625	161.188	187.375
721000	600	891.135	0.516667	0	50.875	94.5625	130.625	161.188	187.312
721100	600	1057.19	0.516667	0	50.875	94.5625	130.625	161.188	187.312
721200	600	1062.12	0.516667	0	50.875	94.5625	130.625	161.188	187.312
721300	600	1036.66	0.516667	0	50.875	94.5625	130.625	161.188	187.312
721400	600	1072.6	0.516667	0	50.875	94.5625	130.625	161.188	187.312
721500	353.769	1056.06	0.876278	0	50.8125	94.5625	130.625	161.188	187.312
721600	353.769	964.298	0.876278	0	50.8125	94.5625	130.625	161.188	187.312
721700	353.769	900.662	0.876278	0	50.8125	94.5625	130.625	161.188	187.312
721800	353.769	964.186	0.876278	0	50.8125	94.5625	130.625	161.188	187.312
721900	353.769	956.156	0.876278	0	50.8125	94.5625	130.625	161.188	187.312
722000	600	903.933	0.516667	0	50.8125	94.5625	130.625	161.188	187.25
722100	600	1056.01	0.516667	0	50.8125	94.5625	130.625	161.188	187.25
722200	600	1098.13	0.516667	0	50.8125	94.5625	130.625	161.188	187.25
722300	600	1133.08	0.516667	0	50.8125	94.5625	130.625	161.188	187.25
722400	600	1100.07	0.516667	0	50.8125	94.5625	130.625	161.188	187.25
722500	310	1151.79	1	0	50.875	94.625	130.688	161.25	187.312
722600	310	963.882	1	0	50.875	94.625	130.688	161.25	187.312
722700	310	984.301	1	0	50.875	94.625	130.688	161.25	187.312
722800	310	955.237	1	0	50.875	94.625	130.688	161.25	187.312
722900	310	875.424	1	0	50.875	94.625	130.688	161.25	187.312
723000	460.718	934.796	0.672862	0	50.875	94.625	130.625	161.25	187.312
723100	460.718	965.007	0.672862	0	50.875	94.625	130.625	161.25	187.312
723200	460.718	1041.08	0.672862	0	50.875	94.625	130.625	161.25	187.312
723300	460.718	993.761	0.672862	0	50.875	94.625	130.625	161.25	187.312
723400	460.718	1045.95	0.672862	0	50.875	94.625	130.625	161.25	187.312
723500	403.717	1023.43	0.767864	0	50.875	94.5625	130.625	161.25	187.312
723600	403.717	949.142	0.767864	0	50.875	94.5625	130.625	161.25	187.312
723700	403.717	927.656	0.767864	0	50.875	94.5625	130.625	161.25	187.312
723800	403.717	937.389	0.767864	0	50.875	94.5625	130.625	161.25	187.312
723900	403.717	973.443	0.767864	0	50.875	94.5625	130.625	161.25	187.312
724000	403.717	985.763	0.767864	0	50.875	94.5	130.625	161.25	187.312
724100	403.717	931.889	0.767864	0	50.875	94.5	130.625	161.25	187.312
724200	403.717	1006.22	0.767864	0	50.875	94.5	130.625	161.25	187.312
724300	403.717	948.136	0.767864	0	50.875	94.5	130.625	161.25	187.312
724400	403.717	1000.41	0.767864	0	50.875	94.5	130.625	161.25	187.312
724500	353.769	1068.12	0.876278	0	50.8125	94.5	130.625	161.25	187.312
724600	353.769	939.096	0.876278	0	50.8125	94.5	130.625	161.25	187.312
724700	353.769	918.942	0.876278	0	50.8125	94.5	130.625	161.25	187.312
724800	353.769	952.912	0.876278	0	50.8125	94.5	130.625	161.25	187.312
724900	353.769	896.407	0.876278	0	50.8125	94.5	130.625	161.25	187.312
725000	600	880.815	0.516667	0	50.8125	94.5	130.625	161.25	187.25
725100	600	1047.27	0.516667	0	50.8125	94.5	130.625	161.25	187.25
725200	600	1198.96	0.516667	0	50.8125	94.5	130.625	161.25	187.25
725300	600	1067.47	0.516667	0	50.8125	94.5	130.625	161.25	187.25
725400	600	1079.34	0.516667	0	50.8125	94.5	130.625	161.25	187.25
725500	310	1117.14	1	0	50.875	94.5625	130.688	161.312	187.312
725600	310	934.391	1	0	50.875	94.5625	130.688	161.312	187.312
725700	310	960.873	1	0	50.875	94.5625	130.688	161.312	187.312
725800	310	899.045	1	0	50.875	94.5625	130.688	161.312	187.312
725900	310	922.625	1	0	50.875	94.5625	130.688	161.312	187.312
726000	460.718	924.013	0.672862	0	50.875	94.5625	130.625	161.312	187.312
726100	460.718	1013.53	0.672862	0	50.875	94.5625	130.625	161.312	187.312
726200	460.718	977.573	0.672862	0	50.875	94.5625	130.625	161.312	187.312
726300	460.718	995.742	0.672862	0	50.875	94.5625	130.625	161.312	187.312
726400	460.718	972.758	0.672862	0	50.875	94.5625	130.625	161.312	187.312
726500	403.717	973.453	0.767864	0	50.875	94.5	130.625	161.312	187.312
726600	403.717	1027.11	0.767864	0	50.875	94.5	130.625	161.312	187.312
726700	403.717	1022.93	0.767864	0	50.875	94.5	130.625	161.312	187.312
726800	403.717	946.235	0.767864	0	50.875	94.5	130.625	161.312	187.312
726900	403.717	908.314	0.767864	0	50.875	94.5	130.625	161.312	187.312
727000	460.718	967.764	0.672862	0	50.875	94.5	130.562	161.312	187.312
727100	460.718	1001.12	0.672862	0	50.875	94.5	130.562	161.312	187.312
727200	460.718	1037.87	0.672862	0	50.875	94.5	130.562	161.312	187.312
727300	460.718	1030.21	0.672862	0	50.875	94.5	130.562	161.312	187.312
727400	460.718	1001.7	0.672862	0	50.875	94.5	130.562	161.312	187.312
727500	403.717	996.505	0.767864	0	50.875	94.4375	130.562	161.312	187.312
727600	403.717	1007.42	0.767864	0	50.875	94.4375	130.562	161.312	187.312
727700	403.717	972.611	0.767864	0	50.875	94.4375	130.562	161.312	187.312
727800	403.717	966.54	0.767864	0	50.875	94.4375	130.562	161.312	187.312
727900	403.717	925.173	0.767864	0	50.875	94.4375	130.562	161.312	187.312
728000	403.717	956.817	0.767864	0	50.875	94.375	130.562	161.312	187.312
728100	403.717	934.266	0.767864	0	50.875	94.375	130.562	161.312	187.312
728200	403.717	993.061	0.767864	0	50.875	94.375	130.562	161.312	187.312
728300	403.717	972.794	0.767864	0	50.875	94.375	130.562	161.312	187.312
728400	403.717	972.062	0.767864	0	50.875	94.375	130.562	161.312	187.312
728500	525.767	947.861	0.589615	0	50.875	94.375	130.562	161.25	187.312
728600	525.767	1044.53	0.589615	0	50.875	94.375	130.562	161.25	187.312
728700	525.767	1048.8	0.589615	0	50.875	94.375	130.562	161.25	187.312
728800	525.767	1018.76	0.589615	0	50.875	94.375	130.562	161.25	187.312
728900	525.767	1105.06	0.589615	0	50.875	94.375	130.562	161.25	187.312
729000	310	1066.56	1	0	50.9375	94.4375	130.625	161.312	187.375
729100	310	921.843	1	0	50.9375	94.4375	130.625	161.312	187.375
729200	310	907.933	1	0	50.9375	94.4375	130.625	161.312	187.375
729300	310	895.951	1	0	50.9375	94.4375	130.625	161.312	187.375
729400	310	878.746	1	0	50.9375	94.4375	130.625	161.312	187.375
729500	525.767	894.94	0.589615	0	50.9375	94.4375	130.625	161.25	187.375
729600	525.767	1010.29	0.589615	0	50.9375	94.4375	130.625	161.25	187.375
729700	525.767	1021.64	0.589615	0	50.9375	94.4375	130.625	161.25	187.375
729800	525.767	989.714	0.589615	0	50.9375	94.4375	130.625	161.25	187.375
729900	525.767	1015.58	0.589615	0	50.9375	94.4375	130.625	161.25	187.375
730000	353.769	1041.08	0.876278	0	50.875	94.4375	130.625	161.25	187.375
730100	353.769	964.859	0.876278	0	50.875	94.4375	130.625	161.25	187.375
730200	353.769	963.96	0.876278	0	50.875	94.4375	130.625	161.25	187.375
730300	353.769	940.498	0.876278	0	50.875	94.4375	130.625	161.25	187.375
730400	353.769	941.15	0.876278	0	50.875	94.4375	130.625	161.25	187.375
730500	600	875.458	0.516667	0	50.875	94.4375	130.625	161.25	187.312
730600	600	1080.38	0.516667	0	50.875	94.4375	130.625	161.25	187.312
730700	600	1065.78	0.516667	0	50.875	94.4375	130.625	161.25	187.312
730800	600	1097.03	0.516667	0	50.875	94.4375	130.625	161.25	187.312
730900	600	1061.76	0.516667	0	50.875	94.4375	130.625	161.25	187.312
731000	310	1097.4	1	0	50.9375	94.5	130.688	161.312	187.375
731100	310	925.385	1	0	50.9375	94.5	130.688	161.312	187.375
731200	310	983.246	1	0	50.9375	94.5	130.688	161.312	187.375
731300	310	932.328	1	0	50.9375	94.5	130.688	161.312	187.375
731400	310	882.87	1	0	50.9375	94.5	130.688	161.312	187.375
731500	525.767	941.344	0.589615	0	50.9375	94.5	130.688	161.25	187.375
731600	525.767	1007.02	0.589615	0	50.9375	94.5	130.688	161.25	187.375
731700	525.767	1001.36	0.589615	0	50.9375	94.5	130.688	161.25	187.375
731800	525.767	977.351	0.589615	0	50.9375	94.5	130.688	161.25	187.375
731900	525.767	1039.26	0.589615	0	50.9375	94.5	130.688	161.25	187.375
732000	353.769	1073.07	0.876278	0	50.875	94.5	130.688	161.25	187.375
732100	353.769	954.205	0.876278	0	50.875	94.5	130.688	161.25	187.375
732200	353.769	938.998	0.876278	0	50.875	94.5	130.688	161.25	187.375
732300	353.769	930.824	0.876278	0	50.875	94.5	130.688	161.25	187.375
732400	353.769	889.435	0.876278	0	50.875	94.5	130.688	161.25	187.375
732500	525.767	950.796	0.589615	0	50.875	94.5	130.688	161.188	187.375
732600	525.767	979.437	0.589615	0	50.875	94.5	130.688	161.188	187.375
732700	525.767	1052.43	0.589615	0	50.875	94.5	130.688	161.188	187.375
732800	525.767	1102.89	0.589615	0	50.875	94.5	130.688	161.188	187.375
732900	525.767	1037.97	0.589615	0	50.875	94.5	130.688	161.188	187.375
733000	403.717	999.268	0.767864	0	50.875	94.4375	130.688	161.188	187.375
733100	403.717	965.495	0.767864	0	50.875	94.4375	130.688	161.188	187.375
733200	403.717	953.316	0.767864	0	50.875	94.4375	130.688	161.188	187.375
733300	403.717	1005.11	0.767864	0	50.875	94.4375	130.688	161.188	187.375
733400	403.717	1007.36	0.767864	0	50.875	94.4375	130.688	161.188	187.375
733500	403.717	985.247	0.767864	0	50.875	94.375	130.688	161.188	187.375
733600	403.717	985.27	0.767864	0	50.875	94.375	130.688	161.188	187.375
733700	403.717	956.593	0.767864	0	50.875	94.375	130.688	161.188	187.375
733800	403.717	984.059	0.767864	0	50.875	94.375	130.688	161.188	187.375
733900	403.717	926.555	0.767864	0	50.875	94.375	130.688	161.188	187.375
734000	460.718	981.604	0.672862	0	50.875	94.375	130.625	161.188	187.375
734100	460.718	976.817	0.672862	0	50.875	94.375	130.625	161.188	187.375
734200	460.718	990.023	0.672862	0	50.875	94.375	130.625	161.188	187.375
734300	460.718	972.531	0.672862	0	50.875	94.375	130.625	161.188	187.375
734400	460.718	1013.59	0.672862	0	50.875	94.375	130.625	161.188	187.375
734500	310	1021.87	1	0	50.9375	94.4375	130.688	161.25	187.438
734600	310	941.148	1	0	50.9375	94.4375	130.688	161.25	187.438
734700	310	918.695	1	0	50.9375	94.4375	130.688	161.25	187.438
734800	310	860.691	1	0	50.9375	94.4375	130.688	161.25	187.438
734900	310	900.308	1	0	50.9375	94.4375	130.688	161.25	187.438
735000	525.767	885.167	0.589615	0	50.9375	94.4375	130.688	161.188	187.438
735100	525.767	1015.06	0.589615	0	50.9375	94.4375	130.688	161.188	187.438
735200	525.767	1088.95	0.589615	0	50.9375	94.4375	130.688	161.188	187.438
735300	525.767	996.507	0.589615	0	50.9375	94.4375	130.688	161.188	187.438
735400	525.767	1060.15	0.589615	0	50.9375	94.4375	130.688	161.188	187.438
735500	310	1063.96	1	0	51	94.5	130.75	161.25	187.5
735600	310	882.777	1	0	51	94.5	130.75	161.25	187.5
735700	310	879.511	1	0	51	94.5	130.75	161.25	187.5
735800	310	852.758	1	0	51	94.5	130.75	161.25	187.5
735900	310	857.571	1	0	51	94.5	130.75	161.25	187.5
736000	600	918.98	0.516667	0	51	94.5	130.75	161.25	187.438
736100	600	1031.48	0.516667	0	51	94.5	130.75	161.25	187.438
736200	600	1139.49	0.516667	0	51	94.5	130.75	161.25	187.438
736300	600	1050.79	0.516667	0	51	94.5	130.75	161.25	187.438
736400	600	1146.68	0.516667	0	51	94.5	130.75	161.25	187.438
736500	353.769	1080.67	0.876278	0	50.9375	94.5	130.75	161.25	187.438
736600	353.769	1006.67	0.876278	0	50.9375	94.5	130.75	161.25	187.438
736700	353.769	1024.83	0.876278	0	50.9375	94.5	130.75	161.25	187.438
736800	353.769	917.969	0.876278	0	50.9375	94.5	130.75	161.25	187.438
736900	353.769	950.162	0.876278	0	50.9375	94.5	130.75	161.25	187.438
737000	403.717	936.552	0.767864	0	50.9375	94.4375	130.75	161.25	187.438
737100	403.717	999.147	0.767864	0	50.9375	94.4375	130.75	161.25	187.438
737200	403.717	961.649	0.767864	0	50.9375	94.4375	130.75	161.25	187.438
737300	403.717	933.107	0.767864	0	50.9375	94.4375	130.75	161.25	187.438
737400	403.717	961.169	0.767864	0	50.9375	94.4375	130.75	161.25	187.438
737500	353.769	1003.75	0.876278	0	50.875	94.4375	130.75	161.25	187.438
737600	353.769	929.372	0.876278	0	50.875	94.4375	130.75	161.25	187.438
737700	353.769	940.553	0.876278	0	50.875	94.4375	130.75	161.25	187.438
737800	353.769	920.806	0.876278	0	50.875	94.4375	130.75	161.25	187.438
737900	353.769	895.441	0.876278	0	50.875	94.4375	130.75	161.25	187.438
738000	600	890.154	0.516667	0	50.875	94.4375	130.75	161.25	187.375
738100	600	1070.35	0.516667	0	50.875	94.4375	130.75	161.25	187.375
738200	600	1053.85	0.516667	0	50.875	94.4375	130.75	161.25	187.375
738300	600	1145.2	0.516667	0	50.875	94.4375	130.75	161.25	187.375
738400	600	1138.43	0.516667	0	50.875	94.4375	130.75	161.25	187.375
738500	310	1119.97	1	0	50.9375	94.5	130.812	161.312	187.438
738600	310	931.611	1	0	50.9375	94.5	130.812	161.312	187.438
738700	310	970.455	1	0	50.9375	94.5	130.812	161.312	187.438
738800	310	857.939	1	0	50.9375	94.5	130.812	161.312	187.438
738900	310	878.309	1	0	50.9375	94.5	130.812	161.312	187.438
739000	600	901.071	0.516667	0	50.9375	94.5	130.812	161.312	187.375
739100	600	1101.04	0.516667	0	50.9375	94.5	130.812	161.312	187.375
739200	600	1033.62	0.516667	0	50.9375	94.5	130.812	161.312	187.375
739300	600	1063.38	0.516667	0	50.9375	94.5	130.812	161.312	187.375
739400	600	1041.27	0.516667	0	50.9375	94.5	130.812	161.312	187.375
739500	353.769	1054.61	0.876278	0	50.875	94.5	130.812	161.312	187.375
739600	353.769	958.322	0.876278	0	50.875	94.5	130.812	161.312	187.375
739700	353.769	891.581	0.876278	0	50.875	94.5	130.812	161.312	187.375
739800	353.769	923.696	0.876278	0	50.875	94.5	130.812	161.312	187.375
739900	353.769	909.173	0.876278	0	50.875	94.5	130.812	161.312	187.375
740000	600	950.34	0.516667	0	50.875	94.5	130.812	161.312	187.312
740100	600	1013.66	0.516667	0	50.875	94.5	130.812	161.312	187.312
740200	600	1045.91	0.516667	0	50.875	94.5	130.812	161.312	187.312
740300	600	1076.93	0.516667	0	50.875	94.5	130.812	161.312	187.312
740400	600	1020.71	0.516667	0	50.875	94.5	130.812	161.312	187.312
740500	310	1098.25	1	0	50.9375	94.5625	130.875	161.375	187.375
740600	310	913.451	1	0	50.9375	94.5625	130.875	161.375	187.375
740700	310	886.26	1	0	50.9375	94.5625	130.875	161.375	187.375
740800	310	883.856	1	0	50.9375	94.5625	130.875	161.375	187.375
740900	310	884.312	1	0	50.9375	94.5625	130.875	161.375	187.375
741000	600	890.515	0.516667	0	50.9375	94.5625	130.875	161.375	187.312
741100	600	1132.15	0.516667	0	50.9375	94.5625	130.875	161.375	187.312
741200	600	1087.21	0.516667	0	50.9375	94.5625	130.875	161.375	187.312
741300	600	1048.04	0.516667	0	50.9375	94.5625	130.875	161.375	187.312
741400	600	1111.32	0.516667	0	50.9375	94.5625	130.875	161.375	187.312
741500	310	1121.64	1	0	51	94.625	130.938	161.438	187.375
741600	310	962.13	1	0	51	94.625	130.938	161.438	187.375
741700	310	887.902	1	0	51	94.625	130.938	161.438	187.375
741800	310	903.126	1	0	51	94.625	130.938	161.438	187.375
741900	310	879.758	1	0	51	94.625	130.938	161.438	187.375
742000	525.767	903.795	0.589615	0	51	94.625	130.938	161.375	187.375
742100	525.767	1092.37	0.589615	0	51	94.625	130.938	161.375	187.375
742200	525.767	1069.91	0.589615	0	51	94.625	130.938	161.375	187.375
742300	525.767	1051.11	0.589615	0	51	94.625	130.938	161.375	187.375
742400	525.767	1077.13	0.589615	0	51	94.625	130.938	161.375	187.375
742500	353.769	1064.33	0.876278	0	50.9375	94.625	130.938	161.375	187.375
742600	353.769	995.695	0.876278	0	50.9375	94.625	130.938	161.375	187.375
742700	353.769	941.012	0.876278	0	50.9375	94.625	130.938	161.375	187.375
742800	353.769	926.163	0.876278	0	50.9375	94.625	130.938	161.375	187.375
742900	353.769	923.069	0.876278	0	50.9375	94.625	130.938	161.375	187.375
743000	403.717	1002.02	0.767864	0	50.9375	94.5625	130.938	161.375	187.375
743100	403.717	979.855	0.767864	0	50.9375	94.5625	130.938	161.375	187.375
743200	403.717	976.504	0.767864	0	50.9375	94.5625	130.938	161.375	187.375
743300	403.717	956.483	0.767864	0	50.9375	94.5625	130.938	161.375	187.375
743400	403.717	997.944	0.767864	0	50.9375	94.5625	130.938	161.375	187.375
743500	460.718	967.268	0.672862	0	50.9375	94.5625	130.875	161.375	187.375
743600	460.718	1074.21	0.672862	0	50.9375	94.5625	130.875	161.375	187.375
743700	460.718	989.67	0.672862	0	50.9375	94.5625	130.875	161.375	187.375
743800	460.718	1012.97	0.672862	0	50.9375	94.5625	130.875	161.375	187.375
743900	460.718	955.678	0.672862	0	50.9375	94.5625	130.875	161.375	187.375
744000	353.769	1053.53	0.876278	0	50.875	94.5625	130.875	161.375	187.375
744100	353.769	954.272	0.876278	0	50.875	94.5625	130.875	161.375	187.375
744200	353.769	914.258	0.876278	0	50.875	94.5625	130.875	161.375	187.375
744300	353.769	905.795	0.876278	0	50.875	94.5625	130.875	161.375	187.375
744400	353.769	933.943	0.876278	0	50.875	94.5625	130.875	161.375	187.375
744500	525.767	908.846	0.589615	0	50.875	94.5625	130.875	161.312	187.375
744600	525.767	1007.74	0.589615	0	50.875	94.5625	130.875	161.312	187.375
744700	525.767	1063.88	0.589615	0	50.875	94.5625	130.875	161.312	187.375
744800	525.767	1035.64	0.589615	0	50.875	94.5625	130.875	161.312	187.375
744900	525.767	1048.46	0.589615	0	50.875	94.5625	130.875	161.312	187.375
745000	353.769	1020.68	0.876278	0	50.8125	94.5625	130.875	161.312	187.375
745100	353.769	946.001	0.876278	0	50.8125	94.5625	130.875	161.312	187.375
745200	353.769	937.472	0.876278	0	50.8125	94.5625	130.875	161.312	187.375
745300	353.769	918.707	0.876278	0	50.8125	94.5625	130.875	161.312	187.375
745400	353.769	964.061	0.876278	0	50.8125	94.5625	130.875	161.312	187.375
745500	525.767	974.145	0.589615	0	50.8125	94.5625	130.875	161.25	187.375
745600	525.767	1035.37	0.589615	0	50.8125	94.5625	130.875	161.25	187.375
745700	525.767	1065.28	0.589615	0	50.8125	94.5625	130.875	161.25	187.375
745800	525.767	1032.76	0.589615	0	50.8125	94.5625	130.875	161.25	187.375
745900	525.767	1014.88	0.589615	0	50.8125	94.5625	130.875	161.25	187.375
746000	310	1074.86	1	0	50.875	94.625	130.938	161.312	187.438
746100	310	925.229	1	0	50.875	94.625	130.938	161.312	187.438
746200	310	899.608	1	0	50.875	94.625	130.938	161.312	187.438
746300	310	936.477	1	0	50.875	94.625	130.938	161.312	187.438
746400	310	879.673	1	0	50.875	94.625	130.938	161.312	187.438
746500	600	876.644	0.516667	0	50.875	94.625	130.938	161.312	187.375
746600	600	1067.6	0.516667	0	50.875	94.625	130.938	161.312	187.375
746700	600	1097.2	0.516667	0	50.875	94.625	130.938	161.312	187.375
746800	600	1077.22	0.516667	0	50.875	94.625	130.938	161.312	187.375
746900	600	1071.66	0.516667	0	50.875	94.625	130.938	161.312	187.375
747000	353.769	1093.22	0.876278	0	50.8125	94.625	130.938	161.312	187.375
747100	353.769	952.236	0.876278	0	50.8125	94.625	130.938	161.312	187.375
747200	353.769	934.506	0.876278	0	50.8125	94.625	130.938	161.312	187.375
747300	353.769	1005.45	0.876278	0	50.8125	94.625	130.938	161.312	187.375
747400	353.769	968.264	0.876278	0	50.8125	94.625	130.938	161.312	187.375
747500	460.718	1002.01	0.672862	0	50.8125	94.625	130.875	161.312	187.375
747600	460.718	961.814	0.672862	0	50.8125	94.625	130.875	161.312	187.375
747700	460.718	977.745	0.672862	0	50.8125	94.625	130.875	161.312	187.375
747800	460.718	998.276	0.672862	0	50.8125	94.625	130.875	161.312	187.375
747900	460.718	983.676	0.672862	0	50.8125	94.625	130.875	161.312	187.375
748000	460.718	1030.06	0.672862	0	50.8125	94.625	130.812	161.312	187.375
748100	460.718	1020.55	0.672862	0	50.8125	94.625	130.812	161.312	187.375
748200	460.718	1000.81	0.672862	0	50.8125	94.625	130.812	161.312	187.375
748300	460.718	966.651	0.672862	0	50.8125	94.625	130.812	161.312	187.375
748400	460.718	998.215	0.672862	0	50.8125	94.625	130.812	161.312	187.375
748500	460.718	997.225	0.672862	0	50.8125	94.625	130.75	161.312	187.375
748600	460.718	1034.11	0.672862	0	50.8125	94.625	130.75	161.312	187.375
748700	460.718	1022.57	0.672862	0	50.8125	94.625	130.75	161.312	187.375
748800	460.718	994.303	0.672862	0	50.8125	94.625	130.75	161.312	187.375
748900	460.718	1059.36	0.672862	0	50.8125	94.625	130.75	161.312	187.375
749000	353.769	1025.2	0.876278	0	50.75	94.625	130.75	161.312	187.375
749100	353.769	934.557	0.876278	0	50.75	94.625	130.75	161.312	187.375
749200	353.769	931.621	0.876278	0	50.75	94.625	130.75	161.312	187.375
749300	353.769	929.242	0.876278	0	50.75	94.625	130.75	161.312	187.375
749400	353.769	907.089	0.876278	0	50.75	94.625	130.75	161.312	187.375
749500	460.718	960.347	0.672862	0	50.75	94.625	130.688	161.312	187.375
749600	460.718	970.208	0.672862	0	50.75	94.625	130.688	161.312	187.375
749700	460.718	975.503	0.672862	0	50.75	94.625	130.688	161.312	187.375
749800	460.718	1009.48	0.672862	0	50.75	94.625	130.688	161.312	187.375
749900	460.718	978.558	0.672862	0	50.75	94.625	130.688	161.312	187.375
750000	353.769	1004	0.876278	0	50.6875	94.625	130.688	161.312	187.375
750100	353.769	947.35	0.876278	0	50.6875	94.625	130.688	161.312	187.375
750200	353.769	901.601	0.876278	0	50.6875	94.625	130.688	161.312	187.375
750300	353.769	901.12	0.876278	0	50.6875	94.625	130.688	161.312	187.375
750400	353.769	892.474	0.876278	0	50.6875	94.625	130.688	161.312	187.375
750500	460.718	947.132	0.672862	0	50.6875	94.625	130.625	161.312	187.375
750600	460.718	1011.29	0.672862	0	50.6875	94.625	130.625	161.312	187.375
750700	460.718	985.807	0.672862	0	50.6875	94.625	130.625	161.312	187.375
750800	460.718	938.838	0.672862	0	50.6875	94.625	130.625	161.312	187.375
750900	460.718	1048.9	0.672862	0	50.6875	94.625	130.625	161.312	187.375
