"Steps"	"Temperature (K)"	"PotentialEnergy"	"Scaling"	"298K Weight"	"386.47K Weight"	"501.204K Weight"	"650K Weight"
172700	650	152.259	0.458462	0	-5.5	-11.5312	-17.8438
172750	650	147.319	0.458462	0	-5.5	-11.5312	-17.875
172800	650	162.066	0.458462	0	-5.5	-11.5312	-17.875
172850	650	141.733	0.458462	0	-5.5	-11.5312	-17.875
172900	650	194.066	0.458462	0	-5.5	-11.5312	-17.875
172950	650	155.253	0.458462	0	-5.5	-11.5312	-17.875
173000	501.204	97.7258	0.594569	0	-5.5	-11.5625	-17.875
173050	501.204	104.526	0.594569	0	-5.5	-11.5625	-17.875
173100	501.204	105.147	0.594569	0	-5.5	-11.5625	-17.875
173150	501.204	93.0539	0.594569	0	-5.5	-11.5625	-17.875
173200	501.204	82.244	0.594569	0	-5.5	-11.5625	-17.875
173250	650	114.601	0.458462	0	-5.5	-11.5625	-17.9062
173300	650	146.242	0.458462	0	-5.5	-11.5625	-17.9062
173350	650	153.454	0.458462	0	-5.5	-11.5625	-17.9062
173400	650	126.72	0.458462	0	-5.5	-11.5625	-17.9062
173450	650	116.651	0.458462	0	-5.5	-11.5625	-17.9062
173500	650	171.736	0.458462	0	-5.5	-11.5625	-17.9375
173550	650	154.526	0.458462	0	-5.5	-11.5625	-17.9375
173600	650	130.788	0.458462	0	-5.5	-11.5625	-17.9375
173650	650	139.774	0.458462	0	-5.5	-11.5625	-17.9375
173700	650	137.52	0.458462	0	-5.5	-11.5625	-17.9375
173750	650	134.299	0.458462	0	-5.5	-11.5625	-17.9688
173800	650	111.845	0.458462	0	-5.5	-11.5625	-17.9688
173850	650	119.008	0.458462	0	-5.5	-11.5625	-17.9688
173900	650	109.031	0.458462	0	-5.5	-11.5625	-17.9688
173950	650	111.764	0.458462	0	-5.5	-11.5625	-17.9688
174000	501.204	70.4496	0.594569	0	-5.5	-11.5938	-17.9688
174050	501.204	85.1378	0.594569	0	-5.5	-11.5938	-17.9688
174100	501.204	92.7505	0.594569	0	-5.5	-11.5938	-17.9688
174150	501.204	82.1675	0.594569	0	-5.5	-11.5938	-17.9688
174200	501.204	95.6539	0.594569	0	-5.5	-11.5938	-17.9688
174250	501.204	86.6144	0.594569	0	-5.5	-11.625	-17.9688
174300	501.204	98.8853	0.594569	0	-5.5	-11.625	-17.9688
174350	501.204	106.03	0.594569	0	-5.5	-11.625	-17.9688
174400	501.204	90.2681	0.594569	0	-5.5	-11.625	-17.9688
174450	501.204	90.5898	0.594569	0	-5.5	-11.625	-17.9688
174500	501.204	105.336	0.594569	0	-5.5	-11.6562	-17.9688
174550	501.204	93.7797	0.594569	0	-5.5	-11.6562	-17.9688
174600	501.204	75.6138	0.594569	0	-5.5	-11.6562	-17.9688
174650	501.204	89.318	0.594569	0	-5.5	-11.6562	-17.9688
174700	501.204	78.3055	0.594569	0	-5.5	-11.6562	-17.9688
174750	501.204	88.9838	0.594569	0	-5.5	-11.6875	-17.9688
174800	501.204	122.102	0.594569	0	-5.5	-11.6875	-17.9688
174850	501.204	97.6538	0.594569	0	-5.5	-11.6875	-17.9688
174900	501.204	102.738	0.594569	0	-5.5	-11.6875	-17.9688
174950	501.204	80.5018	0.594569	0	-5.5	-11.6875	-17.9688
175000	650	128.623	0.458462	0	-5.5	-11.6875	-18
175050	650	158.04	0.458462	0	-5.5	-11.6875	-18
175100	650	126.613	0.458462	0	-5.5	-11.6875	-18
175150	650	118.086	0.458462	0	-5.5	-11.6875	-18
175200	650	108.075	0.458462	0	-5.5	-11.6875	-18
175250	501.204	99.3826	0.594569	0	-5.5	-11.7188	-18
175300	501.204	92.1109	0.594569	0	-5.5	-11.7188	-18
175350	501.204	93.5068	0.594569	0	-5.5	-11.7188	-18
175400	501.204	116.756	0.594569	0	-5.5	-11.7188	-18
175450	501.204	93.5516	0.594569	0	-5.5	-11.7188	-18
175500	386.47	67.0103	0.771083	0	-5.53125	-11.7188	-18
175550	386.47	64.3247	0.771083	0	-5.53125	-11.7188	-18
175600	386.47	61.8126	0.771083	0	-5.53125	-11.7188	-18
175650	386.47	57.8173	0.771083	0	-5.53125	-11.7188	-18
175700	386.47	62.8373	0.771083	0	-5.53125	-11.7188	-18
175750	386.47	71.866	0.771083	0	-5.5625	-11.7188	-18
175800	386.47	74.7527	0.771083	0	-5.5625	-11.7188	-18
175850	386.47	72.8634	0.771083	0	-5.5625	-11.7188	-18
175900	386.47	75.8409	0.771083	0	-5.5625	-11.7188	-18
175950	386.47	79.8288	0.771083	0	-5.5625	-11.7188	-18
176000	386.47	75.1105	0.771083	0	-5.59375	-11.7188	-18
176050	386.47	63.4646	0.771083	0	-5.59375	-11.7188	-18
176100	386.47	69.1373	0.771083	0	-5.59375	-11.7188	-18
176150	386.47	62.2752	0.771083	0	-5.59375	-11.7188	-18
176200	386.47	62.621	0.771083	0	-5.59375	-11.7188	-18
176250	386.47	66.2667	0.771083	0	-5.625	-11.7188	-18
176300	386.47	59.5087	0.771083	0	-5.625	-11.7188	-18
176350	386.47	56.8985	0.771083	0	-5.625	-11.7188	-18
176400	386.47	53.7992	0.771083	0	-5.625	-11.7188	-18
176450	386.47	70.1767	0.771083	0	-5.625	-11.7188	-18
176500	298	52.9743	1	0	-5.59375	-11.6875	-17.9688
176550	298	47.8628	1	0	-5.59375	-11.6875	-17.9688
176600	298	44.6991	1	0	-5.59375	-11.6875	-17.9688
176650	298	43.7963	1	0	-5.59375	-11.6875	-17.9688
176700	298	48.0501	1	0	-5.59375	-11.6875	-17.9688
176750	386.47	73.089	0.771083	0	-5.60938	-11.6875	-17.9688
176800	386.47	64.1357	0.771083	0	-5.60938	-11.6875	-17.9688
176850	386.47	53.681	0.771083	0	-5.60938	-11.6875	-17.9688
176900	386.47	64.6795	0.771083	0	-5.60938	-11.6875	-17.9688
176950	386.47	71.3854	0.771083	0	-5.60938	-11.6875	-17.9688
177000	386.47	64.238	0.771083	0	-5.625	-11.6875	-17.9688
177050	386.47	59.484	0.771083	0	-5.625	-11.6875	-17.9688
177100	386.47	63.474	0.771083	0	-5.625	-11.6875	-17.9688
177150	386.47	61.3653	0.771083	0	-5.625	-11.6875	-17.9688
177200	386.47	57.3875	0.771083	0	-5.625	-11.6875	-17.9688
177250	386.47	60.5664	0.771083	0	-5.64062	-11.6875	-17.9688
177300	386.47	67.117	0.771083	0	-5.64062	-11.6875	-17.9688
177350	386.47	67.1964	0.771083	0	-5.64062	-11.6875	-17.9688
177400	386.47	67.2661	0.771083	0	-5.64062	-11.6875	-17.9688
177450	386.47	57.8809	0.771083	0	-5.64062	-11.6875	-17.9688
177500	386.47	72.0817	0.771083	0	-5.65625	-11.6875	-17.9688
177550	386.47	65.7862	0.771083	0	-5.65625	-11.6875	-17.9688
177600	386.47	83.6492	0.771083	0	-5.65625	-11.6875	-17.9688
177650	386.47	71.4271	0.771083	0	-5.65625	-11.6875	-17.9688
177700	386.47	71.8861	0.771083	0	-5.65625	-11.6875	-17.9688
177750	386.47	60.2538	0.771083	0	-5.67188	-11.6875	-17.9688
177800	386.47	61.4432	0.771083	0	-5.67188	-11.6875	-17.9688
177850	386.47	70.328	0.771083	0	-5.67188	-11.6875	-17.9688
177900	386.47	64.5135	0.771083	0	-5.67188	-11.6875	-17.9688
177950	386.47	67.7574	0.771083	0	-5.67188	-11.6875	-17.9688
178000	298	53.2189	1	0	-5.65625	-11.6719	-17.9531
178050	298	55.7194	1	0	-5.65625	-11.6719	-17.9531
178100	298	55.7716	1	0	-5.65625	-11.6719	-17.9531
178150	298	52.7482	1	0	-5.65625	-11.6719	-17.9531
178200	298	50.6984	1	0	-5.65625	-11.6719	-17.9531
178250	298	44.9159	1	0	-5.64062	-11.6562	-17.9375
178300	298	54.0044	1	0	-5.64062	-11.6562	-17.9375
178350	298	49.1279	1	0	-5.64062	-11.6562	-17.9375
178400	298	43.6498	1	0	-5.64062	-11.6562	-17.9375
178450	298	47.6249	1	0	-5.64062	-11.6562	-17.9375
178500	386.47	61.5498	0.771083	0	-5.65625	-11.6562	-17.9375
178550	386.47	71.4764	0.771083	0	-5.65625	-11.6562	-17.9375
178600	386.47	71.3967	0.771083	0	-5.65625	-11.6562	-17.9375
178650	386.47	69.1436	0.771083	0	-5.65625	-11.6562	-17.9375
178700	386.47	54.5254	0.771083	0	-5.65625	-11.6562	-17.9375
178750	298	42.9208	1	0	-5.64062	-11.6406	-17.9219
178800	298	52.1523	1	0	-5.64062	-11.6406	-17.9219
178850	298	52.096	1	0	-5.64062	-11.6406	-17.9219
178900	298	61.4373	1	0	-5.64062	-11.6406	-17.9219
178950	298	50.3365	1	0	-5.64062	-11.6406	-17.9219
179000	298	48.1624	1	0	-5.625	-11.625	-17.9062
179050	298	43.6169	1	0	-5.625	-11.625	-17.9062
179100	298	43.7598	1	0	-5.625	-11.625	-17.9062
179150	298	46.1477	1	0	-5.625	-11.625	-17.9062
179200	298	43.5328	1	0	-5.625	-11.625	-17.9062
179250	298	43.4343	1	0	-5.60938	-11.6094	-17.8906
179300	298	46.9816	1	0	-5.60938	-11.6094	-17.8906
179350	298	46.4781	1	0	-5.60938	-11.6094	-17.8906
179400	298	46.6478	1	0	-5.60938	-11.6094	-17.8906
179450	298	51.1619	1	0	-5.60938	-11.6094	-17.8906
179500	386.47	71.2624	0.771083	0	-5.625	-11.6094	-17.8906
179550	386.47	74.4091	0.771083	0	-5.625	-11.6094	-17.8906
179600	386.47	82.1836	0.771083	0	-5.625	-11.6094	-17.8906
179650	386.47	72.0516	0.771083	0	-5.625	-11.6094	-17.8906
179700	386.47	68.6771	0.771083	0	-5.625	-11.6094	-17.8906
179750	386.47	56.889	0.771083	0	-5.64062	-11.6094	-17.8906
179800	386.47	54.8904	0.771083	0	-5.64062	-11.6094	-17.8906
179850	386.47	52.5416	0.771083	0	-5.64062	-11.6094	-17.8906
179900	386.47	57.5201	0.771083	0	-5.64062	-11.6094	-17.8906
179950	386.47	57.3416	0.771083	0	-5.64062	-11.6094	-17.8906
180000	298	44.4253	1	0	-5.625	-11.5938	-17.875
180050	298	58.7681	1	0	-5.625	-11.5938	-17.875
180100	298	57.7979	1	0	-5.625	-11.5938	-17.875
180150	298	50.096	1	0	-5.625	-11.5938	-17.875
180200	298	47.599	1	0	-5.625	-11.5938	-17.875
180250	298	46.6261	1	0	-5.60938	-11.5781	-17.8594
180300	298	47.0623	1	0	-5.60938	-11.5781	-17.8594
180350	298	47.7286	1	0	-5.60938	-11.5781	-17.8594
180400	298	48.4116	1	0	-5.60938	-11.5781	-17.8594
180450	298	48.3787	1	0	-5.60938	-11.5781	-17.8594
180500	298	59.416	1	0	-5.59375	-11.5625	-17.8438
180550	298	51.0906	1	0	-5.59375	-11.5625	-17.8438
180600	298	47.9037	1	0	-5.59375	-11.5625	-17.8438
180650	298	41.3969	1	0	-5.59375	-11.5625	-17.8438
180700	298	51.7951	1	0	-5.59375	-11.5625	-17.8438
180750	386.47	72.6271	0.771083	0	-5.60938	-11.5625	-17.8438
180800	386.47	71.996	0.771083	0	-5.60938	-11.5625	-17.8438
180850	386.47	75.5296	0.771083	0	-5.60938	-11.5625	-17.8438
180900	386.47	90.8213	0.771083	0	-5.60938	-11.5625	-17.8438
180950	386.47	74.1083	0.771083	0	-5.60938	-11.5625	-17.8438
181000	298	56.9957	1	0	-5.59375	-11.5469	-17.8281
181050	298	43.0421	1	0	-5.59375	-11.5469	-17.8281
181100	298	42.0325	1	0	-5.59375	-11.5469	-17.8281
181150	298	48.3625	1	0	-5.59375	-11.5469	-17.8281
181200	298	40.9648	1	0	-5.59375	-11.5469	-17.8281
181250	298	54.7604	1	0	-5.57812	-11.5312	-17.8125
181300	298	53.7271	1	0	-5.57812	-11.5312	-17.8125
181350	298	59.0869	1	0	-5.57812	-11.5312	-17.8125
181400	298	48.2252	1	0	-5.57812	-11.5312	-17.8125
181450	298	52.8603	1	0	-5.57812	-11.5312	-17.8125
181500	298	52.9436	1	0	-5.5625	-11.5156	-17.7969
181550	298	59.8991	1	0	-5.5625	-11.5156	-17.7969
181600	298	48.0132	1	0	-5.5625	-11.5156	-17.7969
181650	298	50.938	1	0	-5.5625	-11.5156	-17.7969
181700	298	49.1505	1	0	-5.5625	-11.5156	-17.7969
181750	386.47	64.3586	0.771083	0	-5.57812	-11.5156	-17.7969
181800	386.47	64.7974	0.771083	0	-5.57812	-11.5156	-17.7969
181850	386.47	67.5138	0.771083	0	-5.57812	-11.5156	-17.7969
181900	386.47	63.6676	0.771083	0	-5.57812	-11.5156	-17.7969
181950	386.47	66.0224	0.771083	0	-5.57812	-11.5156	-17.7969
182000	298	54.1641	1	0	-5.5625	-11.5	-17.7812
182050	298	47.1248	1	0	-5.5625	-11.5	-17.7812
182100	298	40.1101	1	0	-5.5625	-11.5	-17.7812
182150	298	48.0935	1	0	-5.5625	-11.5	-17.7812
182200	298	46.1024	1	0	-5.5625	-11.5	-17.7812
182250	298	47.7156	1	0	-5.54688	-11.4844	-17.7656
182300	298	41.5526	1	0	-5.54688	-11.4844	-17.7656
182350	298	38.6611	1	0	-5.54688	-11.4844	-17.7656
182400	298	44.7375	1	0	-5.54688	-11.4844	-17.7656
182450	298	48.6077	1	0	-5.54688	-11.4844	-17.7656
182500	386.47	56.767	0.771083	0	-5.5625	-11.4844	-17.7656
182550	386.47	53.1565	0.771083	0	-5.5625	-11.4844	-17.7656
182600	386.47	54.429	0.771083	0	-5.5625	-11.4844	-17.7656
182650	386.47	58.683	0.771083	0	-5.5625	-11.4844	-17.7656
182700	386.47	54.5448	0.771083	0	-5.5625	-11.4844	-17.7656
182750	298	39.0847	1	0	-5.54688	-11.4688	-17.75
182800	298	39.5978	1	0	-5.54688	-11.4688	-17.75
182850	298	42.4105	1	0	-5.54688	-11.4688	-17.75
182900	298	42.1393	1	0	-5.54688	-11.4688	-17.75
182950	298	46.2539	1	0	-5.54688	-11.4688	-17.75
183000	386.47	58.8953	0.771083	0	-5.5625	-11.4688	-17.75
183050	386.47	63.0833	0.771083	0	-5.5625	-11.4688	-17.75
183100	386.47	61.8131	0.771083	0	-5.5625	-11.4688	-17.75
183150	386.47	64.6603	0.771083	0	-5.5625	-11.4688	-17.75
183200	386.47	67.4622	0.771083	0	-5.5625	-11.4688	-17.75
183250	298	49.0667	1	0	-5.54688	-11.4531	-17.7344
183300	298	49.8071	1	0	-5.54688	-11.4531	-17.7344
183350	298	55.6969	1	0	-5.54688	-11.4531	-17.7344
183400	298	50.3924	1	0	-5.54688	-11.4531	-17.7344
183450	298	58.7751	1	0	-5.54688	-11.4531	-17.7344
183500	298	43.9952	1	0	-5.53125	-11.4375	-17.7188
183550	298	44.1915	1	0	-5.53125	-11.4375	-17.7188
183600	298	45.2502	1	0	-5.53125	-11.4375	-17.7188
183650	298	48.5682	1	0	-5.53125	-11.4375	-17.7188
183700	298	39.5083	1	0	-5.53125	-11.4375	-17.7188
183750	298	48.557	1	0	-5.51562	-11.4219	-17.7031
183800	298	45.8358	1	0	-5.51562	-11.4219	-17.7031
183850	298	49.69	1	0	-5.51562	-11.4219	-17.7031
183900	298	51.6433	1	0	-5.51562	-11.4219	-17.7031
183950	298	59.8028	1	0	-5.51562	-11.4219	-17.7031
184000	298	53.6956	1	0	-5.5	-11.4062	-17.6875
184050	298	41.1671	1	0	-5.5	-11.4062	-17.6875
184100	298	49.6564	1	0	-5.5	-11.4062	-17.6875
184150	298	45.8483	1	0	-5.5	-11.4062	-17.6875
184200	298	57.3284	1	0	-5.5	-11.4062	-17.6875
184250	298	48.5406	1	0	-5.48438	-11.3906	-17.6719
184300	298	46.3333	1	0	-5.48438	-11.3906	-17.6719
184350	298	51.1908	1	0	-5.48438	-11.3906	-17.6719
184400	298	47.7239	1	0	-5.48438	-11.3906	-17.6719
184450	298	44.0106	1	0	-5.48438	-11.3906	-17.6719
184500	298	45.847	1	0	-5.46875	-11.375	-17.6562
184550	298	46.7414	1	0	-5.46875	-11.375	-17.6562
184600	298	49.3697	1	0	-5.46875	-11.375	-17.6562
184650	298	42.777	1	0	-5.46875	-11.375	-17.6562
184700	298	48.7063	1	0	-5.46875	-11.375	-17.6562
184750	501.204	87.896	0.594569	0	-5.46875	-11.3906	-17.6562
184800	501.204	95.0265	0.594569	0	-5.46875	-11.3906	-17.6562
184850	501.204	79.4246	0.594569	0	-5.46875	-11.3906	-17.6562
184900	501.204	78.7059	0.594569	0	-5.46875	-11.3906	-17.6562
184950	501.204	72.5109	0.594569	0	-5.46875	-11.3906	-17.6562
185000	501.204	100.371	0.594569	0	-5.46875	-11.4062	-17.6562
185050	501.204	131.182	0.594569	0	-5.46875	-11.4062	-17.6562
185100	501.204	92.9097	0.594569	0	-5.46875	-11.4062	-17.6562
185150	501.204	93.0575	0.594569	0	-5.46875	-11.4062	-17.6562
185200	501.204	104.556	0.594569	0	-5.46875	-11.4062	-17.6562
185250	386.47	61.7533	0.771083	0	-5.48438	-11.4062	-17.6562
185300	386.47	62.7336	0.771083	0	-5.48438	-11.4062	-17.6562
185350	386.47	67.2399	0.771083	0	-5.48438	-11.4062	-17.6562
185400	386.47	62.2186	0.771083	0	-5.48438	-11.4062	-17.6562
185450	386.47	70.3393	0.771083	0	-5.48438	-11.4062	-17.6562
185500	650	97.9918	0.458462	0	-5.48438	-11.4062	-17.6719
185550	650	176.923	0.458462	0	-5.48438	-11.4062	-17.6719
185600	650	136.411	0.458462	0	-5.48438	-11.4062	-17.6719
185650	650	105.028	0.458462	0	-5.48438	-11.4062	-17.6719
185700	650	134.453	0.458462	0	-5.48438	-11.4062	-17.6719
185750	501.204	101.429	0.594569	0	-5.48438	-11.4219	-17.6719
185800	501.204	94.8746	0.594569	0	-5.48438	-11.4219	-17.6719
185850	501.204	104.663	0.594569	0	-5.48438	-11.4219	-17.6719
185900	501.204	82.2554	0.594569	0	-5.48438	-11.4219	-17.6719
185950	501.204	90.4012	0.594569	0	-5.48438	-11.4219	-17.6719
186000	501.204	89.6125	0.594569	0	-5.48438	-11.4375	-17.6719
186050	501.204	105.165	0.594569	0	-5.48438	-11.4375	-17.6719
186100	501.204	95.8559	0.594569	0	-5.48438	-11.4375	-17.6719
186150	501.204	98.0442	0.594569	0	-5.48438	-11.4375	-17.6719
186200	501.204	98.0779	0.594569	0	-5.48438	-11.4375	-17.6719
186250	386.47	69.517	0.771083	0	-5.5	-11.4375	-17.6719
186300	386.47	60.93	0.771083	0	-5.5	-11.4375	-17.6719
186350	386.47	60.3122	0.771083	0	-5.5	-11.4375	-17.6719
186400	386.47	74.5162	0.771083	0	-5.5	-11.4375	-17.6719
186450	386.47	70.2501	0.771083	0	-5.5	-11.4375	-17.6719
186500	386.47	63.1099	0.771083	0	-5.51562	-11.4375	-17.6719
186550	386.47	74.6347	0.771083	0	-5.51562	-11.4375	-17.6719
186600	386.47	67.8452	0.771083	0	-5.51562	-11.4375	-17.6719
186650	386.47	58.2319	0.771083	0	-5.51562	-11.4375	-17.6719
186700	386.47	66.9984	0.771083	0	-5.51562	-11.4375	-17.6719
186750	386.47	71.246	0.771083	0	-5.53125	-11.4375	-17.6719
186800	386.47	63.4491	0.771083	0	-5.53125	-11.4375	-17.6719
186850	386.47	56.4856	0.771083	0	-5.53125	-11.4375	-17.6719
186900	386.47	63.3578	0.771083	0	-5.53125	-11.4375	-17.6719
186950	386.47	58.1665	0.771083	0	-5.53125	-11.4375	-17.6719
187000	298	51.5393	1	0	-5.51562	-11.4219	-17.6562
187050	298	42.5294	1	0	-5.51562	-11.4219	-17.6562
187100	298	50.4083	1	0	-5.51562	-11.4219	-17.6562
187150	298	40.0884	1	0	-5.51562	-11.4219	-17.6562
187200	298	49.1085	1	0	-5.51562	-11.4219	-17.6562
187250	298	42.8336	1	0	-5.5	-11.4062	-17.6406
187300	298	55.0156	1	0	-5.5	-11.4062	-17.6406
187350	298	41.1491	1	0	-5.5	-11.4062	-17.6406
187400	298	52.3233	1	0	-5.5	-11.4062	-17.6406
187450	298	41.7967	1	0	-5.5	-11.4062	-17.6406
187500	298	43.6209	1	0	-5.48438	-11.3906	-17.625
187550	298	39.1127	1	0	-5.48438	-11.3906	-17.625
187600	298	40.8414	1	0	-5.48438	-11.3906	-17.625
187650	298	40.4182	1	0	-5.48438	-11.3906	-17.625
187700	298	38.9525	1	0	-5.48438	-11.3906	-17.625
187750	386.47	54.2608	0.771083	0	-5.5	-11.3906	-17.625
187800	386.47	56.0011	0.771083	0	-5.5	-11.3906	-17.625
187850	386.47	55.6035	0.771083	0	-5.5	-11.3906	-17.625
187900	386.47	59.1043	0.771083	0	-5.5	-11.3906	-17.625
187950	386.47	52.7092	0.771083	0	-5.5	-11.3906	-17.625
188000	501.204	91.1993	0.594569	0	-5.5	-11.4062	-17.625
188050	501.204	76.4774	0.594569	0	-5.5	-11.4062	-17.625
188100	501.204	80.6765	0.594569	0	-5.5	-11.4062	-17.625
188150	501.204	84.7039	0.594569	0	-5.5	-11.4062	-17.625
188200	501.204	101.479	0.594569	0	-5.5	-11.4062	-17.625
188250	501.204	88.6404	0.594569	0	-5.5	-11.4219	-17.625
188300	501.204	96.4635	0.594569	0	-5.5	-11.4219	-17.625
188350	501.204	84.5781	0.594569	0	-5.5	-11.4219	-17.625
188400	501.204	99.2447	0.594569	0	-5.5	-11.4219	-17.625
188450	501.204	116.005	0.594569	0	-5.5	-11.4219	-17.625
188500	501.204	86.7573	0.594569	0	-5.5	-11.4375	-17.625
188550	501.204	116.64	0.594569	0	-5.5	-11.4375	-17.625
188600	501.204	81.6703	0.594569	0	-5.5	-11.4375	-17.625
188650	501.204	83.095	0.594569	0	-5.5	-11.4375	-17.625
188700	501.204	113.248	0.594569	0	-5.5	-11.4375	-17.625
188750	501.204	84.6923	0.594569	0	-5.5	-11.4531	-17.625
188800	501.204	86.4223	0.594569	0	-5.5	-11.4531	-17.625
188850	501.204	78.183	0.594569	0	-5.5	-11.4531	-17.625
188900	501.204	100.287	0.594569	0	-5.5	-11.4531	-17.625
188950	501.204	76.232	0.594569	0	-5.5	-11.4531	-17.625
189000	650	123.54	0.458462	0	-5.5	-11.4531	-17.6406
189050	650	166.584	0.458462	0	-5.5	-11.4531	-17.6406
189100	650	121.852	0.458462	0	-5.5	-11.4531	-17.6406
189150	650	120.323	0.458462	0	-5.5	-11.4531	-17.6406
189200	650	130.206	0.458462	0	-5.5	-11.4531	-17.6406
189250	650	137.281	0.458462	0	-5.5	-11.4531	-17.6562
189300	650	135.944	0.458462	0	-5.5	-11.4531	-17.6562
189350	650	149.615	0.458462	0	-5.5	-11.4531	-17.6562
189400	650	133.603	0.458462	0	-5.5	-11.4531	-17.6562
189450	650	105.576	0.458462	0	-5.5	-11.4531	-17.6562
189500	501.204	89.8061	0.594569	0	-5.5	-11.4688	-17.6562
189550	501.204	71.626	0.594569	0	-5.5	-11.4688	-17.6562
189600	501.204	72.8846	0.594569	0	-5.5	-11.4688	-17.6562
189650	501.204	81.5136	0.594569	0	-5.5	-11.4688	-17.6562
189700	501.204	91.5835	0.594569	0	-5.5	-11.4688	-17.6562
189750	386.47	63.1787	0.771083	0	-5.51562	-11.4688	-17.6562
189800	386.47	61.1102	0.771083	0	-5.51562	-11.4688	-17.6562
189850	386.47	58.4502	0.771083	0	-5.51562	-11.4688	-17.6562
189900	386.47	61.0118	0.771083	0	-5.51562	-11.4688	-17.6562
189950	386.47	62.8472	0.771083	0	-5.51562	-11.4688	-17.6562
190000	386.47	71.1659	0.771083	0	-5.53125	-11.4688	-17.6562
190050	386.47	58.829	0.771083	0	-5.53125	-11.4688	-17.6562
190100	386.47	65.5013	0.771083	0	-5.53125	-11.4688	-17.6562
190150	386.47	76.5291	0.771083	0	-5.53125	-11.4688	-17.6562
190200	386.47	66.7047	0.771083	0	-5.53125	-11.4688	-17.6562
190250	298	55.8398	1	0	-5.51562	-11.4531	-17.6406
190300	298	53.0648	1	0	-5.51562	-11.4531	-17.6406
190350	298	51.0488	1	0	-5.51562	-11.4531	-17.6406
190400	298	46.2744	1	0	-5.51562	-11.4531	-17.6406
190450	298	51.6111	1	0	-5.51562	-11.4531	-17.6406
190500	386.47	70.1847	0.771083	0	-5.53125	-11.4531	-17.6406
190550	386.47	76.4129	0.771083	0	-5.53125	-11.4531	-17.6406
190600	386.47	61.693	0.771083	0	-5.53125	-11.4531	-17.6406
190650	386.47	78.8529	0.771083	0	-5.53125	-11.4531	-17.6406
190700	386.47	57.3177	0.771083	0	-5.53125	-11.4531	-17.6406
190750	386.47	58.0158	0.771083	0	-5.54688	-11.4531	-17.6406
190800	386.47	68.7823	0.771083	0	-5.54688	-11.4531	-17.6406
190850	386.47	74.5815	0.771083	0	-5.54688	-11.4531	-17.6406
190900	386.47	72.918	0.771083	0	-5.54688	-11.4531	-17.6406
190950	386.47	73.6398	0.771083	0	-5.54688	-11.4531	-17.6406
191000	386.47	67.9607	0.771083	0	-5.5625	-11.4531	-17.6406
191050	386.47	66.424	0.771083	0	-5.5625	-11.4531	-17.6406
191100	386.47	72.6899	0.771083	0	-5.5625	-11.4531	-17.6406
191150	386.47	79.2413	0.771083	0	-5.5625	-11.4531	-17.6406
191200	386.47	77.7026	0.771083	0	-5.5625	-11.4531	-17.6406
191250	501.204	99.6317	0.594569	0	-5.5625	-11.4688	-17.6406
191300	501.204	99.593	0.594569	0	-5.5625	-11.4688	-17.6406
191350	501.204	89.1251	0.594569	0	-5.5625	-11.4688	-17.6406
191400	501.204	100.703	0.594569	0	-5.5625	-11.4688	-17.6406
191450	501.204	82.598	0.594569	0	-5.5625	-11.4688	-17.6406
191500	650	103.402	0.458462	0	-5.5625	-11.4688	-17.6562
191550	650	106.195	0.458462	0	-5.5625	-11.4688	-17.6562
191600	650	117.419	0.458462	0	-5.5625	-11.4688	-17.6562
191650	650	138.443	0.458462	0	-5.5625	-11.4688	-17.6562
191700	650	120.764	0.458462	0	-5.5625	-11.4688	-17.6562
191750	501.204	95.3584	0.594569	0	-5.5625	-11.4844	-17.6562
191800	501.204	78.844	0.594569	0	-5.5625	-11.4844	-17.6562
191850	501.204	88.438	0.594569	0	-5.5625	-11.4844	-17.6562
191900	501.204	74.3823	0.594569	0	-5.5625	-11.4844	-17.6562
191950	501.204	77.4905	0.594569	0	-5.5625	-11.4844	-17.6562
192000	386.47	61.3754	0.771083	0	-5.57812	-11.4844	-17.6562
192050	386.47	59.4716	0.771083	0	-5.57812	-11.4844	-17.6562
192100	386.47	56.8896	0.771083	0	-5.57812	-11.4844	-17.6562
192150	386.47	57.3101	0.771083	0	-5.57812	-11.4844	-17.6562
192200	386.47	57.4739	0.771083	0	-5.57812	-11.4844	-17.6562
192250	386.47	64.5329	0.771083	0	-5.59375	-11.4844	-17.6562
192300	386.47	64.8062	0.771083	0	-5.59375	-11.4844	-17.6562
192350	386.47	59.3613	0.771083	0	-5.59375	-11.4844	-17.6562
192400	386.47	60.2691	0.771083	0	-5.59375	-11.4844	-17.6562
192450	386.47	60.7041	0.771083	0	-5.59375	-11.4844	-17.6562
192500	386.47	61.8049	0.771083	0	-5.60938	-11.4844	-17.6562
192550	386.47	66.9831	0.771083	0	-5.60938	-11.4844	-17.6562
192600	386.47	67.7228	0.771083	0	-5.60938	-11.4844	-17.6562
192650	386.47	66.9701	0.771083	0	-5.60938	-11.4844	-17.6562
192700	386.47	78.5956	0.771083	0	-5.60938	-11.4844	-17.6562
192750	501.204	82.1555	0.594569	0	-5.60938	-11.5	-17.6562
192800	501.204	131.44	0.594569	0	-5.60938	-11.5	-17.6562
192850	501.204	94.7339	0.594569	0	-5.60938	-11.5	-17.6562
192900	501.204	122.529	0.594569	0	-5.60938	-11.5	-17.6562
192950	501.204	118.535	0.594569	0	-5.60938	-11.5	-17.6562
193000	501.204	87.023	0.594569	0	-5.60938	-11.5156	-17.6562
