"Steps"	"Temperature (K)"	"PotentialEnergy"	"Scaling"	"298K Weight"	"386.47K Weight"	"501.204K Weight"	"650K Weight"
91150	650	106.87	0.458462	0	-5.5	-11.5	-16.5
91200	650	133.479	0.458462	0	-5.5	-11.5	-16.5
91250	650	165.567	0.458462	0	-5.5	-11.5	-16.75
91300	650	125.312	0.458462	0	-5.5	-11.5	-16.75
91350	650	117.081	0.458462	0	-5.5	-11.5	-16.75
91400	650	143.13	0.458462	0	-5.5	-11.5	-16.75
91450	650	123.666	0.458462	0	-5.5	-11.5	-16.75
91500	501.204	91.7702	0.594569	0	-5.5	-11.75	-16.75
91550	501.204	102.531	0.594569	0	-5.5	-11.75	-16.75
91600	501.204	117.568	0.594569	0	-5.5	-11.75	-16.75
91650	501.204	120.099	0.594569	0	-5.5	-11.75	-16.75
91700	501.204	90.974	0.594569	0	-5.5	-11.75	-16.75
91750	386.47	73.1032	0.771083	0	-5.75	-11.75	-16.75
91800	386.47	77.0416	0.771083	0	-5.75	-11.75	-16.75
91850	386.47	70.1859	0.771083	0	-5.75	-11.75	-16.75
91900	386.47	71.5505	0.771083	0	-5.75	-11.75	-16.75
91950	386.47	64.5535	0.771083	0	-5.75	-11.75	-16.75
92000	501.204	104.465	0.594569	0	-5.75	-12	-16.75
92050	501.204	80.5197	0.594569	0	-5.75	-12	-16.75
92100	501.204	74.1835	0.594569	0	-5.75	-12	-16.75
92150	501.204	94.8308	0.594569	0	-5.75	-12	-16.75
92200	501.204	85.7587	0.594569	0	-5.75	-12	-16.75
92250	386.47	64.0376	0.771083	0	-6	-12	-16.75
92300	386.47	65.2931	0.771083	0	-6	-12	-16.75
92350	386.47	62.0535	0.771083	0	-6	-12	-16.75
92400	386.47	66.8027	0.771083	0	-6	-12	-16.75
92450	386.47	64.7621	0.771083	0	-6	-12	-16.75
92500	298	52.5551	1	0	-5.75	-11.75	-16.5
92550	298	49.0624	1	0	-5.75	-11.75	-16.5
92600	298	46.122	1	0	-5.75	-11.75	-16.5
92650	298	41.8231	1	0	-5.75	-11.75	-16.5
92700	298	46.9526	1	0	-5.75	-11.75	-16.5
92750	298	41.5654	1	0	-5.5	-11.5	-16.25
92800	298	49.5385	1	0	-5.5	-11.5	-16.25
92850	298	48.1436	1	0	-5.5	-11.5	-16.25
92900	298	58.6623	1	0	-5.5	-11.5	-16.25
92950	298	41.4809	1	0	-5.5	-11.5	-16.25
93000	298	42.7215	1	0	-5.25	-11.25	-16
93050	298	43.9422	1	0	-5.25	-11.25	-16
93100	298	43.4703	1	0	-5.25	-11.25	-16
93150	298	41.8069	1	0	-5.25	-11.25	-16
93200	298	40.8663	1	0	-5.25	-11.25	-16
93250	298	40.8499	1	0	-5	-11	-15.75
93300	298	45.4229	1	0	-5	-11	-15.75
93350	298	41.3619	1	0	-5	-11	-15.75
93400	298	42.2635	1	0	-5	-11	-15.75
93450	298	36.4357	1	0	-5	-11	-15.75
93500	298	40.0011	1	0	-4.75	-10.75	-15.5
93550	298	44.2439	1	0	-4.75	-10.75	-15.5
93600	298	47.401	1	0	-4.75	-10.75	-15.5
93650	298	41.8877	1	0	-4.75	-10.75	-15.5
93700	298	41.9952	1	0	-4.75	-10.75	-15.5
93750	501.204	81.7919	0.594569	0	-4.75	-11	-15.5
93800	501.204	95.5156	0.594569	0	-4.75	-11	-15.5
93850	501.204	88.7597	0.594569	0	-4.75	-11	-15.5
93900	501.204	83.781	0.594569	0	-4.75	-11	-15.5
93950	501.204	110.46	0.594569	0	-4.75	-11	-15.5
94000	386.47	66.1283	0.771083	0	-5	-11	-15.5
94050	386.47	79.5613	0.771083	0	-5	-11	-15.5
94100	386.47	72.32	0.771083	0	-5	-11	-15.5
94150	386.47	78.9661	0.771083	0	-5	-11	-15.5
94200	386.47	78.3078	0.771083	0	-5	-11	-15.5
94250	298	44.785	1	0	-4.875	-10.875	-15.375
94300	298	48.9793	1	0	-4.875	-10.875	-15.375
94350	298	42.6708	1	0	-4.875	-10.875	-15.375
94400	298	50.36	1	0	-4.875	-10.875	-15.375
94450	298	48.2208	1	0	-4.875	-10.875	-15.375
94500	386.47	58.2078	0.771083	0	-5	-10.875	-15.375
94550	386.47	61.5478	0.771083	0	-5	-10.875	-15.375
94600	386.47	60.4835	0.771083	0	-5	-10.875	-15.375
94650	386.47	80.2724	0.771083	0	-5	-10.875	-15.375
94700	386.47	65.6983	0.771083	0	-5	-10.875	-15.375
94750	501.204	92.1607	0.594569	0	-5	-11	-15.375
94800	501.204	95.2003	0.594569	0	-5	-11	-15.375
94850	501.204	80.4105	0.594569	0	-5	-11	-15.375
94900	501.204	83.1344	0.594569	0	-5	-11	-15.375
94950	501.204	86.2993	0.594569	0	-5	-11	-15.375
95000	650	116.58	0.458462	0	-5	-11	-15.5
95050	650	126.838	0.458462	0	-5	-11	-15.5
95100	650	101.512	0.458462	0	-5	-11	-15.5
95150	650	123.428	0.458462	0	-5	-11	-15.5
95200	650	167.554	0.458462	0	-5	-11	-15.5
95250	650	97.4319	0.458462	0	-5	-11	-15.625
95300	650	98.7365	0.458462	0	-5	-11	-15.625
95350	650	99.3802	0.458462	0	-5	-11	-15.625
95400	650	92.8666	0.458462	0	-5	-11	-15.625
95450	650	104.999	0.458462	0	-5	-11	-15.625
95500	501.204	85.8469	0.594569	0	-5	-11.125	-15.625
95550	501.204	92.2279	0.594569	0	-5	-11.125	-15.625
95600	501.204	91.6105	0.594569	0	-5	-11.125	-15.625
95650	501.204	110.33	0.594569	0	-5	-11.125	-15.625
95700	501.204	76.1198	0.594569	0	-5	-11.125	-15.625
95750	386.47	65.3466	0.771083	0	-5.125	-11.125	-15.625
95800	386.47	64.7409	0.771083	0	-5.125	-11.125	-15.625
95850	386.47	77.4832	0.771083	0	-5.125	-11.125	-15.625
95900	386.47	68.1888	0.771083	0	-5.125	-11.125	-15.625
95950	386.47	57.9221	0.771083	0	-5.125	-11.125	-15.625
96000	386.47	55.302	0.771083	0	-5.25	-11.125	-15.625
96050	386.47	64.4176	0.771083	0	-5.25	-11.125	-15.625
96100	386.47	57.7503	0.771083	0	-5.25	-11.125	-15.625
96150	386.47	64.6706	0.771083	0	-5.25	-11.125	-15.625
96200	386.47	59.2933	0.771083	0	-5.25	-11.125	-15.625
96250	650	122.75	0.458462	0	-5.25	-11.125	-15.75
96300	650	114.571	0.458462	0	-5.25	-11.125	-15.75
96350	650	99.2344	0.458462	0	-5.25	-11.125	-15.75
96400	650	146.278	0.458462	0	-5.25	-11.125	-15.75
96450	650	158.285	0.458462	0	-5.25	-11.125	-15.75
96500	650	160.271	0.458462	0	-5.25	-11.125	-15.875
96550	650	141.203	0.458462	0	-5.25	-11.125	-15.875
96600	650	139.074	0.458462	0	-5.25	-11.125	-15.875
96650	650	138.39	0.458462	0	-5.25	-11.125	-15.875
96700	650	176.924	0.458462	0	-5.25	-11.125	-15.875
96750	650	125.703	0.458462	0	-5.25	-11.125	-16
96800	650	147.535	0.458462	0	-5.25	-11.125	-16
96850	650	113.259	0.458462	0	-5.25	-11.125	-16
96900	650	139.154	0.458462	0	-5.25	-11.125	-16
96950	650	122.394	0.458462	0	-5.25	-11.125	-16
97000	501.204	74.3203	0.594569	0	-5.25	-11.25	-16
97050	501.204	90.9753	0.594569	0	-5.25	-11.25	-16
97100	501.204	68.7509	0.594569	0	-5.25	-11.25	-16
97150	501.204	92.2739	0.594569	0	-5.25	-11.25	-16
97200	501.204	92.8005	0.594569	0	-5.25	-11.25	-16
97250	501.204	110.58	0.594569	0	-5.25	-11.375	-16
97300	501.204	87.9963	0.594569	0	-5.25	-11.375	-16
97350	501.204	76.1245	0.594569	0	-5.25	-11.375	-16
97400	501.204	88.3176	0.594569	0	-5.25	-11.375	-16
97450	501.204	73.2914	0.594569	0	-5.25	-11.375	-16
97500	501.204	86.7077	0.594569	0	-5.25	-11.5	-16
97550	501.204	86.5096	0.594569	0	-5.25	-11.5	-16
97600	501.204	81.6278	0.594569	0	-5.25	-11.5	-16
97650	501.204	83.5363	0.594569	0	-5.25	-11.5	-16
97700	501.204	81.8738	0.594569	0	-5.25	-11.5	-16
97750	501.204	90.0283	0.594569	0	-5.25	-11.625	-16
97800	501.204	120.688	0.594569	0	-5.25	-11.625	-16
97850	501.204	85.5027	0.594569	0	-5.25	-11.625	-16
97900	501.204	93.4829	0.594569	0	-5.25	-11.625	-16
97950	501.204	81.7155	0.594569	0	-5.25	-11.625	-16
98000	501.204	88.2942	0.594569	0	-5.25	-11.75	-16
98050	501.204	89.2472	0.594569	0	-5.25	-11.75	-16
98100	501.204	83.0518	0.594569	0	-5.25	-11.75	-16
98150	501.204	79.14	0.594569	0	-5.25	-11.75	-16
98200	501.204	90.649	0.594569	0	-5.25	-11.75	-16
98250	501.204	98.7767	0.594569	0	-5.25	-11.875	-16
98300	501.204	76.168	0.594569	0	-5.25	-11.875	-16
98350	501.204	89.1996	0.594569	0	-5.25	-11.875	-16
98400	501.204	94.1105	0.594569	0	-5.25	-11.875	-16
98450	501.204	98.1951	0.594569	0	-5.25	-11.875	-16
98500	386.47	60.7129	0.771083	0	-5.375	-11.875	-16
98550	386.47	62.705	0.771083	0	-5.375	-11.875	-16
98600	386.47	72.2382	0.771083	0	-5.375	-11.875	-16
98650	386.47	61.753	0.771083	0	-5.375	-11.875	-16
98700	386.47	64.2168	0.771083	0	-5.375	-11.875	-16
98750	386.47	59.5359	0.771083	0	-5.5	-11.875	-16
98800	386.47	60.1491	0.771083	0	-5.5	-11.875	-16
98850	386.47	57.448	0.771083	0	-5.5	-11.875	-16
98900	386.47	50.7455	0.771083	0	-5.5	-11.875	-16
98950	386.47	55.8853	0.771083	0	-5.5	-11.875	-16
99000	298	47.2167	1	0	-5.375	-11.75	-15.875
99050	298	44.5679	1	0	-5.375	-11.75	-15.875
99100	298	44.9592	1	0	-5.375	-11.75	-15.875
99150	298	52.6446	1	0	-5.375	-11.75	-15.875
99200	298	47.0617	1	0	-5.375	-11.75	-15.875
99250	386.47	63.0451	0.771083	0	-5.5	-11.75	-15.875
99300	386.47	63.8853	0.771083	0	-5.5	-11.75	-15.875
99350	386.47	58.8805	0.771083	0	-5.5	-11.75	-15.875
99400	386.47	55.8614	0.771083	0	-5.5	-11.75	-15.875
99450	386.47	57.8095	0.771083	0	-5.5	-11.75	-15.875
99500	386.47	58.1264	0.771083	0	-5.625	-11.75	-15.875
99550	386.47	63.5975	0.771083	0	-5.625	-11.75	-15.875
99600	386.47	59.6651	0.771083	0	-5.625	-11.75	-15.875
99650	386.47	54.6981	0.771083	0	-5.625	-11.75	-15.875
99700	386.47	54.5659	0.771083	0	-5.625	-11.75	-15.875
99750	298	54.468	1	0	-5.5	-11.625	-15.75
99800	298	44.5651	1	0	-5.5	-11.625	-15.75
99850	298	50.5174	1	0	-5.5	-11.625	-15.75
99900	298	44.6437	1	0	-5.5	-11.625	-15.75
99950	298	47.0923	1	0	-5.5	-11.625	-15.75
100000	298	38.5002	1	0	-5.375	-11.5	-15.625
100050	298	43.3521	1	0	-5.375	-11.5	-15.625
100100	298	42.732	1	0	-5.375	-11.5	-15.625
100150	298	47.4579	1	0	-5.375	-11.5	-15.625
100200	298	51.1269	1	0	-5.375	-11.5	-15.625
100250	298	49.7451	1	0	-5.25	-11.375	-15.5
100300	298	50.5667	1	0	-5.25	-11.375	-15.5
100350	298	41.4135	1	0	-5.25	-11.375	-15.5
100400	298	41.8634	1	0	-5.25	-11.375	-15.5
100450	298	42.4165	1	0	-5.25	-11.375	-15.5
100500	386.47	51.8993	0.771083	0	-5.375	-11.375	-15.5
100550	386.47	58.7162	0.771083	0	-5.375	-11.375	-15.5
100600	386.47	59.0988	0.771083	0	-5.375	-11.375	-15.5
100650	386.47	67.8496	0.771083	0	-5.375	-11.375	-15.5
100700	386.47	62.3483	0.771083	0	-5.375	-11.375	-15.5
100750	386.47	59.9471	0.771083	0	-5.5	-11.375	-15.5
100800	386.47	68.0678	0.771083	0	-5.5	-11.375	-15.5
100850	386.47	84.3322	0.771083	0	-5.5	-11.375	-15.5
100900	386.47	59.8309	0.771083	0	-5.5	-11.375	-15.5
100950	386.47	62.6327	0.771083	0	-5.5	-11.375	-15.5
101000	298	43.9504	1	0	-5.375	-11.25	-15.375
101050	298	64.0988	1	0	-5.375	-11.25	-15.375
101100	298	52.1091	1	0	-5.375	-11.25	-15.375
101150	298	62.7665	1	0	-5.375	-11.25	-15.375
101200	298	50.9054	1	0	-5.375	-11.25	-15.375
101250	386.47	71.8694	0.771083	0	-5.5	-11.25	-15.375
101300	386.47	72.5831	0.771083	0	-5.5	-11.25	-15.375
101350	386.47	68.0935	0.771083	0	-5.5	-11.25	-15.375
101400	386.47	76.5384	0.771083	0	-5.5	-11.25	-15.375
101450	386.47	66.0542	0.771083	0	-5.5	-11.25	-15.375
101500	501.204	87.9567	0.594569	0	-5.5	-11.375	-15.375
101550	501.204	98.6335	0.594569	0	-5.5	-11.375	-15.375
101600	501.204	81.4284	0.594569	0	-5.5	-11.375	-15.375
101650	501.204	110.286	0.594569	0	-5.5	-11.375	-15.375
101700	501.204	98.0179	0.594569	0	-5.5	-11.375	-15.375
101750	650	102.71	0.458462	0	-5.5	-11.375	-15.5
101800	650	129.607	0.458462	0	-5.5	-11.375	-15.5
101850	650	147.096	0.458462	0	-5.5	-11.375	-15.5
101900	650	115.557	0.458462	0	-5.5	-11.375	-15.5
101950	650	135.196	0.458462	0	-5.5	-11.375	-15.5
102000	650	153.5	0.458462	0	-5.5	-11.375	-15.625
102050	650	142.249	0.458462	0	-5.5	-11.375	-15.625
102100	650	147.65	0.458462	0	-5.5	-11.375	-15.625
102150	650	147.984	0.458462	0	-5.5	-11.375	-15.625
102200	650	173.251	0.458462	0	-5.5	-11.375	-15.625
102250	650	153.052	0.458462	0	-5.5	-11.375	-15.75
102300	650	144.238	0.458462	0	-5.5	-11.375	-15.75
102350	650	134.226	0.458462	0	-5.5	-11.375	-15.75
102400	650	141.196	0.458462	0	-5.5	-11.375	-15.75
102450	650	135.964	0.458462	0	-5.5	-11.375	-15.75
102500	650	120.577	0.458462	0	-5.5	-11.375	-15.875
102550	650	97.73	0.458462	0	-5.5	-11.375	-15.875
102600	650	104.811	0.458462	0	-5.5	-11.375	-15.875
102650	650	109.814	0.458462	0	-5.5	-11.375	-15.875
102700	650	112.622	0.458462	0	-5.5	-11.375	-15.875
102750	650	98.839	0.458462	0	-5.5	-11.375	-16
102800	650	110.615	0.458462	0	-5.5	-11.375	-16
102850	650	125.311	0.458462	0	-5.5	-11.375	-16
102900	650	135.048	0.458462	0	-5.5	-11.375	-16
102950	650	150.036	0.458462	0	-5.5	-11.375	-16
103000	650	113.214	0.458462	0	-5.5	-11.375	-16.125
103050	650	137.95	0.458462	0	-5.5	-11.375	-16.125
103100	650	149.864	0.458462	0	-5.5	-11.375	-16.125
103150	650	117.512	0.458462	0	-5.5	-11.375	-16.125
103200	650	131.145	0.458462	0	-5.5	-11.375	-16.125
103250	650	156.934	0.458462	0	-5.5	-11.375	-16.25
103300	650	135.181	0.458462	0	-5.5	-11.375	-16.25
103350	650	167.621	0.458462	0	-5.5	-11.375	-16.25
103400	650	117.596	0.458462	0	-5.5	-11.375	-16.25
103450	650	107.106	0.458462	0	-5.5	-11.375	-16.25
103500	650	141.615	0.458462	0	-5.5	-11.375	-16.375
103550	650	127.839	0.458462	0	-5.5	-11.375	-16.375
103600	650	143.996	0.458462	0	-5.5	-11.375	-16.375
103650	650	151.421	0.458462	0	-5.5	-11.375	-16.375
103700	650	101.562	0.458462	0	-5.5	-11.375	-16.375
103750	650	138.923	0.458462	0	-5.5	-11.375	-16.5
103800	650	132.934	0.458462	0	-5.5	-11.375	-16.5
103850	650	130.2	0.458462	0	-5.5	-11.375	-16.5
103900	650	140.019	0.458462	0	-5.5	-11.375	-16.5
103950	650	132.277	0.458462	0	-5.5	-11.375	-16.5
104000	650	162.647	0.458462	0	-5.5	-11.375	-16.625
104050	650	149.248	0.458462	0	-5.5	-11.375	-16.625
104100	650	156.541	0.458462	0	-5.5	-11.375	-16.625
104150	650	164.292	0.458462	0	-5.5	-11.375	-16.625
104200	650	121.223	0.458462	0	-5.5	-11.375	-16.625
104250	650	112.908	0.458462	0	-5.5	-11.375	-16.75
104300	650	102.678	0.458462	0	-5.5	-11.375	-16.75
104350	650	103.074	0.458462	0	-5.5	-11.375	-16.75
104400	650	134.724	0.458462	0	-5.5	-11.375	-16.75
104450	650	119.273	0.458462	0	-5.5	-11.375	-16.75
104500	501.204	109.324	0.594569	0	-5.5	-11.5	-16.75
104550	501.204	102.568	0.594569	0	-5.5	-11.5	-16.75
104600	501.204	84.0716	0.594569	0	-5.5	-11.5	-16.75
104650	501.204	95.553	0.594569	0	-5.5	-11.5	-16.75
104700	501.204	103.073	0.594569	0	-5.5	-11.5	-16.75
104750	501.204	95.3622	0.594569	0	-5.5	-11.625	-16.75
104800	501.204	87.9734	0.594569	0	-5.5	-11.625	-16.75
104850	501.204	89.8455	0.594569	0	-5.5	-11.625	-16.75
104900	501.204	94.6548	0.594569	0	-5.5	-11.625	-16.75
104950	501.204	82.5025	0.594569	0	-5.5	-11.625	-16.75
105000	501.204	93.3919	0.594569	0	-5.5	-11.75	-16.75
105050	501.204	81.0036	0.594569	0	-5.5	-11.75	-16.75
105100	501.204	83.1097	0.594569	0	-5.5	-11.75	-16.75
105150	501.204	79.3359	0.594569	0	-5.5	-11.75	-16.75
105200	501.204	70.2063	0.594569	0	-5.5	-11.75	-16.75
105250	386.47	54.2984	0.771083	0	-5.625	-11.75	-16.75
105300	386.47	63.8447	0.771083	0	-5.625	-11.75	-16.75
105350	386.47	62.571	0.771083	0	-5.625	-11.75	-16.75
105400	386.47	63.8341	0.771083	0	-5.625	-11.75	-16.75
105450	386.47	69.6194	0.771083	0	-5.625	-11.75	-16.75
105500	298	51.0252	1	0	-5.5	-11.625	-16.625
105550	298	50.4696	1	0	-5.5	-11.625	-16.625
105600	298	49.3126	1	0	-5.5	-11.625	-16.625
105650	298	47.7918	1	0	-5.5	-11.625	-16.625
105700	298	44.3783	1	0	-5.5	-11.625	-16.625
105750	298	43.4292	1	0	-5.375	-11.5	-16.5
105800	298	44.3936	1	0	-5.375	-11.5	-16.5
105850	298	51.4845	1	0	-5.375	-11.5	-16.5
105900	298	42.729	1	0	-5.375	-11.5	-16.5
105950	298	52.6731	1	0	-5.375	-11.5	-16.5
106000	298	50.7158	1	0	-5.25	-11.375	-16.375
106050	298	46.898	1	0	-5.25	-11.375	-16.375
106100	298	48.8634	1	0	-5.25	-11.375	-16.375
106150	298	44.3301	1	0	-5.25	-11.375	-16.375
106200	298	43.469	1	0	-5.25	-11.375	-16.375
106250	298	52.5315	1	0	-5.125	-11.25	-16.25
106300	298	50.2145	1	0	-5.125	-11.25	-16.25
106350	298	53.4966	1	0	-5.125	-11.25	-16.25
106400	298	48.4481	1	0	-5.125	-11.25	-16.25
106450	298	47.976	1	0	-5.125	-11.25	-16.25
106500	298	52.9358	1	0	-5	-11.125	-16.125
106550	298	43.757	1	0	-5	-11.125	-16.125
106600	298	47.243	1	0	-5	-11.125	-16.125
106650	298	46.0162	1	0	-5	-11.125	-16.125
106700	298	44.6547	1	0	-5	-11.125	-16.125
106750	298	48.3898	1	0	-4.875	-11	-16
106800	298	48.3452	1	0	-4.875	-11	-16
106850	298	47.688	1	0	-4.875	-11	-16
106900	298	41.3089	1	0	-4.875	-11	-16
106950	298	43.7737	1	0	-4.875	-11	-16
107000	298	43.0605	1	0	-4.75	-10.875	-15.875
107050	298	49.5449	1	0	-4.75	-10.875	-15.875
107100	298	47.7327	1	0	-4.75	-10.875	-15.875
107150	298	49.0317	1	0	-4.75	-10.875	-15.875
107200	298	50.8762	1	0	-4.75	-10.875	-15.875
107250	298	53.003	1	0	-4.625	-10.75	-15.75
107300	298	48.7288	1	0	-4.625	-10.75	-15.75
107350	298	46.729	1	0	-4.625	-10.75	-15.75
107400	298	44.945	1	0	-4.625	-10.75	-15.75
107450	298	44.5241	1	0	-4.625	-10.75	-15.75
107500	386.47	57.7862	0.771083	0	-4.75	-10.75	-15.75
107550	386.47	61.8011	0.771083	0	-4.75	-10.75	-15.75
107600	386.47	59.7907	0.771083	0	-4.75	-10.75	-15.75
107650	386.47	63.1529	0.771083	0	-4.75	-10.75	-15.75
107700	386.47	63.9856	0.771083	0	-4.75	-10.75	-15.75
107750	298	48.5029	1	0	-4.625	-10.625	-15.625
107800	298	41.7909	1	0	-4.625	-10.625	-15.625
107850	298	40.5446	1	0	-4.625	-10.625	-15.625
107900	298	41.6844	1	0	-4.625	-10.625	-15.625
107950	298	42.872	1	0	-4.625	-10.625	-15.625
108000	386.47	59.2914	0.771083	0	-4.75	-10.625	-15.625
108050	386.47	57.5629	0.771083	0	-4.75	-10.625	-15.625
108100	386.47	67.0212	0.771083	0	-4.75	-10.625	-15.625
108150	386.47	70.7828	0.771083	0	-4.75	-10.625	-15.625
108200	386.47	68.8001	0.771083	0	-4.75	-10.625	-15.625
108250	386.47	69.5272	0.771083	0	-4.875	-10.625	-15.625
108300	386.47	71.8496	0.771083	0	-4.875	-10.625	-15.625
108350	386.47	67.4714	0.771083	0	-4.875	-10.625	-15.625
108400	386.47	60.2432	0.771083	0	-4.875	-10.625	-15.625
108450	386.47	68.6047	0.771083	0	-4.875	-10.625	-15.625
108500	298	40.7368	1	0	-4.75	-10.5	-15.5
108550	298	46.2684	1	0	-4.75	-10.5	-15.5
108600	298	47.8762	1	0	-4.75	-10.5	-15.5
108650	298	48.65	1	0	-4.75	-10.5	-15.5
108700	298	44.9612	1	0	-4.75	-10.5	-15.5
108750	298	46.944	1	0	-4.625	-10.375	-15.375
108800	298	47.538	1	0	-4.625	-10.375	-15.375
108850	298	48.3261	1	0	-4.625	-10.375	-15.375
108900	298	44.9798	1	0	-4.625	-10.375	-15.375
108950	298	42.1705	1	0	-4.625	-10.375	-15.375
109000	298	42.3729	1	0	-4.5	-10.25	-15.25
109050	298	44.5049	1	0	-4.5	-10.25	-15.25
109100	298	47.3052	1	0	-4.5	-10.25	-15.25
109150	298	48.678	1	0	-4.5	-10.25	-15.25
109200	298	52.6447	1	0	-4.5	-10.25	-15.25
109250	386.47	69.6893	0.771083	0	-4.625	-10.25	-15.25
109300	386.47	64.2308	0.771083	0	-4.625	-10.25	-15.25
109350	386.47	59.4586	0.771083	0	-4.625	-10.25	-15.25
109400	386.47	57.4433	0.771083	0	-4.625	-10.25	-15.25
109450	386.47	72.9085	0.771083	0	-4.625	-10.25	-15.25
109500	386.47	74.3679	0.771083	0	-4.75	-10.25	-15.25
109550	386.47	61.0017	0.771083	0	-4.75	-10.25	-15.25
109600	386.47	67.7411	0.771083	0	-4.75	-10.25	-15.25
109650	386.47	62.3384	0.771083	0	-4.75	-10.25	-15.25
109700	386.47	66.7903	0.771083	0	-4.75	-10.25	-15.25
109750	501.204	79.4395	0.594569	0	-4.75	-10.375	-15.25
109800	501.204	95.1904	0.594569	0	-4.75	-10.375	-15.25
109850	501.204	87.9833	0.594569	0	-4.75	-10.375	-15.25
109900	501.204	95.1653	0.594569	0	-4.75	-10.375	-15.25
109950	501.204	105.44	0.594569	0	-4.75	-10.375	-15.25
110000	501.204	97.3605	0.594569	0	-4.75	-10.5	-15.25
110050	501.204	94.6679	0.594569	0	-4.75	-10.5	-15.25
110100	501.204	80.9339	0.594569	0	-4.75	-10.5	-15.25
110150	501.204	113.601	0.594569	0	-4.75	-10.5	-15.25
110200	501.204	99.1974	0.594569	0	-4.75	-10.5	-15.25
110250	650	123.461	0.458462	0	-4.75	-10.5	-15.375
110300	650	119.613	0.458462	0	-4.75	-10.5	-15.375
110350	650	136.599	0.458462	0	-4.75	-10.5	-15.375
110400	650	125.936	0.458462	0	-4.75	-10.5	-15.375
110450	650	110.591	0.458462	0	-4.75	-10.5	-15.375
110500	650	136.356	0.458462	0	-4.75	-10.5	-15.5
110550	650	94.7144	0.458462	0	-4.75	-10.5	-15.5
110600	650	159.76	0.458462	0	-4.75	-10.5	-15.5
110650	650	129.606	0.458462	0	-4.75	-10.5	-15.5
110700	650	131.496	0.458462	0	-4.75	-10.5	-15.5
110750	650	151.768	0.458462	0	-4.75	-10.5	-15.625
110800	650	155.128	0.458462	0	-4.75	-10.5	-15.625
110850	650	136.153	0.458462	0	-4.75	-10.5	-15.625
110900	650	138.402	0.458462	0	-4.75	-10.5	-15.625
110950	650	101.06	0.458462	0	-4.75	-10.5	-15.625
111000	501.204	101.925	0.594569	0	-4.75	-10.625	-15.625
111050	501.204	79.7751	0.594569	0	-4.75	-10.625	-15.625
111100	501.204	79.1179	0.594569	0	-4.75	-10.625	-15.625
111150	501.204	101.235	0.594569	0	-4.75	-10.625	-15.625
111200	501.204	90.4844	0.594569	0	-4.75	-10.625	-15.625
111250	501.204	95.4426	0.594569	0	-4.75	-10.75	-15.625
111300	501.204	100.31	0.594569	0	-4.75	-10.75	-15.625
111350	501.204	102.53	0.594569	0	-4.75	-10.75	-15.625
111400	501.204	124.322	0.594569	0	-4.75	-10.75	-15.625
111450	501.204	97.3354	0.594569	0	-4.75	-10.75	-15.625
111500	298	54.8008	1	0	-4.625	-10.625	-15.5
111550	298	48.7114	1	0	-4.625	-10.625	-15.5
111600	298	46.6999	1	0	-4.625	-10.625	-15.5
111650	298	47.8303	1	0	-4.625	-10.625	-15.5
111700	298	43.9884	1	0	-4.625	-10.625	-15.5
111750	386.47	72.9772	0.771083	0	-4.75	-10.625	-15.5
111800	386.47	66.3615	0.771083	0	-4.75	-10.625	-15.5
111850	386.47	58.2341	0.771083	0	-4.75	-10.625	-15.5
111900	386.47	65.4132	0.771083	0	-4.75	-10.625	-15.5
111950	386.47	53.1246	0.771083	0	-4.75	-10.625	-15.5
112000	386.47	59.3221	0.771083	0	-4.875	-10.625	-15.5
112050	386.47	49.2499	0.771083	0	-4.875	-10.625	-15.5
112100	386.47	74.8188	0.771083	0	-4.875	-10.625	-15.5
112150	386.47	57.7829	0.771083	0	-4.875	-10.625	-15.5
112200	386.47	70.1023	0.771083	0	-4.875	-10.625	-15.5
112250	386.47	53.9661	0.771083	0	-5	-10.625	-15.5
112300	386.47	67.1181	0.771083	0	-5	-10.625	-15.5
112350	386.47	59.9359	0.771083	0	-5	-10.625	-15.5
112400	386.47	65.0552	0.771083	0	-5	-10.625	-15.5
112450	386.47	70.5996	0.771083	0	-5	-10.625	-15.5
112500	386.47	69.0837	0.771083	0	-5.125	-10.625	-15.5
112550	386.47	68.6025	0.771083	0	-5.125	-10.625	-15.5
112600	386.47	55.7787	0.771083	0	-5.125	-10.625	-15.5
112650	386.47	58.17	0.771083	0	-5.125	-10.625	-15.5
112700	386.47	61.0028	0.771083	0	-5.125	-10.625	-15.5
112750	386.47	59.6656	0.771083	0	-5.25	-10.625	-15.5
112800	386.47	67.698	0.771083	0	-5.25	-10.625	-15.5
112850	386.47	63.1864	0.771083	0	-5.25	-10.625	-15.5
112900	386.47	69.5264	0.771083	0	-5.25	-10.625	-15.5
112950	386.47	60.8285	0.771083	0	-5.25	-10.625	-15.5
113000	386.47	76.8581	0.771083	0	-5.375	-10.625	-15.5
113050	386.47	71.4601	0.771083	0	-5.375	-10.625	-15.5
113100	386.47	66.9855	0.771083	0	-5.375	-10.625	-15.5
113150	386.47	67.8962	0.771083	0	-5.375	-10.625	-15.5
113200	386.47	64.8721	0.771083	0	-5.375	-10.625	-15.5
113250	386.47	71.1411	0.771083	0	-5.5	-10.625	-15.5
113300	386.47	72.0778	0.771083	0	-5.5	-10.625	-15.5
113350	386.47	80.7224	0.771083	0	-5.5	-10.625	-15.5
113400	386.47	66.4131	0.771083	0	-5.5	-10.625	-15.5
