#"Step","Potential Energy (kJ/mole)","Density (g/mL)","Speed (ns/day)","Time Remaining"
4850000,-127.82696533203125,0.02992547106902703,2.59e+03,4:32:24
4900000,-114.53402709960938,0.02992547106902703,2.6e+03,4:32:20
4950000,-126.18301391601562,0.02992547106902703,2.59e+03,4:32:19
5000000,-116.46206665039062,0.02992547106902703,2.59e+03,4:32:16
5050000,-134.5748291015625,0.02992547106902703,2.59e+03,4:32:11
5100000,-133.7340087890625,0.02992547106902703,2.6e+03,4:32:06
5150000,-110.07455444335938,0.02992547106902703,2.6e+03,4:32:01
5200000,-140.23367309570312,0.02992547106902703,2.6e+03,4:31:55
5250000,-119.90444946289062,0.02992547106902703,2.6e+03,4:31:50
5300000,-117.0308837890625,0.02992547106902703,2.58e+03,4:33:38
5350000,-103.36679077148438,0.02992547106902703,2.58e+03,4:33:36
5400000,-108.992919921875,0.02992547106902703,2.58e+03,4:33:30
5450000,-111.6612548828125,0.02992547106902703,2.58e+03,4:33:23
5500000,-114.58291625976562,0.02992547106902703,2.58e+03,4:33:20
5550000,-107.86358642578125,0.02992547106902703,2.58e+03,4:33:14
5600000,-140.25787353515625,0.02992547106902703,2.58e+03,4:33:08
5650000,-136.4580078125,0.02992547106902703,2.58e+03,4:33:03
5700000,-151.90420532226562,0.02992547106902703,2.58e+03,4:32:59
5750000,-106.76153564453125,0.02992547106902703,2.58e+03,4:32:53
5800000,-120.96136474609375,0.02992547106902703,2.58e+03,4:32:52
5850000,-126.7584228515625,0.02992547106902703,2.58e+03,4:32:47
5900000,-108.7821044921875,0.02992547106902703,2.58e+03,4:32:42
5950000,-103.28439331054688,0.02992547106902703,2.58e+03,4:32:35
6000000,-111.76889038085938,0.02992547106902703,2.58e+03,4:32:29
6050000,-123.24008178710938,0.02992547106902703,2.58e+03,4:32:22
6100000,-145.19277954101562,0.02992547106902703,2.58e+03,4:32:16
6150000,-115.72512817382812,0.02992547106902703,2.58e+03,4:32:10
6200000,-111.19021606445312,0.02992547106902703,2.58e+03,4:32:03
6250000,-139.912109375,0.02992547106902703,2.58e+03,4:32:01
6300000,-111.13949584960938,0.02992547106902703,2.58e+03,4:31:55
6350000,-116.8453369140625,0.02992547106902703,2.58e+03,4:31:49
6400000,-127.30044555664062,0.02992547106902703,2.58e+03,4:31:44
6450000,-101.91036987304688,0.02992547106902703,2.59e+03,4:31:39
6500000,-143.17184448242188,0.02992547106902703,2.59e+03,4:31:34
6550000,-106.74151611328125,0.02992547106902703,2.59e+03,4:31:29
6600000,-122.3284912109375,0.02992547106902703,2.59e+03,4:31:24
6650000,-132.03640747070312,0.02992547106902703,2.59e+03,4:31:18
6700000,-149.45474243164062,0.02992547106902703,2.59e+03,4:31:12
6750000,-129.81326293945312,0.02992547106902703,2.59e+03,4:31:10
6800000,-94.00765991210938,0.02992547106902703,2.59e+03,4:31:06
6850000,-118.79251098632812,0.02992547106902703,2.59e+03,4:31:01
6900000,-127.83636474609375,0.02992547106902703,2.59e+03,4:30:57
6950000,-115.36639404296875,0.02992547106902703,2.59e+03,4:30:52
7000000,-144.966552734375,0.02992547106902703,2.59e+03,4:30:47
7050000,-110.1832275390625,0.02992547106902703,2.59e+03,4:30:43
7100000,-121.15966796875,0.02992547106902703,2.59e+03,4:30:38
7150000,-148.921875,0.02992547106902703,2.59e+03,4:30:34
7200000,-99.85595703125,0.02992547106902703,2.59e+03,4:30:31
7250000,-115.19869995117188,0.02992547106902703,2.59e+03,4:30:26
7300000,-128.93377685546875,0.02992547106902703,2.59e+03,4:30:20
7350000,-118.9991455078125,0.02992547106902703,2.59e+03,4:30:15
7400000,-125.0576171875,0.02992547106902703,2.59e+03,4:30:09
7450000,-111.13699340820312,0.02992547106902703,2.59e+03,4:30:04
7500000,-126.22039794921875,0.02992547106902703,2.59e+03,4:29:58
7550000,-105.44317626953125,0.02992547106902703,2.59e+03,4:29:53
7600000,-129.18463134765625,0.02992547106902703,2.59e+03,4:29:47
7650000,-117.64251708984375,0.02992547106902703,2.59e+03,4:29:46
7700000,-145.98074340820312,0.02992547106902703,2.59e+03,4:29:40
7750000,-126.47332763671875,0.02992547106902703,2.59e+03,4:29:35
7800000,-80.61270141601562,0.02992547106902703,2.59e+03,4:29:29
7850000,-117.75778198242188,0.02992547106902703,2.59e+03,4:29:24
7900000,-114.40057373046875,0.02992547106902703,2.59e+03,4:29:19
7950000,-135.84918212890625,0.02992547106902703,2.59e+03,4:29:14
8000000,-127.27627563476562,0.02992547106902703,2.59e+03,4:29:08
8050000,-139.12445068359375,0.02992547106902703,2.59e+03,4:29:03
8100000,-125.05709838867188,0.02992547106902703,2.59e+03,4:29:01
8150000,-124.1610107421875,0.02992547106902703,2.59e+03,4:28:56
8200000,-118.65234375,0.02992547106902703,2.59e+03,4:28:50
8250000,-97.16714477539062,0.02992547106902703,2.59e+03,4:28:46
8300000,-95.2337646484375,0.02992547106902703,2.59e+03,4:28:43
8350000,-107.173583984375,0.02992547106902703,2.59e+03,4:28:38
8400000,-124.86453247070312,0.02992547106902703,2.59e+03,4:28:33
8450000,-112.37060546875,0.02992547106902703,2.59e+03,4:28:29
8500000,-89.01214599609375,0.02992547106902703,2.59e+03,4:28:24
8550000,-127.95794677734375,0.02992547106902703,2.59e+03,4:28:21
8600000,-111.94076538085938,0.02992547106902703,2.59e+03,4:28:16
8650000,-106.5020751953125,0.02992547106902703,2.59e+03,4:28:11
8700000,-124.98110961914062,0.02992547106902703,2.6e+03,4:28:06
8750000,-111.17636108398438,0.02992547106902703,2.6e+03,4:28:01
8800000,-107.08175659179688,0.02992547106902703,2.6e+03,4:27:57
8850000,-90.63519287109375,0.02992547106902703,2.6e+03,4:27:52
8900000,-87.23489379882812,0.02992547106902703,2.6e+03,4:27:48
8950000,-116.38040161132812,0.02992547106902703,2.6e+03,4:27:43
9000000,-117.10848999023438,0.02992547106902703,2.6e+03,4:27:44
9050000,-121.4644775390625,0.02992547106902703,2.6e+03,4:27:40
9100000,-103.1328125,0.02992547106902703,2.6e+03,4:27:37
9150000,-103.12982177734375,0.02992547106902703,2.6e+03,4:27:33
9200000,-101.67572021484375,0.02992547106902703,2.6e+03,4:27:29
9250000,-126.39334106445312,0.02992547106902703,2.6e+03,4:27:25
9300000,-98.00430297851562,0.02992547106902703,2.6e+03,4:27:21
9350000,-126.88681030273438,0.02992547106902703,2.6e+03,4:27:16
9400000,-130.67254638671875,0.02992547106902703,2.6e+03,4:27:12
9450000,-155.866943359375,0.02992547106902703,2.6e+03,4:27:10
9500000,-109.96542358398438,0.02992547106902703,2.6e+03,4:27:07
9550000,-145.41348266601562,0.02992547106902703,2.6e+03,4:27:03
9600000,-150.79461669921875,0.02992547106902703,2.6e+03,4:26:58
9650000,-136.54974365234375,0.02992547106902703,2.6e+03,4:26:55
9700000,-119.26495361328125,0.02992547106902703,2.6e+03,4:26:50
9750000,-120.10467529296875,0.02992547106902703,2.6e+03,4:26:46
9800000,-101.20458984375,0.02992547106902703,2.6e+03,4:26:41
9850000,-136.19454956054688,0.02992547106902703,2.6e+03,4:26:37
9900000,-124.07568359375,0.02992547106902703,2.6e+03,4:26:34
9950000,-99.98004150390625,0.02992547106902703,2.6e+03,4:26:30
10000000,-138.4261474609375,0.02992547106902703,2.6e+03,4:26:26
10050000,-83.50018310546875,0.02992547106902703,2.6e+03,4:26:21
10100000,-116.14584350585938,0.02992547106902703,2.6e+03,4:26:17
10150000,-132.06573486328125,0.02992547106902703,2.6e+03,4:26:13
10200000,-130.6661376953125,0.02992547106902703,2.6e+03,4:26:08
10250000,-128.5576171875,0.02992547106902703,2.6e+03,4:26:03
10300000,-130.22994995117188,0.02992547106902703,2.6e+03,4:25:59
10350000,-103.4971923828125,0.02992547106902703,2.6e+03,4:25:56
10400000,-105.34194946289062,0.02992547106902703,2.6e+03,4:25:52
10450000,-120.13067626953125,0.02992547106902703,2.6e+03,4:25:48
10500000,-129.29632568359375,0.02992547106902703,2.6e+03,4:25:44
10550000,-107.6397705078125,0.02992547106902703,2.6e+03,4:25:39
10600000,-116.95120239257812,0.02992547106902703,2.6e+03,4:25:35
10650000,-133.2122802734375,0.02992547106902703,2.6e+03,4:25:30
10700000,-127.26388549804688,0.02992547106902703,2.6e+03,4:25:26
10750000,-143.34628295898438,0.02992547106902703,2.6e+03,4:25:21
10800000,-131.13662719726562,0.02992547106902703,2.6e+03,4:25:17
10850000,-103.02545166015625,0.02992547106902703,2.6e+03,4:25:14
10900000,-116.74160766601562,0.02992547106902703,2.6e+03,4:25:10
10950000,-125.4256591796875,0.02992547106902703,2.6e+03,4:25:05
11000000,-140.44174194335938,0.02992547106902703,2.6e+03,4:25:01
11050000,-142.6435546875,0.02992547106902703,2.6e+03,4:24:56
11100000,-130.86578369140625,0.02992547106902703,2.6e+03,4:24:53
11150000,-103.76956176757812,0.02992547106902703,2.6e+03,4:24:50
11200000,-118.03759765625,0.02992547106902703,2.6e+03,4:25:17
11250000,-149.54269409179688,0.02992547106902703,2.6e+03,4:25:15
11300000,-122.93869018554688,0.02992547106902703,2.6e+03,4:25:11
11350000,-133.31948852539062,0.02992547106902703,2.6e+03,4:25:07
11400000,-133.2208251953125,0.02992547106902703,2.6e+03,4:25:02
11450000,-111.92236328125,0.02992547106902703,2.6e+03,4:24:59
11500000,-120.3251953125,0.02992547106902703,2.6e+03,4:24:55
11550000,-106.38754272460938,0.02992547106902703,2.6e+03,4:24:51
11600000,-137.4991455078125,0.02992547106902703,2.6e+03,4:24:47
11650000,-118.91000366210938,0.02992547106902703,2.6e+03,4:24:42
11700000,-121.56039428710938,0.02992547106902703,2.6e+03,4:24:40
11750000,-112.47604370117188,0.02992547106902703,2.6e+03,4:24:36
11800000,-132.3641357421875,0.02992547106902703,2.6e+03,4:24:32
11850000,-120.67861938476562,0.02992547106902703,2.6e+03,4:24:28
11900000,-99.145263671875,0.02992547106902703,2.6e+03,4:24:24
11950000,-114.45672607421875,0.02992547106902703,2.6e+03,4:24:19
12000000,-133.21536254882812,0.02992547106902703,2.6e+03,4:24:16
12050000,-119.21786499023438,0.02992547106902703,2.6e+03,4:24:11
12100000,-118.2203369140625,0.02992547106902703,2.6e+03,4:24:07
12150000,-97.41937255859375,0.02992547106902703,2.6e+03,4:24:05
12200000,-91.93310546875,0.02992547106902703,2.6e+03,4:24:00
12250000,-126.79025268554688,0.02992547106902703,2.6e+03,4:23:56
12300000,-143.92803955078125,0.02992547106902703,2.6e+03,4:23:51
12350000,-154.41107177734375,0.02992547106902703,2.6e+03,4:23:47
12400000,-115.59619140625,0.02992547106902703,2.6e+03,4:23:42
12450000,-111.03570556640625,0.02992547106902703,2.6e+03,4:23:39
12500000,-101.56527709960938,0.02992547106902703,2.6e+03,4:23:35
12550000,-148.72897338867188,0.02992547106902703,2.6e+03,4:23:30
12600000,-123.95199584960938,0.02992547106902703,2.6e+03,4:23:26
12650000,-103.51760864257812,0.02992547106902703,2.6e+03,4:23:23
12700000,-148.65554809570312,0.02992547106902703,2.6e+03,4:23:19
12750000,-115.818603515625,0.02992547106902703,2.6e+03,4:23:15
12800000,-138.64212036132812,0.02992547106902703,2.6e+03,4:23:10
12850000,-130.7119140625,0.02992547106902703,2.6e+03,4:23:06
12900000,-102.25479125976562,0.02992547106902703,2.6e+03,4:23:02
12950000,-94.37124633789062,0.02992547106902703,2.6e+03,4:22:57
13000000,-115.76632690429688,0.02992547106902703,2.6e+03,4:22:53
13050000,-133.98934936523438,0.02992547106902703,2.6e+03,4:22:49
13100000,-122.3603515625,0.02992547106902703,2.6e+03,4:22:47
13150000,-110.74298095703125,0.02992547106902703,2.6e+03,4:22:43
13200000,-144.14163208007812,0.02992547106902703,2.6e+03,4:22:39
13250000,-132.62173461914062,0.02992547106902703,2.6e+03,4:22:35
13300000,-139.60568237304688,0.02992547106902703,2.6e+03,4:22:31
13350000,-110.30511474609375,0.02992547106902703,2.6e+03,4:22:28
13400000,-118.2344970703125,0.02992547106902703,2.6e+03,4:22:25
13450000,-110.42697143554688,0.02992547106902703,2.6e+03,4:22:21
13500000,-147.02304077148438,0.02992547106902703,2.6e+03,4:22:17
13550000,-135.4146728515625,0.02992547106902703,2.6e+03,4:22:14
13600000,-121.114013671875,0.02992547106902703,2.6e+03,4:22:10
13650000,-120.09158325195312,0.02992547106902703,2.6e+03,4:22:06
13700000,-132.39779663085938,0.02992547106902703,2.6e+03,4:22:02
13750000,-110.65927124023438,0.02992547106902703,2.6e+03,4:21:57
13800000,-121.41314697265625,0.02992547106902703,2.6e+03,4:21:53
13850000,-124.01040649414062,0.02992547106902703,2.6e+03,4:21:49
13900000,-104.11233520507812,0.02992547106902703,2.6e+03,4:22:12
13950000,-130.68218994140625,0.02992547106902703,2.6e+03,4:22:08
14000000,-136.7923583984375,0.02992547106902703,2.6e+03,4:22:06
14050000,-80.4346923828125,0.02992547106902703,2.6e+03,4:22:03
14100000,-149.83544921875,0.02992547106902703,2.6e+03,4:21:59
14150000,-125.93768310546875,0.02992547106902703,2.6e+03,4:21:55
14200000,-135.86041259765625,0.02992547106902703,2.6e+03,4:21:52
14250000,-123.72998046875,0.02992547106902703,2.6e+03,4:21:48
14300000,-138.40142822265625,0.02992547106902703,2.6e+03,4:21:44
14350000,-123.89126586914062,0.02992547106902703,2.6e+03,4:21:40
14400000,-108.92593383789062,0.02992547106902703,2.6e+03,4:21:36
14450000,-131.89215087890625,0.02992547106902703,2.6e+03,4:21:34
14500000,-120.58993530273438,0.02992547106902703,2.6e+03,4:21:30
14550000,-118.67626953125,0.02992547106902703,2.6e+03,4:21:26
14600000,-105.44403076171875,0.02992547106902703,2.6e+03,4:21:22
14650000,-128.67083740234375,0.02992547106902703,2.6e+03,4:21:17
14700000,-145.4217529296875,0.02992547106902703,2.6e+03,4:21:13
14750000,-114.71279907226562,0.02992547106902703,2.6e+03,4:21:10
14800000,-109.12387084960938,0.02992547106902703,2.59e+03,4:21:29
14850000,-123.64080810546875,0.02992547106902703,2.59e+03,4:21:27
14900000,-133.41244506835938,0.02992547106902703,2.59e+03,4:21:23
14950000,-123.8651123046875,0.02992547106902703,2.59e+03,4:21:19
15000000,-114.33172607421875,0.02992547106902703,2.59e+03,4:21:15
15050000,-128.07562255859375,0.02992547106902703,2.59e+03,4:21:10
15100000,-134.99984741210938,0.02992547106902703,2.59e+03,4:21:06
15150000,-145.18124389648438,0.02992547106902703,2.59e+03,4:21:02
15200000,-126.05984497070312,0.02992547106902703,2.59e+03,4:20:57
15250000,-120.65896606445312,0.02992547106902703,2.59e+03,4:20:53
15300000,-150.6878662109375,0.02992547106902703,2.59e+03,4:20:50
15350000,-123.55905151367188,0.02992547106902703,2.59e+03,4:20:46
15400000,-126.20928955078125,0.02992547106902703,2.59e+03,4:20:42
15450000,-125.68035888671875,0.02992547106902703,2.6e+03,4:20:38
15500000,-137.46875,0.02992547106902703,2.6e+03,4:20:34
15550000,-122.5654296875,0.02992547106902703,2.6e+03,4:20:30
15600000,-109.07003784179688,0.02992547106902703,2.6e+03,4:20:26
15650000,-119.7530517578125,0.02992547106902703,2.6e+03,4:20:21
15700000,-118.98638916015625,0.02992547106902703,2.6e+03,4:20:17
15750000,-96.67031860351562,0.02992547106902703,2.6e+03,4:20:14
15800000,-130.09835815429688,0.02992547106902703,2.6e+03,4:20:12
15850000,-99.0484619140625,0.02992547106902703,2.6e+03,4:20:08
15900000,-92.27130126953125,0.02992547106902703,2.6e+03,4:20:05
15950000,-134.82577514648438,0.02992547106902703,2.6e+03,4:20:01
16000000,-132.88027954101562,0.02992547106902703,2.6e+03,4:19:57
16050000,-106.95272827148438,0.02992547106902703,2.6e+03,4:19:53
16100000,-112.1702880859375,0.02992547106902703,2.6e+03,4:19:49
16150000,-118.3448486328125,0.02992547106902703,2.6e+03,4:19:45
16200000,-94.10604858398438,0.02992547106902703,2.6e+03,4:19:40
16250000,-123.81838989257812,0.02992547106902703,2.6e+03,4:19:38
16300000,-120.52786254882812,0.02992547106902703,2.6e+03,4:19:34
16350000,-148.67852783203125,0.02992547106902703,2.6e+03,4:19:30
16400000,-112.96337890625,0.02992547106902703,2.6e+03,4:19:26
16450000,-104.81182861328125,0.02992547106902703,2.6e+03,4:19:22
16500000,-143.82333374023438,0.02992547106902703,2.6e+03,4:19:18
16550000,-137.78872680664062,0.02992547106902703,2.6e+03,4:19:14
16600000,-121.99957275390625,0.02992547106902703,2.6e+03,4:19:10
16650000,-111.4234619140625,0.02992547106902703,2.6e+03,4:19:05
16700000,-113.89663696289062,0.02992547106902703,2.6e+03,4:19:03
16750000,-144.20541381835938,0.02992547106902703,2.6e+03,4:18:59
16800000,-112.3138427734375,0.02992547106902703,2.6e+03,4:18:54
16850000,-119.33856201171875,0.02992547106902703,2.6e+03,4:18:50
16900000,-87.04367065429688,0.02992547106902703,2.6e+03,4:18:47
16950000,-103.89764404296875,0.02992547106902703,2.6e+03,4:18:44
17000000,-125.07168579101562,0.02992547106902703,2.6e+03,4:18:40
17050000,-132.18939208984375,0.02992547106902703,2.6e+03,4:18:37
17100000,-120.8485107421875,0.02992547106902703,2.6e+03,4:18:33
17150000,-120.12130737304688,0.02992547106902703,2.6e+03,4:18:30
17200000,-118.02426147460938,0.02992547106902703,2.6e+03,4:18:26
17250000,-98.20278930664062,0.02992547106902703,2.6e+03,4:18:22
17300000,-117.60043334960938,0.02992547106902703,2.6e+03,4:18:18
17350000,-127.7357177734375,0.02992547106902703,2.6e+03,4:18:14
17400000,-109.73825073242188,0.02992547106902703,2.6e+03,4:18:10
17450000,-123.82589721679688,0.02992547106902703,2.6e+03,4:18:06
17500000,-100.64642333984375,0.02992547106902703,2.6e+03,4:18:02
17550000,-121.85406494140625,0.02992547106902703,2.6e+03,4:17:58
17600000,-132.6217041015625,0.02992547106902703,2.6e+03,4:17:55
17650000,-140.24676513671875,0.02992547106902703,2.6e+03,4:17:51
17700000,-108.43829345703125,0.02992547106902703,2.6e+03,4:17:47
17750000,-135.08084106445312,0.02992547106902703,2.6e+03,4:17:43
17800000,-110.95404052734375,0.02992547106902703,2.6e+03,4:17:39
17850000,-94.4901123046875,0.02992547106902703,2.6e+03,4:17:35
17900000,-109.21807861328125,0.02992547106902703,2.6e+03,4:17:32
17950000,-105.00885009765625,0.02992547106902703,2.6e+03,4:17:28
18000000,-110.3602294921875,0.02992547106902703,2.6e+03,4:17:25
18050000,-100.92666625976562,0.02992547106902703,2.6e+03,4:17:22
18100000,-110.47265625,0.02992547106902703,2.6e+03,4:17:19
18150000,-98.4031982421875,0.02992547106902703,2.6e+03,4:17:15
18200000,-111.20501708984375,0.02992547106902703,2.6e+03,4:17:11
18250000,-125.6351318359375,0.02992547106902703,2.6e+03,4:17:07
18300000,-110.69195556640625,0.02992547106902703,2.6e+03,4:17:03
18350000,-130.99627685546875,0.02992547106902703,2.6e+03,4:16:59
18400000,-104.40423583984375,0.02992547106902703,2.6e+03,4:16:55
18450000,-111.05496215820312,0.02992547106902703,2.6e+03,4:16:51
18500000,-150.6173095703125,0.02992547106902703,2.6e+03,4:16:48
18550000,-107.71505737304688,0.02992547106902703,2.6e+03,4:16:44
18600000,-120.47726440429688,0.02992547106902703,2.6e+03,4:16:40
18650000,-119.0750732421875,0.02992547106902703,2.6e+03,4:16:36
18700000,-112.85076904296875,0.02992547106902703,2.6e+03,4:16:32
18750000,-121.99899291992188,0.02992547106902703,2.6e+03,4:16:28
18800000,-137.18997192382812,0.02992547106902703,2.6e+03,4:16:25
18850000,-84.70346069335938,0.02992547106902703,2.6e+03,4:16:22
18900000,-127.49853515625,0.02992547106902703,2.6e+03,4:16:18
18950000,-128.85232543945312,0.02992547106902703,2.6e+03,4:16:16
19000000,-126.29269409179688,0.02992547106902703,2.6e+03,4:16:13
19050000,-122.77517700195312,0.02992547106902703,2.6e+03,4:16:09
19100000,-121.9427490234375,0.02992547106902703,2.6e+03,4:16:05
19150000,-132.136962890625,0.02992547106902703,2.6e+03,4:16:01
19200000,-121.45458984375,0.02992547106902703,2.6e+03,4:15:57
19250000,-137.81814575195312,0.02992547106902703,2.6e+03,4:15:53
19300000,-96.34628295898438,0.02992547106902703,2.6e+03,4:15:49
19350000,-132.5870361328125,0.02992547106902703,2.6e+03,4:16:04
19400000,-141.95574951171875,0.02992547106902703,2.6e+03,4:16:01
19450000,-136.9710693359375,0.02992547106902703,2.6e+03,4:15:57
19500000,-157.11541748046875,0.02992547106902703,2.6e+03,4:15:53
19550000,-126.28958129882812,0.02992547106902703,2.6e+03,4:15:49
19600000,-129.16995239257812,0.02992547106902703,2.6e+03,4:15:45
19650000,-132.82513427734375,0.02992547106902703,2.6e+03,4:15:42
19700000,-94.34793090820312,0.02992547106902703,2.6e+03,4:15:38
19750000,-126.42727661132812,0.02992547106902703,2.6e+03,4:15:34
19800000,-136.52255249023438,0.02992547106902703,2.6e+03,4:15:31
19850000,-127.57879638671875,0.02992547106902703,2.6e+03,4:15:28
19900000,-129.68814086914062,0.02992547106902703,2.6e+03,4:15:24
19950000,-111.75726318359375,0.02992547106902703,2.6e+03,4:15:21
20000000,-139.30441284179688,0.02992547106902703,2.6e+03,4:15:17
20050000,-113.01312255859375,0.02992547106902703,2.6e+03,4:15:13
20100000,-131.87606811523438,0.02992547106902703,2.6e+03,4:15:09
20150000,-100.44390869140625,0.02992547106902703,2.6e+03,4:15:06
